,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
6068,51.5,1.4,2.7,3.1,0.9,0.2,2.3,0.0,91.0,36.0,0.0
12741,0.15,1.84,10.1,8.7,11.9,0.17,2.9,1.5,64.9,79.0,0.0
8964,7.01,1.52,12.2,36.9,0.5,0.06,7.0,0.1,43.3,124.0,0.0
17257,21.0,1.7,0.4,10.8,37.5,0.04,3.3,16.2,28.7,150.0,3.1
9783,61.8,1.24,3.7,24.4,8.5,0.08,3.8,0.8,58.8,0.0,0.0
7393,45.4,1.5,3.9,27.5,12.2,0.9,4.9,0.9,50.6,43.0,0.0
18373,28.9,1.55,2.0,3.1,10.3,0.11,7.6,1.1,76.3,10.0,0.0
4140,124.95,1.49,0.7,0.2,71.9,0.16,0.6,8.4,18.0,46.0,0.2
8463,52.6,1.19,1.5,7.5,8.2,0.68,1.2,0.7,80.9,0.0,0.0
5685,5.18,1.67,1.2,30.4,8.8,0.14,4.3,0.9,54.4,36.0,0.0
2886,32.2,1.34,4.5,2.2,3.5,1.92,2.4,0.1,87.3,89.0,0.0
12676,0.06,1.54,35.7,12.2,3.8,0.1,7.3,0.2,40.8,119.0,0.0
8680,21.7,1.51,1.8,22.8,10.6,0.17,8.3,2.4,53.9,38.0,0.2
795,20.4,1.45,1.3,27.0,3.1,0.46,1.9,0.2,66.5,15.0,0.0
13495,40.8,1.65,0.6,2.0,38.4,0.81,1.4,10.3,47.1,0.0,0.2
2284,32.0,1.3,1.8,5.4,44.5,0.73,0.9,7.1,40.2,0.0,0.1
4302,101.0,1.55,0.2,1.7,68.6,0.1,0.3,12.4,16.7,38.0,0.1
6619,36.15,1.38,2.3,17.8,17.8,0.77,6.6,3.0,52.4,10.0,0.1
1083,1.39,1.66,11.0,14.4,31.0,0.1,5.8,2.8,35.0,112.0,0.0
17457,22.3,1.58,1.2,2.8,55.4,0.7,6.1,10.1,24.4,0.0,0.0
8621,24.1,1.48,0.5,31.9,1.5,0.04,2.8,0.2,63.1,25.0,0.0
1825,0.29,1.54,28.9,26.2,11.9,0.33,9.6,3.0,20.0,48.0,0.4
2136,30.9,1.45,0.5,4.6,6.3,0.12,0.5,0.2,87.9,15.0,0.0
18095,10.3,1.54,0.8,14.1,11.6,0.29,6.0,0.8,66.7,18.0,0.0
2301,0.3,1.61,34.2,11.8,10.4,0.16,3.8,1.2,38.6,124.0,0.0
11042,0.97,1.49,18.3,7.9,2.5,0.19,10.0,2.2,58.2,58.0,0.9
10285,6.97,1.43,1.4,1.6,2.4,1.68,5.0,0.1,89.5,26.0,0.0
4863,10.23,1.6,26.0,1.0,34.7,0.36,1.0,7.7,29.0,114.0,0.6
10359,15.8,1.33,1.7,2.7,2.9,0.46,2.6,0.1,90.0,30.0,0.0
