Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
738,140,1.41,1,1.1,66.9,0.82,2.9,16,11.7,5,0.4
16227,2.34,1.73,17.5,13.3,18.6,0.16,10.9,8.3,30.5,94,0.9
898,1.1,1.61,39.7,11.6,9.8,0.07,3.7,1,34.2,157,0
16939,3.94,1.63,15.3,8.9,12.8,0.34,5.9,1.4,55.7,23,0
5264,32.9,1.48,1.7,1.4,1.7,0.65,1.5,0,93.7,185,0
8968,5.7,1.62,7.2,19.2,8.8,0.29,12.2,2.3,50.1,18,0.2
751,39.1,1.19,1.5,10.2,6.4,1.46,2,1.4,78.4,0,0.1
1158,102,0.97,1.53,5.44,40,2.17,0.5,7.8,44.6,0,0.2
3721,2.7,0.75,34.1,9.9,10.2,5.03,20.5,0.8,24.5,0,0
8340,28.9,1.53,0.7,8.1,18.2,0.23,1.9,3.8,67,38,0.3
5146,1.31,1.77,10.2,8.2,22.4,0.08,21.6,14.8,18.8,58,4
7767,13.1,1.6,0.6,35.3,5.2,0.07,2,0.5,56.4,36,0
4193,53.9,1.47,0.5,1.7,66.5,0.88,3,5.7,22.6,0,0
333,24.6,1.61,0.9,5.5,39.6,0.04,3.2,3.7,47,68,0.1
1230,12.8,1.49,1.3,51.1,4.4,0.41,5.3,0.1,37.8,8,0
12138,0.39,1.78,23.2,1.1,34.6,0.05,1.6,7.2,32.1,152,0.2
5956,19.7,1.68,6,0.6,30.4,0.04,2,33.6,7.8,142,19.6
2567,3.94,1.77,1.8,22.9,17.2,0.1,5.7,5.3,46.9,104,0.2
10647,0.22,1.27,83.5,1.1,0.2,0.42,14.1,0.1,0.9,86,0.1
15604,9.47,1.64,2.1,18.6,21.9,0.4,5.1,1.6,50.7,66,0
14437,9.07,1.56,4.1,20.2,12.8,1.14,3.2,2.2,57.4,0,0.1
13326,21.5,1.7,0.3,12.7,27.5,0.04,1.8,3.1,54.5,114,0.1
612,8.9,1.62,2.9,3.9,29.2,0.08,5.4,11.2,46.8,43,1.2
14760,2.85,1.62,20.3,17.1,6.8,0.26,12.2,1.7,41.8,30,0.1
3645,0.05,1.69,19.4,23.8,2.3,0.1,4.9,0.1,49.5,99,0
12529,19.7,1.51,1,17.8,2.8,0.3,4.2,0.1,74.1,74,0
8256,2.1,1.64,3.8,12,2.7,3.21,6.3,0.1,75.1,99,0
