,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
68,6.64,1.11,6.45,26.98,1.65,0.51,45.28,0.09,19.45,24.0,0.1
7380,16.8,1.28,2.5,23.2,13.8,2.1,6.3,1.0,53.2,0.0,0.0
7444,27.6,1.54,1.1,22.3,18.4,0.21,1.4,2.4,54.3,127.0,0.1
1296,78.75,1.29,0.9,6.3,25.7,0.72,1.8,0.5,64.8,2.0,0.0
18647,52.2,1.55,3.2,7.0,33.7,0.24,12.1,9.2,33.9,41.0,0.9
4460,8.76,1.58,18.3,4.0,22.0,0.07,3.8,9.8,41.1,86.0,1.0
715,7.0,1.67,21.6,13.8,18.3,0.04,10.6,5.5,29.3,66.0,0.9
10395,112.0,1.15,0.2,1.7,69.1,0.79,1.9,12.4,14.6,8.0,0.1
11673,6.01,1.62,3.6,8.0,36.6,0.94,5.0,4.4,41.3,13.0,0.2
16076,51.3,1.6,0.3,5.5,52.0,0.02,0.9,2.1,39.2,28.0,0.0
5364,33.55,1.23,4.5,21.6,10.7,2.72,2.9,3.8,56.1,0.0,0.4
13809,13.8,1.65,7.6,10.1,27.1,0.52,8.6,19.0,22.7,0.0,4.9
18273,48.0,1.34,1.7,2.0,5.0,1.36,2.2,0.2,88.9,0.0,0.0
15830,68.4,1.3,0.4,1.8,14.3,0.38,0.8,0.6,82.1,0.0,0.0
9280,72.3,1.51,0.4,2.0,13.5,0.12,0.2,1.3,82.6,15.0,0.0
9550,0.31,1.27,2.2,13.5,2.2,0.15,13.2,0.1,68.8,30.0,0.0
3678,72.6,1.45,1.5,4.8,41.2,0.92,3.9,5.2,43.3,0.0,0.1
670,1.3,1.64,34.0,14.4,8.6,0.12,5.6,1.4,35.9,79.0,0.1
5569,20.35,1.55,4.0,13.8,16.0,0.35,5.5,1.5,59.1,18.0,0.1
344,7.3,1.7,3.5,8.5,32.8,1.28,3.2,2.9,49.1,13.0,0.0
9412,7.89,1.68,4.0,5.59,38.8,0.7,9.1,15.3,26.1,0.0,1.2
6301,2.19,1.69,8.0,18.6,4.8,0.49,2.9,0.1,65.6,96.0,0.0
5231,4.47,1.63,17.0,1.4,36.0,0.07,3.8,30.6,7.6,188.0,3.6
14389,3.51,1.58,17.0,7.6,22.8,0.66,8.4,5.7,38.1,13.0,0.4
2376,0.75,1.69,20.7,15.2,18.2,0.06,3.3,2.0,40.6,155.0,0.0
14801,5.62,1.6,6.6,0.4,61.0,0.58,1.0,5.4,25.5,193.0,0.1
1073,50.65,1.6,0.4,3.1,57.9,0.09,1.0,4.6,33.0,18.0,0.0
10993,18.0,1.46,2.0,3.6,1.6,1.46,3.7,0.2,88.9,10.0,0.0
10353,27.6,1.32,5.7,6.1,1.8,1.72,3.7,0.0,82.7,33.0,0.0
16680,20.4,1.49,1.3,27.1,10.0,0.19,4.3,1.9,55.3,18.0,0.1
11872,0.26,1.7,24.8,20.0,0.2,0.04,9.6,0.2,45.2,89.0,0.0
6380,8.55,1.56,4.7,11.1,15.1,0.51,4.2,1.1,63.7,20.0,0.1
12280,19.3,1.16,2.5,10.3,10.6,1.45,1.3,1.0,73.8,0.0,0.2
11127,0.41,1.52,17.1,20.0,6.4,0.04,4.4,1.1,51.0,66.0,0.0
2841,31.2,1.54,0.8,5.6,1.6,0.02,0.1,0.0,91.9,153.0,0.0
6039,4.7,1.66,3.9,4.5,18.1,1.4,5.2,2.3,67.0,56.0,0.0
