,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
5018,34.55,1.59,1.5,2.2,54.5,0.13,4.2,9.2,28.3,132.0,0.1
10411,56.5,1.44,0.2,4.0,45.1,0.45,1.4,2.6,46.7,10.0,0.0
12709,9.2,1.31,3.8,14.9,8.1,1.98,7.2,0.6,65.4,0.0,0.0
10488,0.08,1.74,13.3,21.1,15.5,0.05,5.5,0.9,43.7,188.0,0.0
17954,38.1,1.28,1.8,18.8,2.8,4.54,7.3,0.1,69.2,0.0,0.0
4501,6.57,1.47,0.0,15.5,13.1,1.28,6.4,0.7,64.3,15.0,0.0
9462,9.73,1.71,5.3,6.0,33.6,0.14,9.3,16.1,27.9,18.0,1.8
3087,77.9,1.57,0.8,1.5,49.4,0.08,1.4,8.1,38.6,114.0,0.2
12251,25.6,1.7,6.1,9.4,30.2,0.07,11.5,17.2,24.0,28.0,1.6
15784,32.9,1.63,1.2,1.7,48.1,0.06,0.8,8.1,39.5,173.0,0.6
14111,3.78,1.61,4.6,17.0,14.8,0.26,7.4,1.8,54.4,28.0,0.0
15777,0.98,1.8,12.8,6.1,35.8,0.08,7.7,3.2,34.3,168.0,0.1
14429,30.9,1.38,7.8,13.3,20.4,0.11,7.8,6.1,44.0,48.0,0.6
2031,34.85,1.48,2.3,18.8,9.8,0.35,2.7,1.7,64.6,46.0,0.1
17658,50.0,1.58,0.3,2.3,52.9,0.04,2.4,7.4,34.6,145.0,0.1
16039,71.6,1.62,0.4,2.2,64.5,0.16,0.9,14.3,17.0,30.0,0.7
13365,0.02,1.63,19.4,17.4,17.2,0.1,5.4,1.8,38.8,183.0,0.0
1316,17.3,1.54,4.0,6.7,11.8,0.43,1.8,0.5,75.2,76.0,0.0
267,21.7,1.58,0.5,10.9,11.6,0.09,0.9,4.2,71.8,20.0,0.1
3083,80.55,1.49,2.8,1.6,60.0,0.07,5.9,10.3,19.4,38.0,0.0
16699,44.7,1.59,1.2,2.4,54.0,0.07,2.8,9.3,30.2,152.0,0.1
6737,1.85,1.71,3.7,8.8,14.5,0.09,0.9,1.9,70.2,66.0,0.0
8788,0.27,1.79,16.5,10.6,20.5,0.36,6.3,2.8,43.2,84.0,0.1
7916,72.3,1.49,0.2,1.0,67.8,0.89,0.0,8.3,22.7,0.0,0.0
690,7.9,1.71,36.6,6.1,18.7,0.1,2.9,4.5,30.7,102.0,0.5
9199,35.5,1.47,1.5,3.9,4.3,0.29,1.0,0.2,89.1,18.0,0.0
4690,14.1,1.19,3.6,21.1,17.2,1.28,2.1,2.9,53.0,0.0,0.1
10823,15.5,1.69,2.4,6.9,22.1,0.74,3.1,7.4,57.0,76.0,1.1
15494,55.2,1.28,1.8,2.8,3.7,1.07,3.2,0.1,88.4,64.0,0.0
7156,27.95,1.55,1.2,5.3,28.1,0.43,2.9,3.7,58.6,0.0,0.1
