,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
13833,77.6,1.55,0.6,1.3,53.4,0.09,0.0,4.5,40.2,96.0,0.0
9536,4.29,1.53,2.7,12.0,19.2,1.56,6.0,0.5,59.5,0.0,0.1
3338,2.8,1.55,2.3,28.5,1.5,0.92,3.5,0.7,63.4,79.0,0.1
11004,0.33,1.63,21.7,1.7,11.6,0.04,3.3,0.4,61.1,201.0,0.0
2624,23.65,1.44,2.7,21.9,8.9,0.68,9.9,2.2,54.2,0.0,0.2
10023,89.4,1.49,0.5,2.0,56.4,0.01,0.6,8.3,32.2,68.0,0.0
16458,3.94,1.35,7.7,17.5,4.6,1.95,9.5,0.5,60.2,51.0,0.0
8101,3.02,1.64,6.8,15.4,21.3,0.57,12.3,7.0,36.3,23.0,0.9
8548,15.8,1.6,3.5,21.2,15.5,0.02,4.5,3.4,51.7,99.0,0.2
2908,10.85,1.57,0.3,8.8,8.1,0.13,6.5,0.7,75.6,46.0,0.0
11384,5.0,1.59,4.8,5.9,37.4,0.22,11.2,12.5,26.9,13.0,1.3
14258,227.0,1.39,1.4,3.4,11.5,0.15,5.3,3.2,73.2,38.0,2.0
885,7.2,1.52,0.0,28.4,4.8,0.48,5.0,0.1,61.7,15.0,0.0
17888,0.0994,1.05,68.2,8.0,2.0,0.44,10.6,0.2,11.0,38.0,0.0
1125,0.16,1.79,11.9,4.0,23.4,0.18,2.3,3.0,55.4,132.0,0.0
1054,31.56,1.49,1.4,18.8,20.9,0.24,1.7,2.4,54.8,61.0,0.0
1656,8.31,1.52,8.5,15.4,21.4,0.46,11.1,9.9,31.6,8.0,2.1
6641,11.3,1.52,0.4,17.0,18.1,0.07,4.0,4.1,56.0,61.0,0.4
5554,1.4,1.23,52.3,4.8,11.6,0.08,15.7,1.6,14.0,185.0,0.0
8543,0.52,1.62,19.8,22.5,0.9,0.03,1.3,0.2,55.3,190.0,0.0
15880,57.4,1.48,0.4,3.0,0.2,0.01,0.3,0.0,96.1,84.0,0.0
13684,52.6,1.54,4.8,5.4,15.0,0.07,1.7,1.0,72.1,111.0,0.0
15353,21.0,1.56,0.4,10.2,18.7,0.18,1.6,0.5,68.6,10.0,0.0
3945,53.9,1.5,0.4,3.0,0.2,0.01,0.3,0.0,96.1,84.0,0.0
10825,92.0,0.99,0.9,6.3,27.5,1.98,1.2,8.2,55.5,0.0,0.4
2553,0.26,1.57,60.6,6.8,9.4,0.03,5.6,2.2,15.2,104.0,0.2
17340,14.5,1.66,6.2,11.6,15.0,0.05,3.8,0.8,62.6,140.0,0.0
2336,21.7,1.51,1.8,22.8,10.6,0.17,8.3,2.4,53.9,38.0,0.2
