"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
38,0.24,1.67,30.8,9.1,18,0.14,9.6,8.1,21.8,117,2.6
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
60,12,1.02,3.57,34.21,0.47,0.7,48.26,0.02,13.44,17,0.03
64,0.39,1.62,6.19,12.65,0.52,0.23,75.63,0.14,4.86,10,0.01
78,38.8,1.64,1.9,9.8,35.2,0.05,0.2,5.5,47.3,140,0.1
82,13.1,1.43,1.9,17.5,0.3,0.04,4.6,0,75.7,74,0
85,19.4,1.51,2.8,11.3,28.9,1.4,6.7,18.7,26,0,5.6
103,59.4,1.41,0.2,4,45.1,0.45,1.4,2.6,46.7,10,0
146,64.4,1.49,0.5,4.2,11.3,0.05,0.6,0.6,82.3,142,0
152,53.9,1.47,0.6,4.7,12.4,0.05,0.6,0.8,80.9,198,0
155,21.5,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,20,0.1
187,161,1.54,0.2,0.2,73.1,0.12,0.4,8.9,17,20,0.2
198,7.3,1.4,5.6,18.2,5,1.25,7.5,0.5,63.2,64,0
204,30.2,1.67,0.7,9.2,49.9,0.1,1.2,11.6,26.9,46,0.5
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
274,1.5,1.67,17.5,22.3,8.4,0.12,4.6,2.1,44.9,107,0.2
285,105,1.31,2,2,24,0.8,3.1,5.3,62.9,28,0.7
298,7.9,1.62,1.9,24.7,6.6,0.61,2.9,1.2,62.7,89,0
306,2,1.79,4.4,20,11.7,0.04,5.4,2.4,55.8,94,0.3
307,5.3,1.73,5.8,19.8,10.4,0.06,4.7,2,57.1,119,0.2
347,0.7,1.74,26.5,4.9,26.3,0.04,5.9,3.3,33,94,0.1
351,0.9,1.66,5.9,24.9,12.5,0.72,8.3,7.5,37.8,0,3.1
395,0.3,1.6,34.2,11.8,10.4,0.16,3.8,1.2,38.6,124,0
397,17.9,1.47,0.9,8.5,30.6,1.17,11.8,3.9,44.2,0,0.1
416,19.5,1.62,1.4,6.2,45.7,0.29,0.7,4.9,41,10,0.1
425,0.3,1.72,14.3,15.3,11.6,0.23,6.9,1.1,45.8,127,0
464,1.4,1.23,52.3,4.8,11.6,0.08,15.7,1.6,14,185,0
473,36.8,1.35,1.1,12.6,0.9,0.06,2.9,0,82.5,76,0
485,56.5,1.52,1.6,5.5,41.6,0.03,1.6,8.5,41,53,0.2
494,47.9,1.5,2.8,7.1,47,0.2,3.1,8.6,31.1,13,0.3
500,25,1.58,0.5,5.2,29.4,0.25,1.5,1.8,61.6,13,0
527,43.4,1.47,4.8,0.2,66.3,1.7,5.9,5.5,17.3,53,0
547,26.1,1.38,1.3,36.3,2.4,0.04,3,0.4,56.6,61,0
561,1.4,1.66,5.4,16.5,19.9,1.34,6.7,2.2,49.2,53,0.1
572,6.9,1.61,2.2,14.5,14.4,0.07,2.7,1.2,65,43,0
602,4.2,1.68,3,7.8,35.5,0.58,5.7,5.3,42.6,20,0.1
617,0.6,1.69,3.5,4,30.1,0.16,1,9.6,50.7,180,1.1
618,6.3,1.68,1.8,12.2,20.1,0.48,2.8,2.6,60.5,8,0
651,2.6,1.75,5.4,16.3,20.6,0.29,14.7,13.4,27.7,25,1.9
692,16.1,1.55,0.4,13.4,30.3,0.97,0.5,3.9,47.4,10,0.2
706,171,1.19,4.4,0.4,66.2,1.32,4.8,7.1,17.1,0,0
727,0.8,1.57,13.1,18.7,0.4,0.1,7.8,0,60,53,0
731,85.5,1.38,0.2,2.5,61.4,0.11,0.7,7,28.2,33,0
742,29.5,1.45,4.9,1.8,60.4,1.37,4.3,14.2,13.7,84,0.7
751,39.1,1.19,1.5,10.2,6.4,1.46,2,1.4,78.4,0,0.1
752,18.9,1.47,0.7,12.1,7,0.27,1.4,2,76.8,13,0
758,7,1.29,3.1,14.3,18.3,1.08,6.8,2.3,55.1,0,0.1
761,8.4,1.69,4.6,13.1,20.3,0.12,6,2.4,53.5,71,0.1
833,33.5,1.57,1.6,1,59,0.46,0.9,9,28.1,91,0.4
861,12.6,1.56,1.4,12.1,0.4,0.14,4.2,0.1,81.8,46,0
882,2.7,1.7,11.9,5,43.6,0.25,2.8,5,31.7,81,0
902,15.1,1.5,2.9,11.6,26,0.83,4.8,3.6,51,56,0.1
955,0.5,1.84,25.4,3.8,26.1,0.08,21.3,4.3,19,66,0.1
958,61.1,1.62,0.4,0.3,57.9,0.08,0,26.5,14.2,8,0.7
959,0.2,1.69,10.4,1.5,50,0.08,2.6,15,20,25,0.5
982,1.3,1.63,12.7,13.4,29,0.08,3.9,2,39,84,0
1024,0.04,1.72,27.7,11.5,16.7,0.14,3.3,1,39.8,152,0
1038,16.55,1.61,0.4,15.5,16.8,0.44,1.7,1.6,64,147,0
1043,0.6,1.57,17.8,19.6,14.1,0.66,4.1,3.1,41.3,33,0
1069,0.7,1.7,2.5,41.2,10.9,0.95,2.9,1.3,41.1,140,0.1
1076,43.4,1.4,1.5,8.8,33.6,0.96,2.3,2.3,51.5,0,0
1113,7.32,1.48,1.6,11.3,18.8,2.11,3.1,2.8,62.5,0,0
1116,0.1,1.73,15.2,6.4,11.4,0.09,17.6,6.2,37,99,6.2
1130,22.35,1.38,0.7,6.8,32.8,1.43,8.6,2.3,48.6,0,0.2
1173,30.9,1.53,2.4,3.4,23.7,0.77,0.1,3.17,67.2,18,0.1
1191,117,1.61,1.5,2.1,65.6,0.07,0.7,9.5,20.6,84,0
1199,12.07,1.65,1,11.6,17.3,0.11,2.7,2.1,65.3,53,0
1229,11.55,1.46,1.5,50.4,4.3,1.38,7.6,0.1,36.1,0,0
1230,12.8,1.49,1.3,51.1,4.4,0.41,5.3,0.1,37.8,8,0
1246,33.5,1.53,1.2,13.3,10.7,0.12,0.9,0.7,73.2,13,0
1265,21.55,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,20,0.1
1290,8.69,1.54,2.9,34.1,10,1.63,4.8,0.3,47.9,20,0
1308,3.94,1.63,3.9,15.1,11.5,0.38,4.2,3.2,61.8,25,0.3
1357,99.25,1.45,0.1,0.6,60.4,0.19,0.8,6.7,31.4,18,0
1358,94,1.5,0.4,0.4,63.2,0.17,0.7,6.6,28.7,43,0
1377,0.58,1.64,5.2,31.7,5.6,0.18,3.7,0.7,53.1,53,0
1380,2.95,1.66,3.1,30,6,0.07,3.2,0.6,57.1,117,0
1388,0.7,1.74,12.3,23.6,12.4,0.08,4.1,4,43.2,122,0.4
1420,34.2,1.61,0.4,8.8,28,0.03,1.4,7.3,53.8,33,0.3
1487,41.4,1.17,0.8,5.3,49.5,0.43,1.5,3,39.8,20,0
1562,2.12,1.59,24.2,3.4,35.8,0.23,5.5,8.2,22.7,51,0.2
1596,17.3,1.54,7.8,11.1,25.6,0.35,12.6,17.5,21.3,58,4.1
1631,10.09,1.7,7.4,4.4,42.9,0.1,5,11,28.7,74,0.5
1667,2.74,1.62,31.5,11.5,17.7,0.22,7.7,8.5,22.2,23,0.9
1688,0.16,1.64,54.8,9.1,6.6,0.06,9.2,2,18,117,0.3
1716,44.7,1.36,55.5,4.3,0.7,0.5,37.5,0.1,1.9,114,0
1724,3.13,1.66,15.2,13.1,22.3,0.05,6.7,9.9,31.3,117,1.5
1767,2.19,1.58,18.6,9.7,19.2,0.22,5.9,8.3,37.4,86,0.9
1791,2.45,1.49,34.6,10.4,9.4,0.16,6,1.2,38.2,84,0.2
1813,0.19,1.84,4.5,12,20.8,0.08,6.7,9.6,44.8,165,1.6
1823,0.69,1.46,15.2,28.8,15,0.46,9.8,3.8,27,30,0.4
1864,6.08,1.5,2.8,30,16.3,1.18,4.6,5.1,41.4,0,0.2
1871,0.25,1.6,29.2,12.8,7.6,0.51,21.1,1.4,27.8,23,0
1872,0.1,1.6,50.2,8.8,6.2,0.2,9.4,1.2,24,41,0.2
1887,1.38,1.58,6,17.3,1.4,1.66,3.2,0.1,72,135,0
1949,14.9,1.46,2.8,23,8.2,0.73,7.7,0.9,57.4,15,0
1971,11.6,1.61,1.6,12.5,5,0.08,4,0.6,76.3,45,0
1978,10.09,1.6,25.5,3.3,14.9,0.36,2.2,3.8,50,117,0.3
1995,32.85,1.55,4.6,10.7,10.3,1.71,4.5,1.2,68.7,48,0
2029,21.05,1.4,1.7,17.3,11.1,0.76,3,1.9,64.9,15,0.1
2043,18.7,1.61,2.4,9.2,17.9,0.16,3,1.9,65.6,5,0
2068,28.7,1.46,0.4,10,8.2,0.38,1.2,0.4,79.8,13,0
2082,39.9,1.58,0.4,3.7,16.7,0.09,0.8,0.5,77.9,18,0
2104,93.85,1.18,1.3,7.3,39.3,3.32,0,2.6,49.4,0,0.1
2111,53.25,1.48,1.1,3.3,13.1,0.11,0.6,0.4,81.5,41,0
2150,14.5,1.62,1.9,2.5,53.1,1.22,5.1,3.2,34.2,20,0
2161,48,1.57,0.7,1.7,43.3,0.03,0.2,1.7,52.3,145,0.1
2173,33.55,1.53,2.2,14.3,29,0.36,2.4,3.9,48,25,0.2
2176,51.95,1.57,2.9,5.6,47.2,0.01,3.2,8.5,32.3,81,0.3
2224,0.03,1.75,31.8,7.5,20,0.08,5.3,2.7,32.5,130,0.2
2241,2.37,1.65,18.1,16.9,11.3,0.16,7.4,1.3,44.9,79,0.1
2269,1.64,1.53,3,23.9,6.5,1.14,7.8,1.1,57.7,71,0
2279,15.4,1.63,1.2,40.1,1.3,0.31,2.7,0.2,54.5,68,0
2287,21.35,1.5,1,22.7,24.6,0.06,3.5,6,41.9,102,0.3
2304,25.4,1.38,3.6,16.4,13.9,0.64,9,2.7,54.2,8,0.2
2309,0.75,1.63,30.6,11,8.8,0.11,14.2,1.8,33.4,142,0.2
2312,10.2,1.51,13.7,28.7,5.7,0.23,10.8,0.8,40.2,28,0.1
2322,3.29,1.55,3.4,19.1,8,0.87,7.2,1,61.3,13,0
2335,17.7,1.56,2,22.4,12.2,0.53,7.5,2.4,53.3,15,0.2
2346,6.76,1.47,3.8,18.2,11.2,1.11,2.1,0.5,64.2,58,0
2403,53.9,1.55,1.6,2.2,19.7,0.09,0.6,0.1,75.8,64,0
2428,65.75,1.5,3.1,8.4,16.6,0.39,0.2,0.3,71.4,81,0
2432,21.7,1.31,0.1,7.6,12.6,1.17,3.7,0.2,75.8,0,0
2457,0.86,1.7,18.4,10.5,13.7,0.2,5.2,1.4,50.8,71,0
2474,0.39,1.65,27.4,11.8,18.2,0.1,4.8,5.4,32,66,0.4
2481,14.05,1.61,4.6,5,32.3,0.09,2.4,11.2,40.6,147,3.9
2491,1.36,1.37,67.9,6.4,7,0.16,5.9,1.8,10.8,61,0.2
2501,20.05,1.59,6.5,8.2,29.3,0.94,4.8,8.3,41.7,0,1.2
2533,26.65,1.63,2.6,9.3,28.4,0.01,2.6,11.1,44.5,135,1.5
