"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
0,17.13,1.49,6.1,15.8,23.8,0.93,8.8,9.9,33.1,0,2.5
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
3,0.39,1.7,36.8,10.7,15.7,0.2,5.4,7.6,21.1,76,2.7
4,0.18,1.9,27.4,14.5,17.2,0.13,5.7,7.7,25.7,129,1.8
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
6,0.04,2.02,20.1,7.2,29,0.09,3.6,10.7,28.6,184,0.8
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
9,2.16,1.55,43.5,7.4,14.5,0.21,8.9,7.5,15.6,81,2.6
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
14,31.02,1.37,4.1,10.9,28.3,1.02,8.6,11,35.4,0,1.7
18,0.46,1.81,26.2,5.8,21.7,0.14,2.9,13.3,26.6,136,3.5
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
24,0.96,1.73,28.7,9.3,20.9,0.18,6.3,8.3,23.9,128,2.6
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
26,0.34,1.74,20.6,8.3,31.4,0.12,3.9,11,23.6,177,1.2
29,1.78,1.61,39.8,5,18.5,0.23,8.6,3.6,23.8,69,0.7
31,0.04,1.85,31.5,5.4,22.7,0.1,9.4,5.3,24.5,111,1.2
35,0.97,2,18.3,12.8,18.7,0.36,11,8.4,29.2,29,1.6
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
38,0.24,1.67,30.8,9.1,18,0.14,9.6,8.1,21.8,117,2.6
39,0.34,1.7,37.7,11.6,13.2,0.11,12,5.7,18.5,138,1.3
42,9.77,1.5,1.74,21.13,16.02,0.5,3.7,3.81,53.22,24,0.38
44,23.14,1.42,3.31,16.08,14.08,0.14,6.73,3.5,55.82,29,0.48
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
55,0.4,1,7.55,11.94,0.32,3.5,76.66,0.16,3.35,0,0.02
56,2.84,0.93,6.19,5.03,0.12,1.22,87.95,0.03,0.68,14,0
58,1.77,1.33,4.54,28.55,7.78,1.67,32.82,0.37,25.9,0,0.04
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
61,3.46,1.02,2.99,32.85,0.37,0.1,51.85,0.03,11.91,23,0
66,1.44,1.03,11.87,25.34,1.42,2.68,42.42,0.51,18.07,0,0.37
67,2.54,1.09,8.29,27.78,1.85,0.89,38.28,0.15,23.58,12,0.07
69,12.72,1.28,2.7,8.76,32.41,0.07,8.28,5.26,41.35,38,1.24
72,2.94,1.05,1.66,27.04,0.64,0.38,57.42,0.05,13.18,26,0.01
