"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
60,12,1.02,3.57,34.21,0.47,0.7,48.26,0.02,13.44,17,0.03
68,6.64,1.11,6.45,26.98,1.65,0.51,45.28,0.09,19.45,24,0.1
89,11.2,1.66,1.5,11.4,25.7,0.03,5.8,20.4,24.8,91,10.4
147,67,1.34,1.3,4.9,14.1,1.03,2,1.3,76.4,0,0
158,28.3,1.54,0.8,16.1,13,0.08,0.2,1.4,68.5,10,0
214,3,1.55,20.8,26.9,15.6,2.29,1.1,3,32.3,94,0.3
220,9.5,1.34,6.7,9,15.6,1.14,3.6,0.8,64.3,41,0
230,13.2,1.46,4.1,14.8,13.1,0.82,4.1,1,62.9,79,0
282,124.8,1.38,0.5,1.5,19.4,0.04,1.4,16.2,57.5,91,3.5
314,27.6,1.53,0.6,1.6,11.9,0.18,1,0.9,84,10,0
389,44.7,1.49,0,10.956,0.498,0.02,0.4,0,88.146,137,0
396,0.1,1.64,38.5,11,9.2,0.15,4.3,1,36,162,0
398,55.5,1.41,4.6,8.3,31.1,0.39,6.4,3.5,46,18,0.1
416,19.5,1.62,1.4,6.2,45.7,0.29,0.7,4.9,41,10,0.1
456,21,1.56,3.8,7.1,41.8,0.76,2.3,4.1,40.8,10,0.1
461,0.5,1.13,57.4,4.4,8.4,0.27,15.8,1.2,12.8,102,0
474,25.3,1.39,0.8,12.4,1.2,0.02,3.3,0,82.3,122,0
481,90,1.62,1.4,1.8,46,0.04,0.7,22.4,26.2,185,1.5
485,56.5,1.52,1.6,5.5,41.6,0.03,1.6,8.5,41,53,0.2
510,9.8,1.58,7.1,0.7,53.4,1,1.4,17.2,19.6,94,0.6
511,15.4,1.64,3.7,0.7,54.9,0.48,0.4,18.6,21,107,0.7
535,0.5,1.63,25.8,8.9,25.9,0.03,17.6,4.5,17.2,137,0.1
564,58.5,1.36,0.7,7.3,49.7,0.8,3.7,6.5,32.1,0,0
569,24.5,1.25,0.9,14.3,15.9,1.19,2.9,1.2,63.8,0,0
605,0.2,1.68,11,7.6,30.5,0.17,7,4.3,39.5,66,0.1
606,0.4,1.69,14.2,7.7,29.1,0.09,6.3,4.3,38.3,76,0.1
628,13.1,1.55,1.3,24,1.7,0.3,2.7,0.1,70.2,46,0
642,0.8,1.72,21.7,5.9,24.1,0.05,4.4,2,41.9,150,0
689,3.5,1.53,29.1,7.6,17.8,0.14,7.6,4.3,33.3,41,0.3
697,30.9,1.51,0.6,17.1,23.7,0.02,1.1,2.9,54.5,183,0.1
702,3.6,1.48,22.2,7.3,19.8,0.13,18.7,2,30,89,0
725,8.8,1.42,3.2,22.3,0.4,0.43,8.4,0.1,65.6,15,0
730,77.6,1.57,0.2,1.6,67.4,0.21,0.8,7.6,22.4,15,0
732,85.5,1.21,0.2,2.1,61.7,0.12,0.8,7.6,27.5,56,0.1
741,4.3,1.57,5.6,2.2,54.9,1.68,8.2,13.2,15.2,71,0.7
749,39,1.68,0.5,3.7,46.5,0.02,0.7,6.3,42.1,56,0.2
764,26.9,1.39,1.3,15.1,25.1,0.68,4.5,2,52,0,0
772,41.1,1.56,0.4,6.5,35.3,0.21,3,3.4,51.4,15,0
787,19.7,1.5,0,24.8,3.3,0.35,3.9,0.1,67.8,15,0.1
820,0.1,1.6,17.1,11.2,1.8,0.25,3.1,0.1,66.7,91,0
829,11.5,1.46,3.6,15.4,20,0.4,7,6.4,46.9,58,0.7
837,27.8,1.58,4.8,23.1,11.3,0.75,7.8,2.7,50,41,0.3
854,8.4,1.65,0.6,16.1,21.9,0.03,8,5.2,47.7,23,0.5
856,8.9,0.97,0.7,7.1,35.5,8.64,2.6,4.4,49.6,0,0.1
891,0.2,1.71,13,25.1,3.4,0.05,5.1,0.1,53.3,112,0
906,2.6,1.86,29.8,10.9,17.7,0.03,2.9,1.5,37.2,150,0
912,5.8,1.65,2,8.7,30.8,0.47,4.4,3.3,50.8,58,0
917,4.4,1.37,2.8,24.5,4.7,1.79,1.9,0.1,66,0,0
922,14.9,1.44,2.9,25.7,4.3,1.21,6,0.1,61,58,0
932,0.7,1.66,1.2,0.4,60.1,0.74,1.4,9.5,27,109,0.4
936,25.6,1.61,0.4,3.8,43.6,0.08,0.4,2.7,49.1,2,0
995,0.3,1.56,22.6,19,7.3,0.09,10.8,1.5,38.5,183,0.3
1051,0.01,1.5,20,15.8,11.9,1.15,11.6,2.2,38.5,152,0
1078,13.15,1.55,14.1,10.2,28.5,0.68,5.9,2.2,39.1,20,0
1081,2.8,1.69,22,9.6,23.4,0.27,14,1.6,29.4,58,0
1082,0.75,1.75,25.7,7.8,20.4,0.26,14.1,2,29.8,91,0.2
1114,0.06,1.47,25.4,8.4,12.6,1.33,7.9,1.6,44.1,20,0
1115,0.05,1.72,25.2,8.2,13.8,0.21,9,3,40,38,0.8
1127,49.3,1.57,0.6,2,38.4,0.81,1.4,10.3,47.1,0,0.2
1130,22.35,1.38,0.7,6.8,32.8,1.43,8.6,2.3,48.6,0,0.2
1152,34.2,1.49,0.8,7.9,10.5,0.18,1,0.7,79.1,23,0
1153,8.34,1.52,4.2,7,10.3,0.25,2.8,0.8,74.9,46,0
1155,18.8,1.64,0.6,7.8,9.6,0.09,1.7,0.7,79.6,89,0
1157,0.24,1.56,14.3,11.4,6.9,0.12,2.4,0.8,64.2,168,0
1186,28.6,1.52,1.2,11.9,10.1,0.1,0.4,0.5,75.9,114,0
1193,63.75,1.45,1.8,2.6,56.3,0.56,0.6,9.3,29.4,0,0
1198,20.35,1.63,0.8,12.2,16.8,0.18,2.5,2,65.7,41,0
1216,18.2,1.5,2.4,16,15.4,0.6,4.6,0.9,60.7,0,0
1222,14.9,1.49,3.7,12,12.6,1.43,6.1,0.6,65,0,0
1226,11.7,1.63,6.2,11.3,12.9,0.03,1,0.6,68,137,0
1235,0.31,1.78,17.7,44.4,3.4,0.07,2.3,0.1,32.1,178,0
1268,15.65,1.5,1,15.3,14.9,0.48,3,0.7,65,8,0.1
1272,1.8,1.72,15.5,12.3,13.2,0.17,1.9,1,56.1,96,0
1285,0.5,1.27,64.7,8.3,4.5,0.46,0.6,0.2,21.7,8,0
1308,3.94,1.63,3.9,15.1,11.5,0.38,4.2,3.2,61.8,25,0.3
1318,0.77,1.72,30.8,3.8,10.2,0.15,2.5,0.3,52.4,135,0
1358,94,1.5,0.4,0.4,63.2,0.17,0.7,6.6,28.7,43,0
