"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
0,17.13,1.49,6.1,15.8,23.8,0.93,8.8,9.9,33.1,0,2.5
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
6,0.04,2.02,20.1,7.2,29,0.09,3.6,10.7,28.6,184,0.8
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
11,0.25,1.62,34,13,15.1,0.18,13.1,5.7,17.8,125,1.3
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
19,0.66,1.85,23,4.3,23.3,0.13,3.6,16.9,25,170,3.9
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
24,0.96,1.73,28.7,9.3,20.9,0.18,6.3,8.3,23.9,128,2.6
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
28,1.77,1.71,34.9,5.9,18.9,0.37,9.2,3.9,26.5,38,0.7
29,1.78,1.61,39.8,5,18.5,0.23,8.6,3.6,23.8,69,0.7
31,0.04,1.85,31.5,5.4,22.7,0.1,9.4,5.3,24.5,111,1.2
33,0.3,1.87,19.3,4.6,32.4,0.09,2.8,11.1,26,178,3.8
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
35,0.97,2,18.3,12.8,18.7,0.36,11,8.4,29.2,29,1.6
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
43,8.68,1.38,2.71,30.59,5.83,0.07,14.27,0.65,45.88,37,0.07
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
50,0.99,1.29,13.26,5.08,3.62,3.26,61.65,5.73,2.96,0,7.7
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
55,0.4,1,7.55,11.94,0.32,3.5,76.66,0.16,3.35,0,0.02
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
63,0.008,1.38,9.06,9.36,0.78,2.14,76.33,0.43,3.86,0,0.18
66,1.44,1.03,11.87,25.34,1.42,2.68,42.42,0.51,18.07,0,0.37
67,2.54,1.09,8.29,27.78,1.85,0.89,38.28,0.15,23.58,12,0.07
69,12.72,1.28,2.7,8.76,32.41,0.07,8.28,5.26,41.35,38,1.24
70,8.18,1.3,6.31,35.27,1.03,1.51,42.35,0.76,13.24,0,1.04
71,5.11,1.04,1.64,31.9,0.51,0.66,47.52,0.06,18.36,14,0.01
72,2.94,1.05,1.66,27.04,0.64,0.38,57.42,0.05,13.18,26,0.01
75,39.1,1.53,1.8,9.4,35.9,0.35,1.9,5.2,45.7,10,0.1
77,42.7,1.61,1.8,8.3,36.8,0.05,0.1,6.2,46.7,84,0.1
84,0.1,1.57,19.7,15,0.2,0.04,5.1,0.1,59.9,127,0
88,12.5,1.6,2.3,10.3,28.4,0.34,5.7,20.8,24.8,48,7.7
