"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
0,17.13,1.49,6.1,15.8,23.8,0.93,8.8,9.9,33.1,0,2.5
15,5.56,1.78,4.4,9.9,28.8,0.27,7.8,13.4,33.5,25,2.2
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
36,0.51,1.82,30.9,9.5,17.2,0.23,8.7,8.3,22.3,41,3.1
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
50,0.99,1.29,13.26,5.08,3.62,3.26,61.65,5.73,2.96,0,7.7
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
58,1.77,1.33,4.54,28.55,7.78,1.67,32.82,0.37,25.9,0,0.04
60,12,1.02,3.57,34.21,0.47,0.7,48.26,0.02,13.44,17,0.03
77,42.7,1.61,1.8,8.3,36.8,0.05,0.1,6.2,46.7,84,0.1
80,30.2,1.21,2.5,22.3,0.2,0.28,5.7,0,69.3,8,0
82,13.1,1.43,1.9,17.5,0.3,0.04,4.6,0,75.7,74,0
85,19.4,1.51,2.8,11.3,28.9,1.4,6.7,18.7,26,0,5.6
86,38.5,1.51,2.9,10.6,29.7,1.23,6.1,19.9,25.6,25,5.2
93,10.5,1.38,5.4,4.1,36.4,2.05,14.2,10.9,28.5,0,0.5
97,14.3,1.54,0.4,5.8,35,1.07,2.4,2,54.4,5,0
100,31.1,1.59,1,6.4,28.4,0.26,0.5,2.3,61.4,96,0
111,3.3,1.63,7,3.9,33.3,0.14,1.6,2.4,51.8,168,0
116,0.3,1.7,16.1,2.6,11,0.1,4.5,0.5,65.1,152,0
119,14.2,1.32,1.8,14.8,10.9,1.58,7.2,1.3,62.6,0,0.1
121,6.35,1.6,2.2,14.9,12.2,0.32,3.4,3.4,63.6,13,0.3
122,3.94,1.63,3.9,15.1,11.5,0.38,4.2,3.2,61.8,25,0.3
133,56.5,1.52,0.7,6.3,21.5,0.16,1.3,0.4,69.8,10,0
134,37.1,1.57,0.9,6.2,20.3,0.06,1.1,0.4,71.1,61,0
139,88.1,1.51,3,2,51,0.1,0.6,5.1,38.1,102,0.2
144,55.2,1.47,0.9,5.3,10.3,0.1,0.3,0.6,82.6,56,0
146,64.4,1.49,0.5,4.2,11.3,0.05,0.6,0.6,82.3,142,0
149,61.1,1.34,1,4.7,14.7,0.18,0.7,1.4,77.5,25,0
160,9.2,1.65,2.4,14.5,14.5,0.36,1.5,1.6,65.5,64,0
161,12.5,1.66,6,1.7,12.5,2.15,4.1,0.9,74.5,107,0.1
163,41,1.55,0.5,2.3,35.5,0.03,0.6,5.1,55.7,8,0.3
166,21.9,1.66,5,3.1,24.1,0.5,2.8,3.9,60.8,112,0.3
