Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
1018,11.82,1.77,3,11.8,22.5,0.21,4.9,7.3,50.1,71,0.4
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
8143,18.8,1.39,17.9,11.4,23.1,0.34,6,2.7,38.6,18,0.3
10747,18.1,1.35,0.3,9.2,28.6,0.94,2.6,1.9,57.4,13,0
5315,0.19,1.9,17.6,1.1,49.5,0.03,0.9,8.6,21.9,218,0.4
120,6.13,1.46,1.8,15,14,0.74,5.3,2,61.8,8,0.1
9782,0.01,1.66,31.2,20.4,3.6,0.11,8.4,0.4,35.8,112,0.2
2961,0.18,1.71,19.6,1.7,12.5,0.1,2.1,0.7,63.4,145,0
5957,6.18,1.67,14.2,0.8,32.6,0.25,1.6,27.2,11.2,152,12.4
6546,5.11,1.53,3.2,0.5,9.5,1.05,1.3,0,85.5,170,0
16565,61.8,1.34,2,8.3,2.5,1.4,6.3,0.2,80.7,8,0
11273,69.7,1.31,0.9,0.9,63.1,1.13,5.5,8.5,21,0,0.1
16164,6.84,1.69,18,5.3,31.1,0.18,4.2,17,22.5,152,1.8
9223,38.1,1.42,1.8,3.4,4.4,0.12,1.3,0.2,88.9,58,0
7415,29.6,1.42,4.2,11.3,23.4,0.23,6.7,6.7,47.4,58,0.3
5155,19.5,1.58,4.1,0.6,62.2,0.06,4.5,8.3,19.9,79,0.4
5210,64.4,1.52,1.1,3.3,39.4,0.06,2.6,8.4,45,135,0.2
6332,31.55,0.71,2.71,9.4,10.2,7.26,19,1.2,57.3,135,0.2
5061,2.3,1.44,19.6,5.6,24.1,0.2,14.3,9.5,26,43,0.9
15070,129,1.57,0.5,0.4,47.2,0.07,0.1,11.7,39.5,66,0.6
16555,8.33,1.49,25.5,7.8,7.4,0.34,6.9,10.4,35.6,51,6.4
3080,0.33,1.73,8.9,33.6,5.2,0.11,25.6,1.9,24.6,119,0.2
3749,0.16,1.61,42.6,3.6,12.4,0.1,3.6,1,36.8,147,0
3069,24,1.65,4,5.6,38.2,0.28,10.6,13,27.6,10,1
1713,2.63,1.18,67.7,1,0.3,1.05,29.9,0,1.1,25,0
11349,0.01,1.64,25.2,34.4,0.4,0.15,26,0,14,89,0
4077,0.63,2.09,14,9.5,3.8,0.05,3.5,0.2,69,86,0
6268,0.1,1.4,47.8,18.2,0.6,0.31,27,0.2,6,30,0
6117,22.15,1.1,5.4,4,0.4,1.26,88.6,0,1.6,53,0
18252,3.11,1.68,15,2.3,29.8,0.12,2.7,3.3,46.8,183,0.1
16646,0.18,1.48,17.1,20,6.4,0.04,4.4,1.1,51,66,0
10820,28.5,1.56,1,6.9,23.3,0.28,1.6,7.2,59.1,15,0.9
3130,65.1,1.46,2.4,0.6,61,0.27,4.4,6.6,24.9,30,0.1
2640,0.55,0.03,35,5,30.7,0.55,4.2,8,16.7,74,0.4
11473,51.3,1.19,1,1.2,44.8,1.35,1.5,11.6,39.5,0,0.4
5047,0.78,1.68,14.6,11.8,16.8,0.16,25.8,5.8,24.4,15,0.8
716,0.2,1.77,18.4,13.6,20,0.04,9.1,6.2,31.9,135,0.8
545,26.9,1.33,1.9,21.4,2.7,0.57,1.9,0.6,71.4,0,0.1
17627,7.36,1.71,9,10.8,25,0.1,11.6,14,26.4,20,3.2
18044,23.7,1.51,2.4,19.5,18.3,0.09,3.5,3.3,52.9,68,0.1
17448,21.6,1.56,1.3,3,46.8,0.13,5.4,9.9,33.3,56,0.3
13758,15.8,1.46,4.1,26.1,18.7,2.68,4.3,4.4,42.1,38,0.3
16081,3.94,1.29,7.8,11,31.2,3.06,11.5,1.9,36.6,5,0
17846,12.7,1.58,0.7,20.2,1.6,0.09,4.7,0.1,72.7,99,0
1936,16.45,1.55,0.8,13.1,4.7,0.1,2.2,0.5,78.7,25,0
9276,68.4,1.41,1.5,2.6,5.8,0.15,1.6,0.3,88.2,140,0
5932,14.75,1.64,1.1,3.6,21.9,0.09,4.7,4.2,64.3,96,0.2
6744,28.9,1.45,1.7,16.3,10.9,0.13,2.4,1.1,67.6,58,0
16566,16.2,1.46,0.9,8.1,2.8,0.3,3.9,0.2,84.1,20,0
7973,0.01,1.68,29.4,5.5,21.8,0.04,3.9,18.5,14.8,142,6.1
17263,0.19,1.63,23.3,29.2,6.4,0.14,4.3,0.6,36.2,127,0
224,0.2,1.31,51.8,11.2,3.2,0.17,6.7,0.8,26.1,152,0.2
11150,15.8,1.65,1,29.4,17.2,0.1,2.5,5.6,43.2,76,1.1
11880,0.45,1.61,25.3,13.8,6.8,0.51,18.1,0.8,35.2,25,0
3758,14.8,1.29,19.5,5.6,13.2,1,42.5,1.2,18,76,0
2760,21.8,1.54,0.8,15.3,37.3,0.61,2.9,3.3,40.4,18,0
514,5.3,1.68,8.2,15.4,20.6,0.2,12.2,6.7,36,36,0.9
834,21.4,1.31,1.6,24,11.1,0.83,7.1,2.6,53.4,0,0.2
2794,16.45,0.94,9,21.6,0.8,1.67,60.1,0.2,8.2,0,0.1
14055,1.58,1.56,38.6,5,18,0.18,4.2,13.6,18.4,86,2.2
3390,6.57,1.55,3.4,2.3,31.5,2.16,3.4,3.7,55.7,15,0
171,0.3,1.49,10.1,8.5,8.3,17.16,21.8,0.9,50.3,0,0.1
2797,154.5,0.19,31,1.9,0.9,11.52,64.7,0.1,1.4,38,0
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
12723,27.6,0.99,16.5,0.4,0.2,1.95,82.5,0,0.4,28,0
14483,0.86,1.65,32.9,25.4,5.2,0.07,9.9,1,25.4,109,0.2
10340,20.4,1.57,4,7.3,4.5,0.15,2.7,0.2,81.3,76,0
7955,15.1,1.58,2.3,8.9,32.5,0.61,6.5,21.7,23.6,0,4.5
11979,94.7,1.51,0.6,5.9,44.6,0.04,2.8,4,42.1,140,0
2667,0.29,1.31,4.6,0.6,57,4.14,4.8,4.9,28,155,0.1
3200,2.76,0.7,26.8,11.7,1.4,4.96,27.9,0.3,31.9,66,0
14216,30.2,1.46,0.9,5.6,15.1,1.52,3.4,1.8,73.2,0,0
13965,1.75,1.39,45.5,17.5,3.8,0.09,8.6,1.8,22.5,46,0.3
11875,4.93,1.69,6.2,22,3,0.06,6.4,0.2,62.2,56,0
15166,10.5,1.37,5,24.8,7.2,0.41,24.8,1.8,36.3,20,0.1
2524,13.65,1.67,8,8,29.8,0.01,5.2,12.4,34.4,185,2.2
7177,48.3,1.5,2.2,3.2,38.8,0.28,1.6,1.3,52.9,51,0
6729,5.2,1.65,2.1,12,9.8,0.36,1.7,1.2,73.2,91,0
16624,25.6,1.6,2,8.2,31.7,0.24,3.9,11.4,41.4,23,1.4
6752,15.8,1.4,3.2,8.1,19.2,1.5,2.1,4.6,62.8,117,0
18232,8.68,1.4,4,13.5,22.4,1.03,2.4,4.3,52.9,66,0.4
157,25.4,1.62,1.6,7.7,15,0.13,0.6,1.6,73.4,61,0.1
6106,29.8,1.58,2.6,3.4,25.3,0.06,0.2,3,65.5,43,0
15667,1.16,1.67,8.3,9.6,29.6,0.11,3.9,2.6,46,190,0
5757,19.75,1.62,2.2,17.5,9.2,0.34,5.8,0.7,64.6,23,0
8760,7.56,1.58,0.3,40.6,6.4,0.11,3,0.3,49.4,10,0
923,10.1,1.56,1.7,24.2,4.1,0.53,5.3,0.2,64.5,66,0
16689,38.1,1.47,0.3,3.9,36.4,3.12,0.3,11.9,46.6,0,0.6
13521,0.16,1.52,14.3,11.4,6.9,0.12,2.4,0.8,64.2,168,0
10400,6.95,1.26,2.4,2.2,55.4,4.28,9.6,11.7,18.6,0,0.1
3508,0.07,1.71,32.4,5.4,7.6,0.05,5,0.6,49,175,0
14616,7.89,1.33,7.3,5.3,32.7,0.71,8.2,8.6,36.2,23,1.7
11306,0.02,1.73,20.9,10.6,12.2,0.02,37.5,6.2,11.8,170,0.8
12387,0.82,1.65,11.4,10.2,12.8,0.23,18.2,1.2,46.2,69,0
14553,0.14,1.73,20.6,10.9,11.1,0.13,2.3,0.6,54.5,137,0
14876,0.4,1.83,25.4,3.8,26.1,0.08,21.3,4.3,19,66,0.1
5891,100.8,1.39,1.8,0.8,47.9,0.13,2.7,1.3,45.5,68,0
5127,59.2,1.5,1.8,0.6,53.5,0.11,4.8,21.7,15.6,76,2
16097,2.96,1.71,22.6,0.7,45.5,0.08,3.9,12,15,170,0.3
5998,4.85,1.86,1.6,5.5,45.6,0.99,8,3.1,36.2,150,0
15550,46.9,1.42,3.4,6.4,15.4,0.55,3.4,0.7,70.7,20,0
1395,0.42,1.57,14.3,26.8,7.6,0.13,9.3,2.4,38,152,1.6
14902,2.22,1.62,16.6,11.7,29.7,2.59,5.4,3.8,32.8,91,0
4872,3.26,1.25,28.1,8.1,4.8,0.62,12.8,4.7,39.5,33,2
13271,11.6,1.67,13.4,6.8,22.2,0.1,7.8,17.6,28.4,84,3.8
2795,10.18,0.98,15.3,41.1,1.8,0.76,26.5,0.3,15,23,0
16124,7.89,1.44,7.1,1.4,47.2,2.52,6.5,14.8,22.4,79,0.6
8015,10.5,1.72,12.8,8.2,24.2,0.07,6.4,21.1,20.6,81,6.7
2310,92,0.94,23.1,23.6,5.5,3.68,12.1,0.6,35.1,0,0
8451,122,1.09,1.3,7.3,39.3,3.32,0,2.6,49.4,0,0.1
6368,6.36,1.56,10.3,8.2,13,0.11,3.7,0.6,64.2,99,0
16425,12.3,1.65,2.2,19.2,17.8,0.13,5.6,5,49.9,43,0.3
197,2.5,1.42,7.7,17.5,4.6,1.95,9.5,0.5,60.2,51,0
3794,51.9,1.38,1.3,2.9,4,0.41,2.6,0.1,89.1,84,0
13981,5.26,1.61,15.2,13.1,22.3,0.05,6.7,9.9,31.3,117,1.5
16080,0.23,1.71,16.2,20.2,12.2,0.21,3.3,0.5,47.6,196,0
2375,0.41,1.71,17.9,19.8,15.4,0.05,3.9,2,41,127,0
14360,36.8,1.54,1,14.8,27.8,0.04,2,4,50.2,147,0.2
