Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
4892,0.05,1.49,23.9,21.5,4.5,0.25,9.6,0.4,40.1,102,0
6820,24.3,1.63,0.5,14.9,22.8,0.15,2.5,3.9,55.1,53,0.3
3424,105.1,0.75,19.6,2.8,21,8.48,16.4,3,37,0,0.2
9506,2.23,0.61,26.8,11.7,1.4,4.96,27.9,0.3,31.9,66,0
14441,1.59,1.66,17.5,22.3,8.4,0.12,4.6,2.1,44.9,107,0.2
7073,64.65,1.41,0.7,2.2,5.5,0.1,0.8,0.2,90.6,56,0
88,12.5,1.6,2.3,10.3,28.4,0.34,5.7,20.8,24.8,48,7.7
1715,0.04,1.23,63,2.9,0.7,0.71,28.9,0.2,1.9,64,0
15874,73.6,1.51,1.7,3.4,52.4,0.2,1.8,4.6,36.1,25,0
4055,99.1,1.01,2.6,1,13.4,1.79,5.5,1.4,76.1,0,0
9285,680,0.94,2,8.6,6.5,5.34,4.4,0.4,78.1,0,0
455,24.9,1.42,5.2,7.2,38.5,2.25,3.5,3.5,42,0,0.1
10429,6.57,1.86,6.1,3.3,53.1,1.4,4.5,5.5,27.5,74,0
5343,0.04,1.66,20.1,10.7,23.3,0.06,5.7,2.7,37.4,211,0.1
3577,26.95,1.62,1.2,17.2,33.3,3.61,1.4,2.7,44.1,193,0.1
5700,57.2,1.62,1.4,5.4,28.9,0.17,1.8,9.9,51.4,86,1.2
5064,15.3,1.61,25.8,0.1,18.7,0.09,8.2,24.6,15.3,145,7.3
72,2.94,1.05,1.66,27.04,0.64,0.38,57.42,0.05,13.18,26,0.01
5954,38.8,1.67,1.4,0.6,36,0.06,1.8,31,11.6,96,17.6
7289,53.25,1.63,2.8,5,41.9,0.18,6.1,16.7,26,48,1.5
5102,0.02,1.17,58.9,11.2,1.3,0.52,17.6,1,9.6,15,0.4
441,3.4,1.35,7.9,18,12.1,1.78,21,3.5,37.2,0,0.3
6218,16.9,1.68,4.8,10.8,30.4,0.18,11,14.8,27,15,1.2
9324,0.18,1.57,26,41.6,0.2,0.07,8.6,0,23.6,135,0
4629,18.4,1.63,1.2,5.9,24.7,1.73,5.4,7.1,54.4,76,1.3
4989,17.75,1.64,0.8,29,19.7,0.11,1.2,8,39.7,112,1.6
848,107.5,0.03,0.8,0.2,65.7,0.13,0.3,4.1,28.8,99,0.1
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
10897,26.3,2.21,4.8,17.2,16.4,0.66,7.9,5.1,47.8,15,0.8
5958,4.47,1.38,0.8,14.1,19.7,1.99,20.9,7.7,35.8,0,1
1085,15.9,1.11,30.6,4.8,19.6,3.26,11.4,4.2,29.2,41,0.2
3889,0.8,1.64,20.8,56.4,5,0.04,5,0.8,12,157,0
3447,10.3,1.64,0.3,1.9,26.6,0.06,1.2,3.3,66.6,18,0.1
7760,22.4,1.39,0.8,31.1,3.8,0.71,2.2,0.1,62,0,0
50,0.99,1.29,13.26,5.08,3.62,3.26,61.65,5.73,2.96,0,7.7
6118,1.32,0.97,4.2,9.4,0.6,1.63,83.4,0,2.4,71,0
5078,0.09,1.6,26.3,0.7,16.3,0.06,1.3,1.4,54,102,0
7725,28.9,1.33,1.7,11.9,13.3,0.1,2.4,0.9,69.8,76,0
2753,7.03,1.19,8.2,5.6,34,4.37,0.3,7.2,44.5,8,0.2
1443,10.85,1.63,4,2.7,49.6,0.93,3.8,2.7,37.2,142,0
5155,19.5,1.58,4.1,0.6,62.2,0.06,4.5,8.3,19.9,79,0.4
2555,0.12,1.58,64.8,10,6,0.04,5.2,1,13,193,0
3758,14.8,1.29,19.5,5.6,13.2,1,42.5,1.2,18,76,0
5562,0.68,1.75,12.6,4,39.1,0.06,2.3,3.7,39.3,147,0
4621,25.2,1.41,4.1,6.7,21.4,2.17,4.5,6.9,55.7,51,0.7
3529,0.41,1.71,30.7,8.8,8.8,0.09,2.1,0.4,49.2,81,0
6153,2.47,1.75,13.2,10.4,24.4,0.04,9.4,12.4,28.4,86,1.8
