Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
9617,0.3,1.58,13.5,11.8,2,0.31,4.7,0.1,67.9,64,0
14809,0.999,1.28,22.6,7.1,31.4,1.01,7.1,4.3,27.4,73,0.1
2792,4.28,1.31,8.7,17.7,0.7,2.26,69,0.4,3.5,0,0
123,2.37,1.53,24.4,11.4,9.5,1.03,5.8,2.3,46.4,33,0.2
11316,36.2,1.52,2.5,4.9,21.4,0.27,6.9,25.2,31,15,8.1
1070,0.01,1.75,15.9,28.6,9.9,0.21,4,1.5,40,155,0.1
8857,27.6,1.62,5.3,9.8,32,0.12,8.2,5.6,38.6,127,0.5
2125,0.44,1.64,4.6,6.7,41.8,3.34,3.6,5.3,38,91,0
6047,0.3,1.66,0.9,3.8,42.8,0.11,2.9,7.2,42.2,38,0.2
14710,0.2,1.69,19.5,15.2,18,0.1,5.4,5.2,36.2,145,0.5
7675,0.41,1.24,51.8,11.2,3.2,0.17,6.7,0.8,26.1,152,0.2
3192,9.2,1.43,3.6,10.1,9.6,2.34,5.8,0.8,70.1,56,0
15535,35.9,1.58,2.2,5.1,18.3,0.2,1.7,1.1,71.6,112,0
12631,12.4,1.61,0.5,34.4,11.7,0.18,1.9,1.5,50,38,0
6202,3.86,1.83,6.2,10.6,24.8,0.2,13.4,9.6,33.6,117,1.8
11256,36.8,1.59,1.1,1.6,49.4,0.06,4.1,15.1,27.1,79,1.6
17562,78.9,1.46,2.3,6.2,40,0.31,3.1,6.7,41.6,96,0.1
3228,7.57,1.2,5.9,5.3,11,2.54,3.4,0.5,73.9,56,0
784,5.4,1.62,8.4,11.2,26.5,0.14,3.1,3,47.7,152,0.1
13090,6.84,1.51,14.7,4.8,15.8,0.16,14.5,13,33.4,122,3.8
7296,26.7,1.67,4,7.9,30.9,0.09,5.6,9,41.7,76,0.9
9051,13.1,1.39,5.2,7.2,38.5,2.25,3.5,3.5,42,0,0.1
14575,11.4,1.56,13.6,10.7,15.3,0.37,5.6,1.5,53.3,28,0
3243,12.81,0.57,3.3,13.1,2.5,7.94,21.7,0.1,59.3,5,0
13008,25.4,1.15,4.8,8.1,6.6,4.54,1.8,0.4,78.2,0,0
15475,0.02,1.69,33.3,6.6,8.6,0.14,4.3,0.6,46.6,122,0
17139,0.56,1.72,33.3,27.5,3.3,0.06,1.6,0.4,33.9,185,0
4927,20.4,1.2,2.6,25.8,7,3.06,5.6,1,58,0,0
1052,13.4,1.52,1.3,8.3,22.5,0.99,8.4,3.5,54.2,0,1.8
1589,15.9,1.63,3.9,11,27.6,0.18,9.3,19.3,23.9,58,5
2564,0.88,1.75,3.4,19.2,18.2,0.86,9.2,4.4,45.4,41,0.2
18288,5.26,1.39,2.5,10,2.7,6.76,6.9,0.2,77.7,0,0
11787,0.1,1.78,26.6,5.3,32,0.05,7.1,5.5,23.4,157,0.1
6564,0.7,1.52,6,19.7,3.1,0.47,17.9,0.3,53,15,0
18286,6.79,1.48,3,21.5,0.4,0.12,7,0.1,68,36,0
10396,104,1.5,0.6,1.7,66.6,0.31,1.8,13.3,15.7,18,0.3
