"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
0,17.13,1.49,6.1,15.8,23.8,0.93,8.8,9.9,33.1,0,2.5
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
3,0.39,1.7,36.8,10.7,15.7,0.2,5.4,7.6,21.1,76,2.7
4,0.18,1.9,27.4,14.5,17.2,0.13,5.7,7.7,25.7,129,1.8
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
10,0.48,1.56,43.1,10.8,11.4,0.17,13,4.4,15.9,104,1.4
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
13,0.13,1.74,30.3,7.7,22,0.15,13.8,5.7,19.2,180,1.3
14,31.02,1.37,4.1,10.9,28.3,1.02,8.6,11,35.4,0,1.7
16,7.03,1.8,7.6,10.2,25.8,0.14,7,12.6,34.2,65,2.6
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
18,0.46,1.81,26.2,5.8,21.7,0.14,2.9,13.3,26.6,136,3.5
21,10.19,1.59,6,17.6,21.4,0.22,8.9,3.8,41.2,33,1.1
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
29,1.78,1.61,39.8,5,18.5,0.23,8.6,3.6,23.8,69,0.7
30,0.13,1.74,36.9,5.9,19,0.26,9.2,3.6,24.4,88,1
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
33,0.3,1.87,19.3,4.6,32.4,0.09,2.8,11.1,26,178,3.8
35,0.97,2,18.3,12.8,18.7,0.36,11,8.4,29.2,29,1.6
39,0.34,1.7,37.7,11.6,13.2,0.11,12,5.7,18.5,138,1.3
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
41,16.76,1.3,2.85,8.63,21.57,0.02,8.42,0.48,58.05,34,0
42,9.77,1.5,1.74,21.13,16.02,0.5,3.7,3.81,53.22,24,0.38
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
50,0.99,1.29,13.26,5.08,3.62,3.26,61.65,5.73,2.96,0,7.7
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
56,2.84,0.93,6.19,5.03,0.12,1.22,87.95,0.03,0.68,14,0
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
58,1.77,1.33,4.54,28.55,7.78,1.67,32.82,0.37,25.9,0,0.04
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
62,3.91,1.18,4.62,27.26,0.37,0.35,55.88,0.05,11.8,28,0.02
63,0.008,1.38,9.06,9.36,0.78,2.14,76.33,0.43,3.86,0,0.18
66,1.44,1.03,11.87,25.34,1.42,2.68,42.42,0.51,18.07,0,0.37
68,6.64,1.11,6.45,26.98,1.65,0.51,45.28,0.09,19.45,24,0.1
69,12.72,1.28,2.7,8.76,32.41,0.07,8.28,5.26,41.35,38,1.24
70,8.18,1.3,6.31,35.27,1.03,1.51,42.35,0.76,13.24,0,1.04
75,39.1,1.53,1.8,9.4,35.9,0.35,1.9,5.2,45.7,10,0.1
