"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
10,0.48,1.56,43.1,10.8,11.4,0.17,13,4.4,15.9,104,1.4
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
24,0.96,1.73,28.7,9.3,20.9,0.18,6.3,8.3,23.9,128,2.6
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
58,1.77,1.33,4.54,28.55,7.78,1.67,32.82,0.37,25.9,0,0.04
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
121,6.35,1.6,2.2,14.9,12.2,0.32,3.4,3.4,63.6,13,0.3
127,25.9,1.55,2.5,11,14.4,0.11,1.7,0.6,69.8,36,0
160,9.2,1.65,2.4,14.5,14.5,0.36,1.5,1.6,65.5,64,0
172,1.4,1.64,8.7,7.8,13.2,5.7,11.7,2.3,56,8,0.3
175,1,1.64,3.3,5.8,26.6,0.17,2.8,2.6,58.8,28,0.1
200,1,1.57,26.4,13.5,4.2,0.5,3.9,0.3,51.7,86,0
202,105,1.43,1.8,2.3,63.8,0.8,1.3,15.4,15.1,0,0.3
204,30.2,1.67,0.7,9.2,49.9,0.1,1.2,11.6,26.9,46,0.5
219,21.3,1.42,0.9,10.2,16.5,0.11,2.3,0.8,69.3,23,0
230,13.2,1.46,4.1,14.8,13.1,0.82,4.1,1,62.9,79,0
253,23,1.54,3.5,21.2,15.5,0.02,4.5,3.4,51.7,99,0.2
297,4.4,1.5,2.9,24.8,6.4,1.17,4.2,1.1,60.6,76,0
315,27.6,1.48,1.1,1.6,11.5,0.36,1.8,0.8,83.2,25,0
361,2.1,1.5,17.2,22.9,2,0.08,17.3,0.8,39.6,68,0.2
378,51.6,1.34,2.8,6.5,27.7,0.54,6.5,2.6,53.8,180,0.1
380,140.5,1.43,1.6,1.4,70.5,0.4,4.8,6.5,15.1,10,0.1
393,30.9,1.44,7.2,15.9,14.1,0.21,5.5,1.9,55.3,53,0.1
407,2.4,1.6,7,10,11,0.01,2.4,0.5,69.1,147,0
416,19.5,1.62,1.4,6.2,45.7,0.29,0.7,4.9,41,10,0.1
422,1.4,1.62,16.8,13.1,19.7,0.21,8.3,1.3,40.8,71,0
441,3.4,1.35,7.9,18,12.1,1.78,21,3.5,37.2,0,0.3
442,0.6,1.53,9.4,14.9,13.6,0.68,20.6,4.3,36.7,10,0.5
457,0.4,1.65,23.3,4,26.8,0.21,19.7,2.6,23.6,56,0
472,42.7,1.3,1.1,17,0.8,0.18,2.7,0,78.4,28,0
479,87.4,1.45,2,2.3,43.5,0.06,1.5,20.3,28.9,104,1.5
489,143,1.45,3,0.2,70.2,0.3,3.3,3.5,19.8,41,0
549,1.3,1.67,14.4,35.4,2.4,0,4.4,0.4,43,150,0
573,19,1.58,0.7,17.3,13.6,0.05,2.1,1.3,65,61,0
579,1.1,1.64,3.4,9.1,0.2,0.05,1.1,0,86.2,132,0
614,8.8,1.58,18.3,4,22,0.07,3.8,9.8,41.1,86,1
631,30.9,1.44,0.7,3.6,46.1,1.19,2.2,7.9,39.2,0,0.3
649,0.7,1.71,12.4,4.3,3.5,0.1,2.2,0.2,77.4,142,0
652,0.4,1.76,9.5,17.3,18.6,0.19,13.9,9,30.6,36,1.1
686,27,1.42,13.6,8.3,21.9,2.48,11,5,39.3,0,0.3
695,35.5,1.52,1.6,14.2,28,0.08,1.9,4.2,49.9,112,0.2
704,1.1,1.75,12.7,10.3,28.4,0.05,4,2.8,41.7,152,0.1
714,3.3,1.68,17.8,13.4,18.5,0.13,13.6,5.5,30.6,48,0.6
740,72.3,1.62,0.4,2.2,64.5,0.16,0.9,14.3,17,30,0.7
758,7,1.29,3.1,14.3,18.3,1.08,6.8,2.3,55.1,0,0.1
811,49.9,1.56,0.4,2,2.4,0.06,0.3,0,94.9,71,0
818,28.3,1.54,0.4,12.7,2.6,0.09,1,0.1,83.2,43,0
831,2.3,0.66,6.2,1.4,42,7.96,19.2,5,26,64,0.2
841,4.5,1.65,2.4,23.4,11.8,0.4,8.5,3,50.6,99,0.3
862,0.6,1.71,13.7,10.6,0.3,0.23,8.2,0.1,67.1,66,0
877,51.6,1.17,2.6,7.1,46.9,3.46,4.8,5,33.5,0,0.1
882,2.7,1.7,11.9,5,43.6,0.25,2.8,5,31.7,81,0
954,0.5,1.38,20.5,5.5,37.7,0.07,4.9,5.4,25.9,38,0.1
957,50,1.52,0.6,0.4,65.9,0.09,0.8,10.8,21.5,1,0
960,1,1.71,9.8,1.1,51.3,0.14,2.3,14.4,20.7,48,0.4
974,2,1.51,21.1,10.5,31.3,0.07,11.2,8.4,16.5,122,1.1
976,18.7,1.1,6.3,12.5,31.5,5.62,8,2.3,39.2,0,0.2
982,1.3,1.63,12.7,13.4,29,0.08,3.9,2,39,84,0
1007,52.6,1.55,3.7,5.3,30.3,0.06,1.6,4.4,54.5,102,0.2
1015,17.55,1.45,2.5,23.9,14.9,0.33,5.4,1.1,52.2,25,0
1019,9.2,1.59,3,22.8,15.1,0.29,5.5,1.5,52.1,76,0
1043,0.6,1.57,17.8,19.6,14.1,0.66,4.1,3.1,41.3,33,0
1047,0.22,1.66,12.9,22.7,11.8,0.21,5.2,2.2,45.1,142,0.1
1054,31.56,1.49,1.4,18.8,20.9,0.24,1.7,2.4,54.8,61,0
1059,18.4,1.57,0.4,17.2,30.2,0.06,1.9,3.1,47,28,0.2
1066,9.59,1.63,0,44.8,10.4,0.03,2.9,1.1,40.7,48,0.1
1067,1.92,1.68,1.2,44.2,10.9,0.65,5.8,1.1,36.8,86,0
1072,85.2,1.48,0.4,2.8,58.2,0.28,1.2,3.9,33.5,0,0
1091,0.05,1.69,19.2,2.9,19,0.2,2.1,2.4,54.4,94,0
1104,43.4,1.55,0.4,4.3,25.3,0.03,0.5,2.3,67.2,97,0
1117,0.04,1.88,8.3,6.4,6,0.07,42.1,3.8,31.2,142,2.2
1158,102,0.97,1.53,5.44,40,2.17,0.5,7.8,44.6,0,0.2
1179,31.85,1.52,1.4,8.2,21.3,0.34,1.6,0.9,66.6,10,0
1196,24.55,1.43,0.6,10.7,21.2,0.38,2.2,2.5,62.8,0,0
1222,14.9,1.49,3.7,12,12.6,1.43,6.1,0.6,65,0,0
1245,15.77,1.47,2.2,11.7,10.6,1.98,4.5,0.6,70.4,0,0
1248,21.25,1.57,3.7,12,11,0.86,1.7,0.9,70.7,68,0
1279,9.55,1.35,6.7,9,15.6,1.14,3.6,0.8,64.3,41,0
1298,37.15,1.58,0.9,6.2,20.3,0.06,1.1,0.4,71.1,63,0
