Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
5090,11.52,1.47,2.9,2.6,37.5,0.73,14.3,13,28.5,15,1.2
6346,0.22,1.83,19.6,4.6,36.7,0.23,0.3,9,29.7,147,0.1
3895,63.75,1.37,0.9,2.1,12.5,0.27,0.8,0.5,83.2,10,0
14088,0.66,1.44,38.9,11.4,5.8,0.24,15.5,1,27.2,36,0.2
4494,0.63,1.64,24.6,8.4,9,0.08,18.2,7.8,22.6,152,9.4
464,1.4,1.23,52.3,4.8,11.6,0.08,15.7,1.6,14,185,0
7161,45.2,1.61,2,4.2,32.9,0.16,1.6,5.3,53.9,43,0.1
3859,0.32,1.55,22.2,5.1,12.2,0.24,7.9,2.6,49.9,43,0.1
460,1.4,1.15,54.4,4.8,10,0.4,16.4,1.2,13.2,71,0
2523,5.39,1.73,9.9,8.8,28,0.01,4.7,10.8,35.6,157,2.2
14628,0.2,1.4,67.9,6.4,7,0.16,5.9,1.8,10.8,61,0.2
5278,10.03,1.67,1.8,21.4,16.8,0.16,4.6,1.5,53.9,81,0
7127,30.9,1.7,1.4,3.8,29.3,0.23,2.4,17,38.9,66,7.2
15816,1.73,1.3,10.2,6.1,3.1,3.2,2.7,0.1,77.8,43,0
4303,59.2,1.68,0.2,1.6,68.9,0.08,0.1,13.3,15.9,74,0
2342,0.39,1.85,13.6,20.4,10.4,0.08,8.6,2.6,44.2,140,0.2
566,12.2,1.75,1.4,10.2,40.7,0.03,2.9,7,37.7,38,0.1
5954,38.8,1.67,1.4,0.6,36,0.06,1.8,31,11.6,96,17.6
2625,6.14,1.61,7.2,19.2,8.8,0.29,12.2,2.3,50.1,18,0.2
15610,20.4,1.58,0.7,17.5,24.9,0.43,4.9,1.5,50.5,13,0
505,113.1,1.28,0.5,1.2,55.9,0.7,2.7,17.2,22.2,8,0.3
1175,9.01,1.68,3,3.8,21.3,0.11,0.2,2.8,68.8,68,0.1
1474,1.2,1.65,23.2,25,7.8,0.02,6.4,4.5,31.6,137,1.5
5064,15.3,1.61,25.8,0.1,18.7,0.09,8.2,24.6,15.3,145,7.3
6720,19.7,0.98,16.5,0.4,0.2,1.95,82.5,0,0.4,28,0
