,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
15251,1.22,1.79,23.4,2.6,18.1,0.09,6.4,23.5,12.2,150.0,13.8
10280,11.4,1.4,3.9,4.6,3.3,2.42,9.3,3.3,61.2,56.0,0.0
7014,3.69,1.6,1.5,9.4,5.5,1.85,1.5,0.4,81.7,137.0,0.0
6435,29.9,1.58,0.7,6.3,16.2,0.04,0.9,0.6,75.3,183.0,0.0
828,14.7,1.37,3.6,16.0,19.2,1.46,9.1,5.6,45.8,13.0,0.7
9979,4.11,1.57,1.3,13.8,14.8,0.47,4.3,0.6,65.2,48.0,0.0
6870,54.2,1.43,0.3,2.9,0.8,0.68,0.4,0.0,95.6,160.0,0.0
5076,0.91,1.65,14.9,2.5,19.1,0.06,5.6,5.9,51.3,66.0,0.7
7982,4.47,1.63,16.3,14.7,14.4,0.05,9.7,14.0,22.9,56.0,8.0
3320,13.27,0.69,5.7,13.1,2.0,3.28,5.9,0.1,73.2,0.0,0.0
6695,6.79,1.61,1.3,5.6,17.0,1.07,8.7,1.1,66.3,165.0,0.0
13232,0.14,1.66,10.6,7.8,24.5,0.35,4.8,1.7,50.6,89.0,0.0
4116,14.05,1.42,1.2,3.2,3.1,1.42,3.6,0.2,88.7,0.0,0.0
1485,0.79,1.48,14.9,12.4,6.1,0.68,3.1,3.4,57.3,51.0,2.8
3852,23.05,1.41,2.0,3.3,5.3,0.75,2.6,0.1,86.7,81.0,0.0
9002,6.57,1.61,4.7,0.3,61.4,1.66,4.0,5.6,23.8,157.0,0.2
17945,10.1,1.41,3.3,16.6,2.7,1.35,6.0,0.1,71.3,58.0,0.0
910,1.3,1.49,6.0,8.0,27.3,2.45,10.9,2.9,44.8,36.0,0.1
15455,36.8,1.48,1.6,1.7,24.0,0.71,1.2,1.4,70.1,0.0,0.0
7424,24.3,1.37,0.4,18.5,14.3,0.59,1.9,1.4,63.5,13.0,0.0
10146,51.3,1.41,0.1,2.1,8.5,0.12,1.8,0.2,87.3,20.0,0.0
8671,2.12,1.45,49.0,7.4,11.8,0.63,8.9,3.6,18.8,18.0,0.4
8325,1.1,1.19,34.4,19.7,2.0,3.53,33.4,0.4,10.1,23.0,0.0
7998,1.18,1.59,0.8,16.4,1.5,1.35,3.4,0.1,77.8,89.0,0.0
7492,0.05,1.75,15.4,4.5,20.3,0.14,2.0,3.5,54.2,58.0,0.1
10222,86.8,1.32,1.8,3.6,3.5,0.3,1.3,0.1,89.7,13.0,0.0
6225,19.95,1.66,6.1,19.8,18.4,0.06,11.3,6.6,36.6,58.0,1.2
12412,28.0,1.6,1.0,8.9,16.2,0.08,1.2,0.8,71.9,56.0,0.0
4636,36.15,1.68,1.0,6.3,21.0,0.06,0.8,5.2,66.5,127.0,0.2
16320,61.8,1.45,3.3,7.8,25.8,1.09,1.8,2.9,58.4,0.0,0.0
4063,47.3,1.53,2.0,1.9,2.3,0.17,13.6,2.5,77.7,81.0,0.0
4868,3.63,1.49,14.7,6.0,8.2,0.19,6.7,3.2,60.2,81.0,1.0
6789,21.25,1.53,0.4,12.8,12.4,0.18,1.7,3.1,69.6,15.0,0.0
222,6.2,1.54,10.4,9.3,13.8,0.36,3.1,0.9,62.5,89.0,0.0
17271,21.0,1.44,1.2,20.6,9.6,0.12,2.7,0.7,65.2,28.0,0.0
16287,18.0,1.58,1.0,7.7,33.0,0.22,2.2,2.6,53.4,30.0,0.1
13964,2.19,1.46,26.4,12.5,17.0,0.29,10.3,8.2,23.9,30.0,1.7
11188,1.97,1.65,19.9,4.8,29.2,0.12,9.3,18.4,17.0,147.0,1.4
