"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
91,0.05,1.77,29.4,5.5,21.8,0.09,3.9,18.5,14.8,142,6.1
151,53.9,1.47,0.7,4.3,15.1,0.04,0.9,1.4,77.6,132,0
153,43.8,1.26,2.9,7.8,18.8,2.22,4.7,1.8,63.9,0,0.1
167,21.9,1.66,5,3.1,24.1,0.5,2.8,3.9,60.8,112,0.3
171,0.3,1.49,10.1,8.5,8.3,17.16,21.8,0.9,50.3,0,0.1
195,12.5,1.42,1,18.2,5.7,0.21,6.5,0.4,68.2,18,0
211,18.1,1.61,0.5,29.9,17.6,0.9,2.5,4,45.4,28,0.1
239,1.8,1.69,34.3,10.7,1.1,0.17,44.8,0.5,8.5,15,0.1
267,21.7,1.58,0.5,10.9,11.6,0.09,0.9,4.2,71.8,20,0.1
297,4.4,1.5,2.9,24.8,6.4,1.17,4.2,1.1,60.6,76,0
315,27.6,1.48,1.1,1.6,11.5,0.36,1.8,0.8,83.2,25,0
318,25,1.44,1.8,0.9,10.5,0.39,3.8,1.4,81.6,140,0
335,8.9,1.69,13.5,4.5,31.7,0.06,3.3,2.9,44.1,150,0
345,24.1,1.68,2.6,5.5,40.8,0.08,2.3,7.3,41.3,25,0.2
358,22.3,1.55,0.7,25.7,3.7,0.27,2.7,0.1,67,10,0.1
371,4.6,1.67,22.9,0.8,38.4,0.09,4.8,6.3,26.5,150,0.3
387,57.1,1.37,0,1.3,0.8,0.04,2.9,0,95,15,0
406,2,1.62,13.4,8.8,14.1,0.04,3.6,3.9,55.8,99,0.4
413,18.7,1.61,2.4,9.2,17.9,0.16,3,1.9,65.6,5,0
432,2.8,1.52,10.6,6.7,13.7,1.37,5.9,1,62.1,178,0
444,0.8,1.64,19.4,9.5,3.8,0.04,4.5,0.4,62.4,109,0
448,106.9,1.43,0.4,0.9,59.3,0.16,0.4,11,27.8,56,0.2
455,24.9,1.42,5.2,7.2,38.5,2.25,3.5,3.5,42,0,0.1
462,0.6,1.28,44.5,6.4,12,0.24,17.1,1.6,18.4,130,0
487,57.8,1.49,0.7,5.3,43.7,0,0.4,8.6,40.9,160,0.4
496,51.9,1.57,2.9,5.6,47.2,0.01,3.2,8.5,32.3,81,0.3
516,0.9,1.79,15.2,14.5,19.5,0.04,11.8,7.3,30.4,71,1.4
521,31.5,1.38,7.8,13.3,20.4,0.11,7.8,6.1,44,48,0.6
557,8.3,1.57,4.8,1.3,6.5,0.6,1.8,0.3,85.3,157,0
574,106.5,0.62,19.5,3.4,6.4,8.65,10.7,0.5,59.5,0,0
581,9.4,1.39,17.7,10.5,26.8,0.69,6.5,2.8,35.6,20,0.1
589,11.7,1.63,3.6,6.5,37.5,0.95,5.1,4.2,43,46,0.1
590,11.6,1.61,3.3,6.1,38.1,0.68,4.6,4.8,43,68,0.1
606,0.4,1.69,14.2,7.7,29.1,0.09,6.3,4.3,38.3,76,0.1
610,16.7,1.37,3.8,7.1,16.6,0.54,9.6,6.2,56.2,10,0.5
636,0.2,1.83,15.8,3.4,34.4,0.23,0.9,5.2,39.9,130,0.4
679,5.8,1.32,72.4,3.4,0.6,0.08,20,0.2,3.4,162,0
693,33.5,1.53,2.2,14.3,29,0.39,2.4,3.9,48,25,0.2
694,34.2,1.58,2.4,14.5,27.8,0.36,1.9,3.7,49.5,71,0.2
696,33.5,1.51,1,14.8,27.8,0.04,2,4,50.2,147,0.2
700,0.3,1.55,22.8,10.4,21.5,0.27,7.1,2.3,35.8,30,0.1
713,11.6,1.58,12.9,13.8,17,0.14,13.3,4.2,38.5,41,0.4
735,8.8,1.65,5.5,0.7,62.1,0.22,0.9,5.5,25.3,157,0
748,14.4,1.7,2.3,3.7,46.2,0.06,0.8,5.1,41.8,38,0.1
792,7,1.7,1.1,24.3,3.3,0.15,2.7,0.1,68.4,91,0.1
835,14.4,1.44,0.7,26.4,11.3,0,6.7,3,51.7,15,0.2
874,1.1,1.66,17.8,22.2,6,0.12,3.9,1.1,48.9,112,0.1
923,10.1,1.56,1.7,24.2,4.1,0.53,5.3,0.2,64.5,66,0
931,29.5,1.63,0.5,2.1,53.7,0.14,0.7,7.8,35,91,0.2
961,1.5,1.78,12.9,1.4,44.3,0.14,8.5,13.9,17.6,64,1.4
1010,36.2,1.52,9.6,6.1,26.5,0.06,0.8,4.8,52,163,0.2
1060,13.2,1.61,0.8,16.8,32.4,0.04,2.4,3.1,44.4,53,0.1
