"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
7,6.25,1.53,9,10.8,25.4,1.12,12.1,13.9,24.5,0,4.3
10,0.48,1.56,43.1,10.8,11.4,0.17,13,4.4,15.9,104,1.4
15,5.56,1.78,4.4,9.9,28.8,0.27,7.8,13.4,33.5,25,2.2
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
22,10.79,1.59,10.9,12.8,24.6,0.19,7.4,7.1,35.7,90,1.5
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
33,0.3,1.87,19.3,4.6,32.4,0.09,2.8,11.1,26,178,3.8
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
41,16.76,1.3,2.85,8.63,21.57,0.02,8.42,0.48,58.05,34,0
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
71,5.11,1.04,1.64,31.9,0.51,0.66,47.52,0.06,18.36,14,0.01
72,2.94,1.05,1.66,27.04,0.64,0.38,57.42,0.05,13.18,26,0.01
79,32.9,1.1,2.8,21.4,0.3,1.29,7.3,0.1,68.1,0,0
83,14.5,1.25,2.3,17.7,0.2,0.01,4.8,0,75,99,0
90,1,1.74,8.4,9.1,26,0.07,6.7,20.3,21.1,135,8.4
97,14.3,1.54,0.4,5.8,35,1.07,2.4,2,54.4,5,0
101,0.2,1.25,6.4,5.1,25.5,4.72,8.1,2.1,52.8,104,0
103,59.4,1.41,0.2,4,45.1,0.45,1.4,2.6,46.7,10,0
121,6.35,1.6,2.2,14.9,12.2,0.32,3.4,3.4,63.6,13,0.3
122,3.94,1.63,3.9,15.1,11.5,0.38,4.2,3.2,61.8,25,0.3
124,1.27,1.52,19.5,12,10.6,0.51,4.8,3,49.8,38,0.3
132,78.8,1.29,0.9,6.3,25.7,0.72,1.8,0.5,64.8,0,0
135,43.4,1.56,0.8,5.9,22.8,0.04,0.7,0.5,69.3,165,0
136,93.3,1.49,1.9,1.8,53.93,0.6,1.8,5.4,35.1,0,0.1
141,36.2,1.43,1.5,5.4,10.2,0.72,1.3,0.5,81.1,0,0
142,56.5,1.42,1,5.6,9.7,0.32,1.1,0.5,82.1,10,0
152,53.9,1.47,0.6,4.7,12.4,0.05,0.6,0.8,80.9,198,0
162,71,1.46,0.7,1,41.7,0.67,2,5.1,49.3,0,0.2
166,21.9,1.66,5,3.1,24.1,0.5,2.8,3.9,60.8,112,0.3
174,9.47,1.67,0.7,5.1,29.6,0.26,1.1,2.5,61,5,0
181,24.4,1.55,0.4,15.3,2.6,0.04,1.4,0.1,80.2,20,0
187,161,1.54,0.2,0.2,73.1,0.12,0.4,8.9,17,20,0.2
189,140,1.47,1,0.5,68.6,0.26,1,7.9,20.9,53,0.1
199,4.2,1.51,4.3,18.5,5,0.77,7.1,0.5,64.5,74,0.1
201,0.3,1.74,26.5,12.6,2.7,0.18,3.4,0.2,54.6,124,0
203,32.9,1.62,0.7,6.9,54.8,0.26,1.6,11.3,24.3,15,0.4
215,3,1.55,20.8,26.9,15.6,2.29,1.1,3,32.3,94,0.3
217,10.7,1.37,2,7.8,17.5,1.93,4.9,0.6,67.2,0,0
220,9.5,1.34,6.7,9,15.6,1.14,3.6,0.8,64.3,41,0
221,34.6,1.48,5.2,9.4,15.9,0.66,3.4,0.9,65.1,64,0.1
229,5.1,1.55,4.8,15.1,12.9,1.46,4.4,0.9,61.8,71,0.1
234,0.6,1.73,25.4,10.6,10.8,0.04,0.9,0.7,51.6,147,0
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
248,4.3,1.69,19.2,7.8,22.9,0.06,7.8,15.8,22,170,4.5
252,29.6,1.54,4.6,20,15.9,0.07,4.2,3,52.1,76,0.2
254,1.8,1.74,21,20.9,9.8,0.08,4.5,2,41.7,132,0.1
258,1.1,1.35,27.5,3.6,3.2,0.67,20.1,0.6,45.2,33,0
260,0.1,1.48,11.3,3,5.8,0.08,4.5,0.7,74.7,127,0
261,0.1,1.59,23.7,20.6,1.8,1.71,16.6,0.1,37.2,5,0
264,0.1,1.32,46.2,13.7,0.7,0.04,18.2,0.1,21.1,173,0
265,27.9,1.33,1.3,9.9,8.4,1.13,1.4,2,77,0,0
268,9.7,1.61,1.8,9.6,10.5,0.09,1.5,4.4,72.1,41,0.1
269,1.3,1.56,14.6,9.8,8.7,0.08,3.5,3.2,60.1,64,0.1
280,162.1,1.44,1.4,3.4,11.5,0.15,5.3,3.2,73.2,38,2
281,76.9,1.35,0.9,1.7,13.5,0.06,1.1,2.3,80.3,56,0.2
282,124.8,1.38,0.5,1.5,19.4,0.04,1.4,16.2,57.5,91,3.5
287,91.9,1.29,1,2,16.8,0.27,1.1,1.6,77.4,36,0.1
288,58.8,1.36,0.5,3.7,5.1,0.09,0.4,0.2,89.9,51,0.2
290,41.1,1.46,0.7,5.7,7.4,0.02,0.9,1.3,83.9,76,0.1
297,4.4,1.5,2.9,24.8,6.4,1.17,4.2,1.1,60.6,76,0
298,7.9,1.62,1.9,24.7,6.6,0.61,2.9,1.2,62.7,89,0
300,0.9,1.63,3.2,23.3,7,0.85,3.4,1.5,61.5,132,0.1
302,27.9,1.23,3.2,20.4,12.1,2.02,8.5,2.2,53.4,0,0.2
307,5.3,1.73,5.8,19.8,10.4,0.06,4.7,2,57.1,119,0.2
310,0.3,1.2,11.1,8,34.5,2.06,8.3,4,34,51,0.1
313,33,1.42,0.2,1.5,13.3,0.58,1.4,0.9,82.7,0,0
315,27.6,1.48,1.1,1.6,11.5,0.36,1.8,0.8,83.2,25,0
317,57.8,1.48,0.6,1.3,11.5,0.1,1.1,0.8,84.7,91,0
322,1.5,1.52,24.4,19.4,11.9,0.3,13.3,4.7,25,23,1.3
325,14.5,1.24,7.2,16,16.2,0.98,18.7,5.9,35.5,0,0.4
332,25.9,1.53,1.1,5.6,41,0.28,4.1,3.9,44.3,51,0
335,8.9,1.69,13.5,4.5,31.7,0.06,3.3,2.9,44.1,150,0
336,0.2,1.74,26.5,3.4,27.1,0.05,2.4,2.2,38.4,190,0
338,3.2,1.65,1.4,15.3,22,0.2,14.9,1.8,44.5,15,0.1
342,0.7,1.51,36.2,4.4,17.6,0.04,18.2,2.8,20.4,135,0.4
346,0.6,1.55,37.2,4,22.4,0.23,5.8,2.8,27.8,46,0
367,3.3,1.63,11.7,1.1,44.6,0.41,3.4,6.9,32.1,51,0.2
374,32.8,1.17,2.2,6.9,26.1,1.45,11,2.4,51.3,25,0.1
375,47.3,1.09,2.3,6.4,27.5,0.96,9.7,2.4,51.6,36,0.1
389,44.7,1.49,0,10.956,0.498,0.02,0.4,0,88.146,137,0
401,21,1.46,8.3,9.6,28.8,0.05,3.6,3.4,46.2,137,0.1
409,2.8,1.67,17.1,19,14.2,1.13,16.1,4.3,28.8,0,0.5
414,13.5,1.63,2.3,11,18.1,0.09,2.9,2.6,62.9,30,0.2
415,54.5,1.29,2.8,2.6,53.2,2.34,1.7,5.1,34.5,0,0.1
