"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
36,0.51,1.82,30.9,9.5,17.2,0.23,8.7,8.3,22.3,41,3.1
62,3.91,1.18,4.62,27.26,0.37,0.35,55.88,0.05,11.8,28,0.02
83,14.5,1.25,2.3,17.7,0.2,0.01,4.8,0,75,99,0
90,1,1.74,8.4,9.1,26,0.07,6.7,20.3,21.1,135,8.4
107,9.8,1.34,4,3.6,37.2,2.22,5.1,2.7,47.4,102,0
121,6.35,1.6,2.2,14.9,12.2,0.32,3.4,3.4,63.6,13,0.3
183,2.23,1.63,12.1,16.3,0.5,0.06,3.2,0,67.9,109,0
193,17.5,1.25,1.9,16.7,4.7,4.4,11.3,0.4,65,0,0
204,30.2,1.67,0.7,9.2,49.9,0.1,1.2,11.6,26.9,46,0.5
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
237,8.3,1.46,20.8,10.4,1.9,2.72,53.1,0.6,13.1,0,0.1
244,60.5,1.36,2.8,6.6,32.7,0.14,8.5,24.5,20.9,20,4
257,23.1,0.67,26.6,3.2,3.7,5.9,8,0.4,58.1,0,0
318,25,1.44,1.8,0.9,10.5,0.39,3.8,1.4,81.6,140,0
338,3.2,1.65,1.4,15.3,22,0.2,14.9,1.8,44.5,15,0.1
349,3.5,1.86,9.4,3.7,29.4,0.02,2,2.1,53.3,152,0.1
358,22.3,1.55,0.7,25.7,3.7,0.27,2.7,0.1,67,10,0.1
388,91.4,1.38,0,2.5,1,0.04,1.6,0,94.9,76,0
416,19.5,1.62,1.4,6.2,45.7,0.29,0.7,4.9,41,10,0.1
429,28.6,1.45,0.3,7.4,17.8,0.16,1.2,1.3,72,10,0
442,0.6,1.53,9.4,14.9,13.6,0.68,20.6,4.3,36.7,10,0.5
448,106.9,1.43,0.4,0.9,59.3,0.16,0.4,11,27.8,56,0.2
497,61.1,1.54,3.4,7,43.9,0,2,8.8,34.2,104,0.7
592,0.4,1.66,16.8,5.9,30.1,0.58,5.6,3.5,38,122,0.1
665,0.1,1.16,61.2,4.9,5.3,0.13,14,1.4,13,140,0.2
667,21.6,1.42,7.9,17.8,14.1,0.47,7.1,2.1,50.9,10,0.1
668,10.8,1.52,12.1,17.7,12.8,0.28,7.1,1.8,48.4,20,0.1
686,27,1.42,13.6,8.3,21.9,2.48,11,5,39.3,0,0.3
697,30.9,1.51,0.6,17.1,23.7,0.02,1.1,2.9,54.5,183,0.1
704,1.1,1.75,12.7,10.3,28.4,0.05,4,2.8,41.7,152,0.1
730,77.6,1.57,0.2,1.6,67.4,0.21,0.8,7.6,22.4,15,0
736,14.5,1.68,9.7,0.6,62,0.67,2.3,8,17.4,193,0
737,79,1.26,1.1,2.4,62.7,2.64,3.2,13.7,16.6,0,0.3
739,91.8,1.53,0.6,1.7,66.6,0.31,1.8,13.3,15.7,18,0.3
747,21.7,1.66,0.5,3.4,47.5,0.08,0.5,5.1,42.8,20,0.2
769,11.8,1.57,2.4,14.2,24.4,0.52,4.2,2.7,52,64,0.1
774,2.1,1.59,3.6,5.9,31.6,1.69,5.8,3.9,49.1,74,0.1
779,4.6,1.49,3.2,12.8,25.7,1.31,6.4,3.6,48.2,56,0.1
780,9.6,1.51,2.7,13.1,25.7,1.32,4,3.5,50.9,61,0.1
784,5.4,1.62,8.4,11.2,26.5,0.14,3.1,3,47.7,152,0.1
790,2.6,1.42,3.1,23.9,3.2,0.97,4.1,0.1,65.5,66,0.1
832,15.1,1.5,1.2,1.2,58.6,0.62,0,9.8,28.8,74,0.4
844,65,1.5,0.2,4.1,17.7,0.01,0.7,0.3,77,76,0
865,19.5,1.38,0.4,26.2,1.5,0.48,2.5,0.2,69.2,0,0
878,77.9,1.36,0.9,6.3,50.9,0.61,3,7.2,31.6,10,0.1
893,28.3,1.41,7.4,15.7,13.9,0.47,8.6,1.4,53,23,0
906,2.6,1.86,29.8,10.9,17.7,0.03,2.9,1.5,37.2,150,0
925,0.8,1.68,20.6,19.8,3,0.29,3.8,0.1,52.7,86,0
988,1.9,1.72,5.6,2.8,45.6,0.09,2.5,6.1,37.3,38,0.1
1001,0.1,1.56,27.8,18.6,0.1,0.1,13.2,0,40.3,102,0
1016,8.99,1.5,2.7,22.1,14.7,0.31,5.4,1.5,53.6,56,0
1051,0.01,1.5,20,15.8,11.9,1.15,11.6,2.2,38.5,152,0
1080,15.76,1.56,12.1,10.4,29.4,0.35,6.1,3.2,38.8,48,0
1092,26,1.55,4.1,7.6,43,0.06,1.8,2.2,42,147,0
1133,24.25,1.54,14.9,5.4,17.8,0.41,22.9,11.8,21,102,6.2
1146,62.45,1.42,1,3.7,55.1,0.92,0.6,2.4,37.2,0,0
1179,31.85,1.52,1.4,8.2,21.3,0.34,1.6,0.9,66.6,10,0
1196,24.55,1.43,0.6,10.7,21.2,0.38,2.2,2.5,62.8,0,0
1198,20.35,1.63,0.8,12.2,16.8,0.18,2.5,2,65.7,41,0
1220,45.7,1.54,43.2,10,8.6,0.28,1.6,0.5,36.1,94,0
1226,11.7,1.63,6.2,11.3,12.9,0.03,1,0.6,68,137,0
1233,10.5,1.59,0.5,52.9,4.1,0.02,4,0.1,38.4,99,0
1262,0.77,1.6,8.2,12.1,11,0.46,0.8,1.3,66.5,109,0.1
1287,0.02,1.22,73.3,7.6,2.8,0.16,4.4,0.1,11.8,71,0
1320,12.45,1.49,1.1,15.7,8.9,0.82,5.3,0.5,68.5,0,0
1328,57.85,1.35,4.2,4.8,17.1,0.32,2.2,1,70.7,22,0
1335,30.9,1.53,0.7,13.1,11.8,0.04,2.6,0.9,70.9,112,0
1349,71.65,1.55,1.7,0.7,60.5,0.2,0,5.8,31.3,114,0
1366,82.15,1.54,0.4,1.4,68.6,0.27,0,1.7,27.9,0,0
1373,15.45,1.62,0.9,26.7,4.6,0.03,1.7,0.3,65.8,130,0
1394,4.91,1.64,7.7,33,7.2,0.07,5.9,1,45.2,112,0
1403,9.87,1.57,2.8,10.4,26.1,1.48,2.3,5.5,52.5,152,0.4
1410,7.63,1.68,6,28.5,16.6,0.2,1,4.9,40,114,0.4
1429,2.45,1.66,22.2,7.9,19.4,0.21,2.6,2.8,45.1,102,0
1437,53.25,1.65,0.2,3.4,40.1,0.04,1,2.5,52.8,10,0
1466,11.01,1.65,7.6,10.1,27.1,0.52,8.6,19,22.7,0,4.9
1480,11.15,1.26,25.1,7.7,10.9,2.32,26.6,5.9,21.7,15,2.1
1503,63.75,1.56,0.6,1.2,57.6,0.07,0.1,5.5,35,46,0
1517,50.6,1.39,1.4,4,18.5,0.18,0.6,0.7,74.8,43,0
1522,12.7,1.44,3.1,12.4,28.3,1.84,2.4,1.6,52.2,13,0
1542,130.15,1.48,2.4,1,61.2,0.1,0.4,7.8,27.2,89,0
1543,128.5,1.52,1.9,1.1,60.1,0.06,0.5,9.3,27,145,0.1
1596,17.3,1.54,7.8,11.1,25.6,0.35,12.6,17.5,21.3,58,4.1
1599,38.45,1.51,2.9,10.6,29.7,1.23,6.1,19.9,25.6,25,5.2
1603,0.98,1.75,8.4,9.1,26,0.07,6.7,20.3,21.1,135,8.4
1606,20.4,1.57,2.9,14.4,25,0.26,7.2,25.9,16.4,13,8.2
1622,3.09,1.63,17.3,21.6,10,0.08,5.7,1.4,44,109,0
1663,0.03,1.2,79.6,2.8,3.2,0.81,7.8,1,5.4,13,0.2
1667,2.74,1.62,31.5,11.5,17.7,0.22,7.7,8.5,22.2,23,0.9
1752,19.05,1.52,6.2,15.4,14.9,0.12,6.6,2.5,54.2,46,0.2
1761,2.16,1.71,11.7,15.8,13.6,0.06,2.8,2.4,53.5,168,0.2
1776,13.13,1.46,17.9,11.4,23.1,0.34,6,2.7,38.6,18,0.3
1811,6.57,1.71,2.1,12.4,20.6,0.06,5.9,9.2,48.2,66,1.6
1815,9.36,1.2,15,6.6,26.2,4.93,5,21.4,23.2,0,2.6
1824,10.53,1.55,1.8,11.6,5.9,0.35,2.9,1,76.7,61,0.1
