,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
6865,40.1,1.5,0.9,2.0,0.5,0.14,0.3,0.0,96.3,157.0,0.0
9041,29.4,1.4,0.8,5.4,4.5,0.36,1.1,0.3,87.9,13.0,0.0
8901,17.5,1.58,8.4,9.2,29.9,0.54,4.8,7.3,39.2,33.0,1.2
1873,0.14,1.58,48.8,10.4,7.2,0.16,7.2,1.4,24.8,91.0,0.2
4399,0.13,1.66,19.2,25.7,2.1,0.17,9.8,0.0,43.2,157.0,0.0
2915,0.01,1.17,58.0,10.4,0.4,0.84,20.0,0.0,11.2,13.0,0.0
4429,8.53,1.72,5.7,4.8,36.6,0.08,8.8,13.1,29.6,43.0,1.4
16902,32.9,1.4,1.3,32.0,0.7,0.26,3.2,0.0,62.8,13.0,0.0
3620,20.4,1.51,0.8,20.7,0.8,0.1,2.0,0.1,75.6,53.0,0.0
10146,51.3,1.41,0.1,2.1,8.5,0.12,1.8,0.2,87.3,20.0,0.0
1190,88.75,1.61,1.6,2.4,65.0,0.08,0.0,9.8,21.2,20.0,0.0
1041,16.85,1.38,1.3,28.1,15.7,0.88,4.3,1.6,49.0,10.0,0.0
11048,2.11,1.39,32.1,6.6,1.6,1.0,4.6,0.2,54.8,43.0,0.1
1764,11.4,1.52,5.6,19.0,13.6,0.18,5.7,1.7,54.3,20.0,0.1
5284,0.44,1.91,23.8,15.2,15.5,0.04,3.7,0.9,40.9,127.0,0.0
11732,0.35,1.81,21.8,8.5,25.6,0.09,6.8,4.2,32.7,231.0,0.4
15206,13.8,1.33,1.8,25.9,6.1,1.24,11.1,1.0,54.1,0.0,0.0
7111,3.31,1.65,9.4,23.3,6.1,0.05,11.1,0.9,49.1,81.0,0.1
14892,0.63,1.25,10.6,6.3,29.5,2.83,5.7,6.6,41.2,23.0,0.1
9673,46.0,1.42,0.9,1.6,39.5,1.09,2.9,3.4,51.6,0.0,0.1
3560,5.84,1.63,3.5,19.6,14.7,0.3,5.4,1.9,54.9,28.0,0.0
1445,11.76,1.56,1.3,10.6,33.0,0.85,1.5,1.7,51.9,8.0,0.0
1699,0.75,1.64,19.4,9.5,3.8,0.04,4.5,0.4,62.4,109.0,0.0
2369,3.1,1.65,13.0,37.0,10.0,0.04,4.2,1.0,34.8,79.0,0.0
8144,1.45,1.72,31.2,9.2,18.8,0.34,6.9,2.3,31.4,28.0,0.2
15559,18.4,1.6,1.1,15.2,19.0,0.3,2.0,0.7,62.0,104.0,0.0
13461,22.4,1.57,4.1,7.6,43.0,0.06,1.8,2.2,42.0,147.0,0.0
3868,1.34,1.74,14.8,8.0,29.2,0.04,3.4,8.2,36.0,178.0,0.4
12997,0.04,1.48,35.9,28.6,0.1,0.07,22.9,0.0,12.5,200.0,0.0
