"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
9,2.16,1.55,43.5,7.4,14.5,0.21,8.9,7.5,15.6,81,2.6
11,0.25,1.62,34,13,15.1,0.18,13.1,5.7,17.8,125,1.3
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
28,1.77,1.71,34.9,5.9,18.9,0.37,9.2,3.9,26.5,38,0.7
29,1.78,1.61,39.8,5,18.5,0.23,8.6,3.6,23.8,69,0.7
31,0.04,1.85,31.5,5.4,22.7,0.1,9.4,5.3,24.5,111,1.2
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
63,0.008,1.38,9.06,9.36,0.78,2.14,76.33,0.43,3.86,0,0.18
64,0.39,1.62,6.19,12.65,0.52,0.23,75.63,0.14,4.86,10,0.01
66,1.44,1.03,11.87,25.34,1.42,2.68,42.42,0.51,18.07,0,0.37
77,42.7,1.61,1.8,8.3,36.8,0.05,0.1,6.2,46.7,84,0.1
78,38.8,1.64,1.9,9.8,35.2,0.05,0.2,5.5,47.3,140,0.1
79,32.9,1.1,2.8,21.4,0.3,1.29,7.3,0.1,68.1,0,0
83,14.5,1.25,2.3,17.7,0.2,0.01,4.8,0,75,99,0
84,0.1,1.57,19.7,15,0.2,0.04,5.1,0.1,59.9,127,0
87,26.3,1.51,2.8,10.4,28.9,0.69,6,20.4,25,36,6.5
91,0.05,1.77,29.4,5.5,21.8,0.09,3.9,18.5,14.8,142,6.1
97,14.3,1.54,0.4,5.8,35,1.07,2.4,2,54.4,5,0
103,59.4,1.41,0.2,4,45.1,0.45,1.4,2.6,46.7,10,0
109,1.8,1.66,8.7,4.2,33.9,0.45,2.3,2.5,48.4,135,0
116,0.3,1.7,16.1,2.6,11,0.1,4.5,0.5,65.1,152,0
119,14.2,1.32,1.8,14.8,10.9,1.58,7.2,1.3,62.6,0,0.1
121,6.35,1.6,2.2,14.9,12.2,0.32,3.4,3.4,63.6,13,0.3
124,1.27,1.52,19.5,12,10.6,0.51,4.8,3,49.8,38,0.3
125,14.9,1.49,3.7,12,12.6,1.43,5.6,0.6,65,0,0
129,11.7,1.63,6.2,11.3,12.9,0.03,1,0.6,68,137,0
136,93.3,1.49,1.9,1.8,53.93,0.6,1.8,5.4,35.1,0,0.1
141,36.2,1.43,1.5,5.4,10.2,0.72,1.3,0.5,81.1,0,0
142,56.5,1.42,1,5.6,9.7,0.32,1.1,0.5,82.1,10,0
148,56.5,1.4,0.9,4.6,14.8,0.23,0.9,1.4,77.4,5,0
156,21.5,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,21,0.1
158,28.3,1.54,0.8,16.1,13,0.08,0.2,1.4,68.5,10,0
164,27.6,1.62,1.8,2.9,31.4,0.04,0.6,5.4,57.7,64,0.2
168,22.8,1.68,1.6,2.9,29.4,0.06,0.8,5.4,59.6,137,0.3
173,1.9,1.59,30,6.3,8.5,14.41,12,1.5,41.6,15,0.1
179,0.95,1.72,9,4.7,26.4,0.18,3.8,2.8,53.2,61,0.1
180,2.95,1.16,9.1,13.7,2.2,1.88,12.9,0.1,62,0,0
181,24.4,1.55,0.4,15.3,2.6,0.04,1.4,0.1,80.2,20,0
182,0.07,1.67,18.4,14,1.5,0.03,2.9,0.2,62.7,71,0.3
183,2.23,1.63,12.1,16.3,0.5,0.06,3.2,0,67.9,109,0
184,14.6,1.55,2.2,12.2,0.2,0.05,0.7,0,84.7,147,0
186,134,1.46,0.8,0.7,70.8,0.53,1.3,9.1,17.2,13,0.1
187,161,1.54,0.2,0.2,73.1,0.12,0.4,8.9,17,20,0.2
188,125,1.48,0.7,0.2,71.9,0.16,0.6,8.4,18,46,0.2
193,17.5,1.25,1.9,16.7,4.7,4.4,11.3,0.4,65,0,0
194,17.1,1.42,0.9,17.2,6.2,0.77,8.1,0.5,67.1,8,0
195,12.5,1.42,1,18.2,5.7,0.21,6.5,0.4,68.2,18,0
199,4.2,1.51,4.3,18.5,5,0.77,7.1,0.5,64.5,74,0.1
200,1,1.57,26.4,13.5,4.2,0.5,3.9,0.3,51.7,86,0
203,32.9,1.62,0.7,6.9,54.8,0.26,1.6,11.3,24.3,15,0.4
204,30.2,1.67,0.7,9.2,49.9,0.1,1.2,11.6,26.9,46,0.5
205,0.9,1.47,10.3,6.1,45,2.78,7,10.2,20.8,66,0.6
207,0.8,1.67,15.6,7.6,45.2,0.46,2.9,11.7,16.5,104,0.5
210,15.4,1.49,0.5,32.1,17,0.46,3.2,2.7,44.3,20,0.2
211,18.1,1.61,0.5,29.9,17.6,0.9,2.5,4,45.4,28,0.1
212,0.5,1.37,9.9,26.8,13.8,4.2,6.4,2.7,40.2,71,0.2
