Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
14436,0.29,1.87,14.2,19.3,12.2,0.07,6,3.7,44.2,109,0.4
5826,59.8,1.55,1,0.8,43.8,0.08,2.2,1.6,50.6,107,0
2690,88.95,1.5,0.6,1,65.9,0.63,0.9,9.7,21.8,0,0.1
10323,1.45,1.31,10.9,4.8,0.4,2.78,4.8,0,79.1,46,0
183,2.23,1.63,12.1,16.3,0.5,0.06,3.2,0,67.9,109,0
5165,0.06,1.39,17.4,8.4,1.6,0.06,11,0.2,61.4,173,0
6720,19.7,0.98,16.5,0.4,0.2,1.95,82.5,0,0.4,28,0
7165,31.75,1.62,1.6,11.4,30.5,0.28,4,4.4,48.1,20,0
6388,78.9,0.47,0.8,12.3,18.6,4.64,3.3,1,64,0,0
17408,0.67,1.68,15.4,12,7.4,0.25,4.4,0.2,60.6,122,0
4048,0.39,1.7,3.3,1,1.6,2.1,6.7,0,87.4,115,0
2956,14.1,1.5,2.3,7.6,11.1,0.21,5.4,2.7,70.2,18,0.7
5395,1.67,1.87,20.9,12.8,18,0.08,4.6,1.6,42,107,0.1
1647,8.27,1.63,23.4,7.6,22.1,0.08,5.2,18.2,19,112,4.5
3692,6.65,1.5,4.8,12.8,28.3,1.74,5.1,3.3,45.4,0,0.2
7192,1.22,1.36,1.9,5.1,31.4,2.4,0.8,2.3,58.5,53,0
1610,0.04,1.74,50.5,16.4,4.9,0.03,14.1,3.2,10.3,178,0.6
2345,0.42,1.57,21.8,32.4,1,0.84,31.6,0.2,13,15,0
7148,3.41,1.75,3.1,18.7,25.4,0.35,11.6,11.3,27.9,18,2
7275,5.44,1.68,17.4,7.4,22.2,0.13,7.8,15.2,28,58,2
1714,2.19,1.08,64.2,1.5,1,1.08,31.7,0.1,1.5,51,0
4403,0.89,1.52,6.2,35.5,7.1,1.2,17.6,4.6,28.6,15,0.4
5620,20.7,1.71,0.6,0,40.2,0.05,3.4,10,40,145,0.4
744,6.9,1.72,16.4,2.1,52.9,0.41,4,11.6,12.5,117,0.5
4841,0.1,1.66,25.4,1.9,9.1,0.1,3.5,0.3,59.8,170,0
5683,23.7,1.55,2.4,10.4,32.1,0.97,3.9,13.1,36.5,0,1.6
2598,0.35,1.74,14.3,14.3,22.1,0.13,5.7,5.5,37.8,99,0.3
11980,65.7,1.59,0.7,3.4,51,0.34,1.5,6.5,36.8,170,0.1
4564,0.19,1.02,29.9,8.6,9.6,0.89,32.1,2.8,16.8,36,0.2
6655,3.73,1.22,13.6,15.5,7.4,4.76,22.5,1.3,39.6,0,0.1
4747,2.47,1.27,33.5,5.8,18.1,0.16,9,2.1,31.2,86,0.3
2493,0.09,1.55,69.6,10.6,4.2,0.08,6.2,1,8.2,112,0.2
3935,7.89,1.65,5.6,1.3,15.8,0.12,2.5,0.7,74.1,112,0
5581,248.5,1.1,3.3,3.7,44.1,1.68,1.5,4.6,42.7,0,0.1
4736,14.95,1.56,8.3,14.6,19,0.18,6.6,6.2,44.1,61,1.2
16540,1.31,1.31,9.1,3.5,15.5,3.53,6.2,2,63.5,68,0.2
90,1,1.74,8.4,9.1,26,0.07,6.7,20.3,21.1,135,8.4
537,7,1.56,3.9,30.1,7.2,0.8,6.3,1.3,51.1,0,0.1
7854,33.5,0.9,3.5,14.7,5.8,2.31,3.3,1.6,70.4,0,0.2
3502,10.8,1.48,0.7,16.8,12.8,0.41,5.3,0.8,63.6,13,0
6702,3.27,1.52,1.9,6.1,10.5,1.55,7.8,0.7,73,165,0
6041,0.8,1.68,17.4,4.1,15.8,0.3,4.4,2,56.3,114,0
6987,0.16,1.49,23.5,20.8,0.2,0.21,11.4,0,44.1,46,0
373,17.1,1.33,6,7.3,28.3,2.97,0,3,55.3,0,0.1
6754,24.35,1.44,2.5,7.6,20.8,0.68,0.7,5.1,63.2,132,0.1
518,0.1,1.67,24.2,10.3,20.7,0.04,10.4,7.2,26.3,160,0.9
5148,0.04,1.8,11,5.6,27,0.05,15.6,18.2,18,99,4.6
561,1.4,1.66,5.4,16.5,19.9,1.34,6.7,2.2,49.2,53,0.1
4425,2.63,1.55,8.8,35.4,0.2,0.08,12.3,0,43.3,107,0
14406,0.02,1.11,3.1,14.3,18.3,1.08,6.8,2.3,55.1,0,0.1
14439,6.31,1.55,6.8,22.8,9.8,0.15,5.4,1.9,53.2,46,0.1
13909,28.9,1.48,2.8,10.4,28.9,0.69,6,20.4,25,36,6.5
6132,40.75,1.64,0.1,0.7,45.3,0.1,0,9.8,44,13,0.1
1609,8.16,1.75,2.6,17,22.9,0.06,7.1,22.8,19,107,8.6
4844,43.8,1.52,0,3.1,22.6,0.04,1.1,1.9,71.3,10,0
5310,21.7,1.67,2.7,6,35.9,0.06,2.3,4.7,48.3,122,0.1
15674,7.56,1.49,3.5,14,13.9,4.3,4.6,0.7,63.3,0,0
16859,32.9,1.48,0.2,3.2,5.8,0.55,0.9,0.2,89.8,0,0
4870,5.16,1.26,18,7.5,2.3,2.27,9.3,0.8,61.9,0,0.2
1117,0.04,1.88,8.3,6.4,6,0.07,42.1,3.8,31.2,142,2.2
7347,5.68,1.62,1.1,27.4,6.5,0.35,3.8,0.6,60.6,173,0
6229,28.55,1.07,24.7,18.6,4.6,4.22,39.1,4.4,8.2,0,0.4
6171,284,1.41,3.8,1.6,37.4,0.22,2.6,44.6,6.4,168,3.6
3036,121.5,1.36,0.5,0.4,62.6,0.39,1.2,6.1,29.2,0,0
17755,24.3,1.59,1.1,7.9,6.7,0.09,1.3,1.1,81.8,56,0.1
18592,0.01,1.61,38.4,6.7,13.8,0.15,9.8,2.7,28,79,0.6
574,106.5,0.62,19.5,3.4,6.4,8.65,10.7,0.5,59.5,0,0
2769,23.65,1.26,9.6,5.2,32.3,2.91,6.3,8.5,37.6,41,0.5
1368,82.2,1.56,0.3,1,66.8,0.05,0,2,29.9,86,0
1680,0.03,1.56,38.6,17.1,7.1,0.09,9.6,3.1,23.3,51,1.2
1131,14.5,1.52,0.4,6.5,33.4,0.24,3.4,8,48.1,10,0.2
17849,30.2,1.28,0.7,14.6,3.8,1.6,4.4,0.1,76.4,0,0
1958,9.95,1.14,19.5,22.1,4.4,2.72,15.4,0.7,37.9,0,0
1033,4.07,1.5,3.1,19.3,16.7,0.45,4.2,2.1,54.5,137,0.1
5825,21.35,1.6,1.4,4.1,36.2,0.83,5.6,5.3,47.3,15,0.1
1085,15.9,1.11,30.6,4.8,19.6,3.26,11.4,4.2,29.2,41,0.2
12732,3.57,1.66,2.1,12,9.8,0.36,1.7,1.2,73.2,91,0
4025,69.65,1.09,4.1,2.8,5.4,2.07,3.8,0.5,83.4,0,0
2540,1.56,1.81,15.9,6.5,24.4,0.07,5.3,11.6,34.6,127,1.7
3316,0.2,1.55,6.6,8.3,7.5,2.11,3.6,0.8,73.2,84,0
8473,2.28,1.62,6,4.9,45.3,2.3,5.2,4.6,34,127,0
5160,23.7,1.56,2.4,5,23.4,0.15,6.7,23.9,31.5,43,7.1
1827,0.05,1.28,28,3.2,1.2,0.07,65.6,0.4,1.6,178,0
1106,2.61,1.63,13.5,7.2,30.9,0.11,2.5,5.1,40.8,173,0
7054,2.16,1.66,8.2,36.8,0.8,0.08,10.7,0.1,43.4,23,0
14364,0.65,1.71,41.7,12.5,8.8,0.06,2.5,1.1,33.3,173,0.1
