"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
9,2.16,1.55,43.5,7.4,14.5,0.21,8.9,7.5,15.6,81,2.6
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
22,10.79,1.59,10.9,12.8,24.6,0.19,7.4,7.1,35.7,90,1.5
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
26,0.34,1.74,20.6,8.3,31.4,0.12,3.9,11,23.6,177,1.2
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
29,1.78,1.61,39.8,5,18.5,0.23,8.6,3.6,23.8,69,0.7
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
35,0.97,2,18.3,12.8,18.7,0.36,11,8.4,29.2,29,1.6
36,0.51,1.82,30.9,9.5,17.2,0.23,8.7,8.3,22.3,41,3.1
39,0.34,1.7,37.7,11.6,13.2,0.11,12,5.7,18.5,138,1.3
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
41,16.76,1.3,2.85,8.63,21.57,0.02,8.42,0.48,58.05,34,0
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
62,3.91,1.18,4.62,27.26,0.37,0.35,55.88,0.05,11.8,28,0.02
67,2.54,1.09,8.29,27.78,1.85,0.89,38.28,0.15,23.58,12,0.07
70,8.18,1.3,6.31,35.27,1.03,1.51,42.35,0.76,13.24,0,1.04
79,32.9,1.1,2.8,21.4,0.3,1.29,7.3,0.1,68.1,0,0
82,13.1,1.43,1.9,17.5,0.3,0.04,4.6,0,75.7,74,0
83,14.5,1.25,2.3,17.7,0.2,0.01,4.8,0,75,99,0
86,38.5,1.51,2.9,10.6,29.7,1.23,6.1,19.9,25.6,25,5.2
93,10.5,1.38,5.4,4.1,36.4,2.05,14.2,10.9,28.5,0,0.5
99,41.7,1.68,0.4,6.5,30.1,0.12,1,2.1,59.9,36,0
100,31.1,1.59,1,6.4,28.4,0.26,0.5,2.3,61.4,96,0
101,0.2,1.25,6.4,5.1,25.5,4.72,8.1,2.1,52.8,104,0
104,39.1,1.54,0.3,4.5,42.4,0.18,1,3.1,48.7,20,0
106,0.2,0.99,4.4,3.4,35.3,5.68,11.3,2.6,43,81,0
108,20,1.53,4.1,4.1,37.1,1.13,2.9,2.6,49.2,124,0
110,0.3,1.63,16.2,3.3,36.4,0.17,1.8,2.9,39.4,145,0
113,25.6,1.63,0.7,3.2,14.6,0.09,2.3,0.6,78.4,18,0
122,3.94,1.63,3.9,15.1,11.5,0.38,4.2,3.2,61.8,25,0.3
125,14.9,1.49,3.7,12,12.6,1.43,5.6,0.6,65,0,0
128,26.1,1.54,1.8,11.8,13.5,0.2,0.8,0.7,71.4,104,0
131,0.1,1.58,36.7,6.9,9.7,0.14,0.9,0.6,45.2,175,0
133,56.5,1.52,0.7,6.3,21.5,0.16,1.3,0.4,69.8,10,0
138,92,1.5,2.7,2.4,49.2,0.1,1,4.3,40.1,51,0.3
139,88.1,1.51,3,2,51,0.1,0.6,5.1,38.1,102,0.2
145,60.5,1.48,0.8,4.4,10.7,0.09,0.6,0.6,82.9,102,0
148,56.5,1.4,0.9,4.6,14.8,0.23,0.9,1.4,77.4,5,0
152,53.9,1.47,0.6,4.7,12.4,0.05,0.6,0.8,80.9,198,0
155,21.5,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,20,0.1
157,25.4,1.62,1.6,7.7,15,0.13,0.6,1.6,73.4,61,0.1
158,28.3,1.54,0.8,16.1,13,0.08,0.2,1.4,68.5,10,0
160,9.2,1.65,2.4,14.5,14.5,0.36,1.5,1.6,65.5,64,0
162,71,1.46,0.7,1,41.7,0.67,2,5.1,49.3,0,0.2
166,21.9,1.66,5,3.1,24.1,0.5,2.8,3.9,60.8,112,0.3
173,1.9,1.59,30,6.3,8.5,14.41,12,1.5,41.6,15,0.1
176,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
177,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
179,0.95,1.72,9,4.7,26.4,0.18,3.8,2.8,53.2,61,0.1
180,2.95,1.16,9.1,13.7,2.2,1.88,12.9,0.1,62,0,0
182,0.07,1.67,18.4,14,1.5,0.03,2.9,0.2,62.7,71,0.3
202,105,1.43,1.8,2.3,63.8,0.8,1.3,15.4,15.1,0,0.3
209,19.1,1.48,1.4,27.5,18.3,3.09,7.8,2.6,42.2,0,0.2
215,3,1.55,20.8,26.9,15.6,2.29,1.1,3,32.3,94,0.3
