,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
3186,10.59,1.41,4.7,7.0,12.4,1.82,2.7,0.7,72.5,84.0,0.0
15760,0.26,1.52,11.3,18.3,0.8,0.22,8.4,0.0,61.2,140.0,0.0
15933,0.64,1.5,4.8,1.9,1.2,4.47,6.3,0.1,85.6,180.0,0.1
11679,0.51,1.67,14.2,7.7,29.1,0.09,6.3,4.3,38.3,76.0,0.1
14053,11.5,1.26,15.0,6.6,26.2,4.93,5.0,21.4,23.2,0.0,2.6
4052,46.9,1.26,0.6,3.6,1.0,0.13,0.7,0.1,94.0,10.0,0.0
17448,21.6,1.56,1.3,3.0,46.8,0.13,5.4,9.9,33.3,56.0,0.3
8153,1.26,1.66,21.7,13.2,11.0,0.07,3.8,1.7,48.4,132.0,0.2
16953,55.2,1.53,1.3,2.2,19.2,0.07,0.1,1.0,76.2,147.0,0.0
1967,12.06,1.44,1.4,12.6,4.9,0.86,3.5,0.4,77.2,12.0,0.0
16450,4.21,1.63,4.6,19.3,18.7,0.97,3.5,5.0,48.5,0.0,0.4
10864,8.77,1.51,7.4,11.8,22.1,0.36,5.1,3.9,49.6,28.0,0.1
9247,25.6,1.46,1.9,4.8,3.0,0.48,6.0,0.2,84.1,33.0,0.0
10381,0.98,1.82,8.8,6.8,37.5,0.42,2.6,4.2,40.0,25.0,0.1
10116,1.18,1.71,15.2,3.4,8.2,0.3,6.0,0.5,66.7,33.0,0.0
2431,13.15,1.53,13.6,10.7,15.3,0.37,5.6,1.5,53.3,28.0,0.0
1210,4.07,1.62,6.2,17.2,14.9,0.64,5.7,1.3,54.5,23.0,0.2
18655,0.58,1.69,23.4,5.2,16.8,0.09,4.2,1.8,48.4,160.0,0.2
17590,1.14,0.96,4.2,9.4,0.6,1.63,83.4,0.0,2.4,71.0,0.0
10571,1.86,1.61,12.8,9.9,30.8,0.29,4.3,3.5,38.4,56.0,0.3
17180,36.8,1.36,0.7,8.4,33.6,0.08,4.9,4.9,47.2,0.0,0.3
11814,4.19,1.68,1.2,30.4,8.8,0.14,4.3,0.9,54.4,36.0,0.0
7420,0.11,1.71,2.5,22.0,19.2,0.42,2.8,1.8,51.6,102.0,0.1
141,36.2,1.43,1.5,5.4,10.2,0.72,1.3,0.5,81.1,0.0,0.0
10395,112.0,1.15,0.2,1.7,69.1,0.79,1.9,12.4,14.6,8.0,0.1
8190,0.65,1.44,15.2,28.8,15.0,0.46,9.8,3.8,27.0,30.0,0.4
3354,1.46,1.62,3.3,3.1,28.3,1.63,2.2,4.6,58.4,56.0,0.1
18017,0.03,1.72,24.6,5.4,12.0,0.41,5.4,1.4,51.2,76.0,0.0
15055,0.46,1.57,5.1,29.4,1.8,0.22,8.7,0.4,54.6,30.0,0.0
6316,24.65,1.58,1.1,7.9,6.7,0.09,1.3,1.1,81.8,56.0,0.1
18611,0.11,1.7,16.2,7.8,12.8,0.26,3.8,1.2,58.2,48.0,0.0
13413,0.01,1.68,8.3,24.4,9.9,1.1,14.1,1.4,41.9,64.0,0.0
2616,7.52,1.46,5.7,37.3,2.8,0.42,11.3,0.9,42.0,10.0,0.0
18063,10.8,1.5,0.4,17.0,18.1,0.07,4.0,4.1,56.0,61.0,0.4
7376,4.49,1.5,0.7,22.7,15.6,0.99,6.0,2.5,52.4,74.0,0.1
14265,4.73,1.71,4.3,4.9,4.8,0.19,0.9,1.8,84.0,25.0,0.3
3773,80.85,1.51,0.5,1.7,45.8,0.03,0.1,7.6,44.1,162.0,0.2
6912,57.15,1.37,0.0,1.3,0.8,0.04,2.9,0.0,95.0,15.0,0.0
2871,23.65,1.52,1.2,3.6,3.9,0.12,1.0,0.2,90.1,79.0,0.0
