,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
17449,22.3,1.6,0.7,3.2,47.7,0.06,4.0,11.3,32.9,86.0,0.2
1598,19.35,1.51,2.8,11.3,28.9,1.4,6.7,18.7,26.0,0.0,5.6
4500,12.18,1.22,1.0,15.8,12.2,2.36,4.9,0.6,65.5,0.0,0.0
5987,61.15,1.61,0.4,5.4,52.8,0.05,3.1,4.0,34.3,74.0,0.0
12810,42.1,1.4,1.2,16.9,10.9,0.24,2.2,1.3,67.5,150.0,0.0
12856,41.4,1.16,9.9,3.3,2.4,1.45,3.3,0.1,81.0,99.0,0.0
17458,36.8,1.52,0.6,2.0,58.4,0.15,4.8,10.1,24.1,15.0,0.0
15483,0.04,1.57,35.0,14.6,2.0,0.12,11.6,0.2,36.6,147.0,0.0
3160,20.7,1.54,0.3,16.3,7.0,0.13,1.2,0.2,75.0,33.0,0.0
5695,73.6,1.54,1.5,4.0,25.5,0.19,1.9,15.0,47.5,112.0,4.7
13795,17.1,1.6,4.0,2.7,49.6,0.93,3.8,2.7,37.2,142.0,0.0
7714,1.31,1.66,44.8,8.9,4.9,0.32,3.8,0.6,36.9,43.0,0.1
2741,77.9,1.37,0.9,6.3,50.9,0.61,3.0,7.2,31.6,10.0,0.1
2066,30.2,1.48,0.7,7.0,16.9,0.58,1.6,2.1,71.7,18.0,0.0
1163,0.75,1.7,13.9,4.0,35.2,0.13,2.1,7.5,37.1,84.0,0.2
6119,5.36,1.38,5.0,1.5,33.1,2.76,1.6,6.0,52.7,96.0,0.1
15068,61.8,1.49,0.4,3.9,8.1,0.09,0.4,2.4,84.7,30.0,0.1
13652,3.87,1.5,4.6,34.0,9.1,1.63,8.7,0.2,43.4,0.0,0.0
6073,72.1,1.55,1.8,3.4,30.4,0.06,3.2,12.4,48.2,41.0,0.6
18035,11.2,1.56,1.9,23.8,8.3,1.21,2.0,1.7,62.2,0.0,0.1
6103,841.0,0.62,3.5,3.8,25.6,1.33,5.4,5.2,56.2,36.0,0.3
2940,17.7,1.5,0.5,8.3,7.1,0.21,3.4,1.0,79.7,25.0,0.0
18696,11.5,1.59,0.8,27.8,7.2,0.05,2.7,0.6,60.9,114.0,0.0
6144,35.2,1.41,10.3,14.1,20.2,2.08,11.9,11.7,28.8,0.0,3.0
4799,0.29,1.73,13.9,1.8,40.8,0.13,0.7,3.9,38.9,112.0,0.0
15551,60.5,1.44,3.3,4.8,18.4,0.17,2.5,1.0,70.0,71.0,0.0
12760,1.92,1.49,9.9,8.4,5.5,0.78,2.6,0.8,72.8,140.0,0.0
13758,15.8,1.46,4.1,26.1,18.7,2.68,4.3,4.4,42.1,38.0,0.3
13648,0.07,1.24,64.7,8.3,4.5,0.46,0.6,0.2,21.7,8.0,0.0
16420,15.8,1.64,1.2,12.6,31.8,0.17,4.4,5.6,44.2,20.0,0.2
9719,2.63,1.76,3.8,25.3,3.5,0.74,4.3,0.1,63.0,130.0,0.0
1702,1.75,1.54,8.1,16.1,13.5,0.52,22.1,4.6,35.1,20.0,0.5
16964,48.2,1.49,4.5,0.3,39.7,0.38,3.6,0.9,51.0,86.0,0.0
12236,85.5,1.39,1.0,2.5,55.5,0.72,3.7,14.3,22.7,0.0,0.3
4366,1.59,1.6,32.4,8.6,22.0,0.11,9.0,6.8,20.9,76.0,0.3
7798,31.6,1.42,4.5,26.0,17.5,1.09,3.6,4.1,44.0,46.0,0.3
18135,1.64,1.05,11.6,0.7,1.5,2.19,83.4,0.9,1.7,0.0,0.2
7799,19.7,1.59,1.9,29.7,16.2,0.19,2.7,3.9,45.3,56.0,0.3
1371,17.1,1.51,2.1,32.2,3.8,0.03,2.0,0.2,59.7,41.0,0.0
18408,2.6,1.65,8.2,36.8,0.8,0.08,10.7,0.1,43.4,23.0,0.0
7046,6.77,1.62,4.9,13.2,0.6,0.23,5.0,0.0,76.3,64.0,0.0
13620,13.6,1.64,1.6,12.5,18.5,0.21,0.8,1.6,64.9,91.0,0.1
15852,46.0,1.47,2.5,4.3,3.4,0.15,3.5,0.0,86.3,117.0,0.0
11541,6.57,1.71,22.2,9.5,20.3,0.13,4.6,1.8,41.6,104.0,0.0
11924,5.52,1.67,1.5,4.2,24.5,0.08,2.3,5.0,62.4,152.0,0.1
2447,0.01,1.53,34.0,14.3,7.6,0.43,8.2,1.3,34.6,152.0,0.0
10029,38.1,1.48,2.5,7.4,34.9,0.65,2.4,1.7,51.1,56.0,0.0
1608,3.72,1.84,3.1,13.6,22.5,0.08,7.2,26.6,15.6,63.0,11.4
