,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
18247,6.25,1.53,4.5,1.6,8.9,2.23,3.8,1.1,80.1,56.0,0.0
11838,85.5,1.33,2.1,5.2,45.2,0.45,2.1,4.2,41.2,0.0,0.0
7757,88.1,1.55,0.4,1.4,68.6,0.27,0.0,1.7,27.9,0.0,0.0
2501,20.05,1.59,6.5,8.2,29.3,0.94,4.8,8.3,41.7,0.0,1.2
4214,31.55,1.57,17.3,10.1,25.5,0.11,2.5,0.9,43.7,140.0,0.0
10402,81.5,1.56,0.1,3.9,59.0,0.06,0.8,12.5,23.6,13.0,0.1
10601,1.14,1.34,16.8,28.8,0.4,0.83,32.9,0.1,20.9,10.0,0.1
13206,69.7,1.57,1.4,1.9,39.0,0.16,2.0,1.9,53.8,71.0,0.0
16599,0.26,1.65,14.9,3.9,8.9,0.46,2.6,0.6,69.1,142.0,0.0
14458,29.4,1.47,1.6,41.2,2.4,0.18,3.6,0.5,50.7,18.0,0.0
16207,2.03,1.3,18.9,19.6,3.5,3.12,36.6,2.0,18.6,0.0,0.8
5932,14.75,1.64,1.1,3.6,21.9,0.09,4.7,4.2,64.3,96.0,0.2
10708,6.13,1.6,17.4,13.9,13.7,0.92,5.8,2.7,46.1,25.0,0.4
6715,1.47,1.02,11.6,0.7,1.5,2.19,83.4,0.9,1.7,0.0,0.2
15927,37.2,1.37,2.2,2.7,5.3,0.28,2.6,0.5,86.7,58.0,0.0
6271,0.4,1.68,16.4,20.2,12.8,0.35,15.6,4.2,30.2,18.0,0.6
5600,5.93,1.73,1.3,4.2,38.6,0.87,7.1,12.2,36.0,132.0,0.6
2323,12.5,1.59,3.0,20.9,8.1,0.53,5.9,0.9,61.1,30.0,0.1
2975,7.7,1.46,5.2,16.1,1.9,0.32,6.2,0.1,70.5,30.0,0.0
15841,50.0,1.46,0.5,2.5,7.3,0.17,3.0,0.2,86.5,96.0,0.0
8861,19.7,1.64,3.8,8.6,32.4,0.31,6.4,12.4,35.0,20.0,1.4
13523,39.4,1.54,1.6,4.5,40.9,0.91,2.2,8.8,41.8,18.0,0.2
3230,2.85,1.55,2.7,12.0,19.2,1.56,6.0,0.5,59.5,0.0,0.1
5998,4.85,1.86,1.6,5.5,45.6,0.99,8.0,3.1,36.2,150.0,0.0
714,3.3,1.68,17.8,13.4,18.5,0.13,13.6,5.5,30.6,48.0,0.6
15287,1.49,1.44,7.3,10.4,8.3,1.14,5.1,0.6,68.3,135.0,0.0
17694,4.7,1.67,3.8,21.1,19.0,0.75,10.2,6.0,39.3,0.0,0.6
17440,73.6,0.59,19.7,24.3,1.2,7.4,26.9,0.0,28.0,13.0,0.0
14702,0.11,1.85,14.2,19.8,16.6,0.16,7.0,4.2,38.0,124.0,0.2
17531,3.54,1.69,13.1,15.8,16.6,0.15,13.3,6.6,33.4,56.0,1.2
4403,0.89,1.52,6.2,35.5,7.1,1.2,17.6,4.6,28.6,15.0,0.4
3102,1.04,1.64,24.4,22.6,6.1,0.04,25.5,1.3,20.0,112.0,0.1
