,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
6876,9.2,1.46,4.2,7.2,3.1,0.56,5.1,0.1,80.3,30.0,0.0
6014,75.2,1.45,0.3,12.9,10.2,0.2,2.5,2.4,71.6,13.0,0.1
1041,16.85,1.38,1.3,28.1,15.7,0.88,4.3,1.6,49.0,10.0,0.0
5556,12.15,1.58,1.9,20.0,10.6,0.29,1.4,0.5,65.6,71.0,0.0
9049,9.64,1.68,3.7,6.2,45.1,0.21,2.4,5.7,36.8,20.0,0.1
10656,6.05,1.59,2.4,7.6,31.8,0.32,2.1,2.8,53.3,102.0,0.0
8558,50.0,1.06,3.2,20.4,12.1,2.02,8.5,2.2,53.4,0.0,0.2
7983,0.53,1.76,22.4,13.8,14.3,0.1,8.0,14.2,20.6,79.0,6.7
5297,26.1,1.54,3.2,2.2,11.1,0.18,2.1,0.9,80.5,53.0,0.0
16601,9.99,1.6,1.4,9.3,3.6,0.35,2.5,0.4,82.8,56.0,0.0
12519,21.9,1.14,4.1,15.4,2.8,2.1,7.1,0.1,70.5,48.0,0.0
6759,21.05,1.65,1.0,11.6,12.9,0.07,1.1,1.4,72.0,76.0,0.0
8809,10.5,1.3,8.2,4.5,34.1,1.72,6.0,24.3,20.0,28.0,2.9
16101,0.42,1.74,9.9,1.0,45.1,0.28,2.5,9.4,31.7,56.0,0.4
17004,13.8,1.52,2.9,11.6,26.0,0.83,4.8,3.6,51.0,56.0,0.1
4279,4.93,1.76,12.4,0.8,45.8,0.34,3.3,8.5,28.8,62.0,0.4
12506,15.1,1.12,4.8,4.2,4.9,2.43,5.7,0.1,80.3,71.0,0.0
1747,29.6,1.58,6.0,8.0,27.0,0.05,8.7,21.0,23.2,160.0,6.2
15907,4.38,1.66,6.5,5.6,2.5,0.11,3.2,0.1,82.1,70.0,0.0
9375,11.8,1.43,1.4,29.9,3.4,0.1,11.7,0.3,53.3,102.0,0.0
10914,25.6,1.51,12.9,7.7,27.8,0.19,6.4,4.0,41.0,18.0,0.2
3177,88.1,1.51,3.0,2.0,51.0,0.1,0.6,5.1,38.1,102.0,0.2
15988,29.4,1.5,1.3,6.6,2.8,0.06,1.6,0.2,87.5,81.0,0.0
3053,5.18,1.66,16.2,6.8,27.4,0.07,8.8,13.4,25.2,140.0,2.2
392,29.6,1.38,5.5,16.2,13.6,0.38,6.0,1.8,56.8,36.0,0.1
17788,17.7,1.56,8.5,3.8,22.2,0.1,1.9,0.4,63.2,66.0,0.0
12214,239.0,1.2,1.0,1.6,59.8,0.77,3.3,9.9,24.3,0.0,0.1
10769,3.19,1.48,5.7,6.1,40.6,1.16,3.9,5.1,38.5,104.0,0.1
6830,1.9,1.62,13.4,19.0,22.6,0.3,8.2,10.6,24.6,61.0,1.6
1444,49.6,1.59,1.1,1.8,52.2,0.28,1.4,2.9,40.6,157.0,0.0
6233,0.05,1.46,51.3,13.8,2.4,0.27,25.3,2.6,4.2,150.0,0.4
17399,61.8,1.55,1.0,0.8,43.8,0.08,2.2,1.6,50.6,107.0,0.0
4670,18.4,1.54,0.7,8.2,6.8,0.24,2.7,3.8,76.6,38.0,1.2
8123,0.3,1.68,25.9,15.8,11.0,0.07,4.7,2.0,40.4,137.0,0.2
13418,34.2,1.46,1.4,18.8,20.9,0.24,1.7,2.4,54.8,61.0,0.0
8930,14.8,1.59,4.5,14.6,22.4,0.22,7.3,5.9,45.1,33.0,0.2
6040,3.6,1.63,3.8,4.5,18.3,0.8,3.6,2.2,67.6,69.0,0.0
15305,51.3,1.49,2.3,9.1,34.6,0.78,3.3,4.8,45.8,0.0,0.1
17354,0.48,1.72,18.5,6.0,11.7,0.06,5.1,0.9,57.8,160.0,0.0
16290,0.326,1.59,47.9,6.2,8.0,0.26,13.7,4.0,18.0,76.0,2.2
5384,3.29,1.73,22.2,9.5,20.3,0.13,4.6,1.8,41.6,104.0,0.0
18155,15.1,1.62,1.2,9.1,14.0,0.08,1.3,1.8,72.6,46.0,0.0
10408,36.8,1.6,1.0,6.4,28.4,0.26,0.5,2.3,61.4,96.0,0.0
17675,52.6,1.62,1.0,2.5,55.5,0.72,3.7,14.3,22.7,0.0,0.3
3554,0.12,1.25,49.4,12.6,2.6,0.17,12.8,0.4,22.2,28.0,0.0
1131,14.5,1.52,0.4,6.5,33.4,0.24,3.4,8.0,48.1,10.0,0.2
6103,841.0,0.62,3.5,3.8,25.6,1.33,5.4,5.2,56.2,36.0,0.3
224,0.2,1.31,51.8,11.2,3.2,0.17,6.7,0.8,26.1,152.0,0.2
1632,7.02,1.72,9.7,3.5,38.6,0.1,3.9,11.2,28.2,99.0,4.9
3792,31.9,1.5,0.6,2.9,4.3,0.02,1.7,0.2,90.3,81.0,0.0
5897,88.75,1.47,0.3,0.9,55.3,0.06,2.4,1.7,39.4,18.0,0.0
12492,28.9,1.51,0.9,2.7,13.2,0.07,1.5,1.4,80.3,61.0,0.0
14366,8.55,1.53,4.6,29.9,6.8,0.31,5.7,1.1,51.8,20.0,0.1
14127,0.94,1.54,5.7,14.4,20.4,1.69,13.3,4.5,41.5,53.0,0.2
10273,42.5,1.38,0.2,1.7,2.4,0.05,1.0,0.2,94.5,23.0,0.0
11232,12.5,1.53,6.6,1.8,27.3,0.29,11.4,8.5,43.7,18.0,0.7
13109,59.2,1.43,1.4,2.2,27.7,0.16,1.3,2.0,65.4,13.0,0.0
8245,2.85,1.64,17.2,15.8,12.4,0.22,5.6,2.0,46.8,76.0,0.2
17872,30.7,1.52,2.5,2.7,38.4,0.42,2.0,1.4,53.0,13.0,0.0
18314,13.8,1.53,1.4,12.1,0.4,0.14,4.2,0.1,81.8,46.0,0.0
8462,36.8,1.59,0.3,3.9,10.4,0.04,0.4,0.3,84.7,165.0,0.0
1268,15.65,1.5,1.0,15.3,14.9,0.48,3.0,0.7,65.0,8.0,0.1
12093,1.64,1.5,3.1,29.5,10.3,1.59,10.3,1.5,45.4,0.0,0.0
979,14.4,1.51,1.6,14.9,33.2,0.14,3.0,2.4,44.8,23.0,0.1
1066,9.59,1.63,0.0,44.8,10.4,0.03,2.9,1.1,40.7,48.0,0.1
15989,1.97,1.63,9.6,5.3,2.8,0.04,2.1,0.1,80.1,114.0,0.0
5839,42.05,1.65,1.8,2.9,59.4,0.64,3.4,8.3,24.2,8.0,0.0
2097,5.3,1.61,21.0,11.6,28.2,0.84,2.2,3.4,33.6,91.0,0.0
6856,3.84,1.78,11.5,5.7,32.4,0.23,3.0,10.0,36.7,137.0,0.7
7252,1.97,1.76,15.8,4.2,21.5,0.36,2.3,4.9,50.8,107.0,0.5
