,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
4762,15.45,1.38,1.0,18.2,5.7,0.21,6.5,0.4,68.2,18.0,0.0
5644,1.58,1.7,4.2,7.6,40.3,0.31,8.2,7.3,32.0,15.0,0.4
12969,8.68,1.57,2.7,10.4,1.1,0.41,4.6,0.1,81.1,53.0,0.0
1972,26.31,1.03,1.2,6.0,22.8,3.14,4.5,4.8,60.6,0.0,0.1
10845,42.1,1.63,2.5,7.0,27.8,0.09,1.9,11.7,47.5,64.0,1.6
12187,44.7,1.31,7.2,12.8,25.9,0.7,9.6,12.4,30.6,0.0,1.5
8543,0.52,1.62,19.8,22.5,0.9,0.03,1.3,0.2,55.3,190.0,0.0
14926,17.1,1.51,1.9,7.7,25.6,1.04,3.9,3.0,57.9,28.0,0.0
15646,0.32,1.46,54.3,5.4,4.6,0.13,9.3,0.2,26.2,104.0,0.0
7892,35.5,1.38,1.4,9.4,24.7,0.04,8.0,4.1,52.2,155.0,0.2
1295,1.32,1.8,39.8,26.5,3.4,0.1,4.9,0.2,25.2,150.0,0.0
9411,0.08,1.68,27.5,14.8,14.2,0.04,14.5,4.2,24.6,152.0,0.2
14396,1.55,1.8,4.4,20.0,11.7,0.04,5.4,2.4,55.8,94.0,0.3
15186,3.39,1.58,22.2,16.0,16.0,0.16,14.4,5.6,25.4,23.0,0.4
11390,37.3,1.49,0.2,3.2,5.8,0.55,0.9,0.2,89.8,0.0,0.0
11741,0.01,1.8,11.9,3.8,26.2,0.06,13.9,3.6,41.4,142.0,0.2
11854,18.4,1.33,1.6,18.8,1.9,1.16,5.6,0.1,72.0,0.0,0.0
929,60.8,1.58,0.4,1.2,59.2,0.27,0.8,7.6,30.6,18.0,0.2
13292,18.8,1.75,1.1,8.9,30.8,0.02,3.2,8.5,46.7,142.0,0.8
5309,65.3,1.43,0.8,2.8,6.3,0.09,0.4,0.3,89.4,74.0,0.0
7276,7.63,1.71,13.4,6.8,22.2,0.1,7.8,17.6,28.4,84.0,3.8
17796,4.93,1.55,4.6,10.6,13.6,0.89,4.2,0.6,66.4,0.0,0.0
2712,1.34,1.56,14.6,9.8,8.7,0.08,3.5,3.2,60.1,64.0,0.1
3422,42.7,1.61,0.5,1.3,41.3,0.1,0.4,5.5,50.9,81.0,0.1
4417,3.28,1.65,33.8,8.2,22.1,0.08,10.8,6.9,17.8,107.0,0.4
11833,25.0,1.5,1.0,8.2,17.6,0.18,0.8,0.1,72.3,15.0,0.0
354,31.6,1.37,0.6,4.8,12.0,0.94,2.5,0.6,79.5,0.0,0.0
14882,2.5,1.27,24.7,4.9,35.6,1.16,2.7,4.3,27.8,38.0,0.0
5302,4.17,1.18,3.1,2.3,12.8,1.6,3.5,0.2,78.1,104.0,0.0
7871,219.0,1.59,11.7,6.91,37.5,1.06,10.4,3.4,30.1,41.0,0.0
15606,1.22,1.77,14.3,18.9,17.8,0.13,5.9,1.2,41.8,122.0,0.1
10710,0.09,1.76,35.7,11.2,10.0,0.05,9.1,1.0,32.8,43.0,0.2
2966,1.77,1.52,12.9,9.6,0.6,0.07,4.0,0.0,72.9,168.0,0.0
1556,0.32,1.51,33.4,5.6,23.2,0.27,15.0,5.2,17.4,124.0,0.2
