,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
16099,36.8,1.64,0.4,0.6,52.4,0.14,0.0,8.6,37.7,10.0,0.3
2185,7.23,1.59,7.0,27.7,7.5,0.1,4.1,1.4,51.6,66.0,0.1
18132,0.24,1.77,16.8,9.0,6.2,0.04,2.4,0.4,65.2,168.0,0.0
923,10.1,1.56,1.7,24.2,4.1,0.53,5.3,0.2,64.5,66.0,0.0
7629,0.24,1.66,19.4,46.3,2.4,0.04,6.9,0.1,24.9,188.0,0.0
885,7.2,1.52,0.0,28.4,4.8,0.48,5.0,0.1,61.7,15.0,0.0
5395,1.67,1.87,20.9,12.8,18.0,0.08,4.6,1.6,42.0,107.0,0.1
16894,4.82,1.53,4.9,21.2,15.7,0.98,6.4,1.4,50.4,58.0,0.0
3328,3.0,1.58,5.5,7.2,33.4,2.08,2.9,3.3,47.5,79.0,0.1
3036,121.5,1.36,0.5,0.4,62.6,0.39,1.2,6.1,29.2,0.0,0.0
7043,23.7,1.56,1.1,2.4,12.9,0.5,2.9,0.5,80.2,10.0,0.0
6442,9.84,1.23,4.5,10.0,10.5,3.94,3.7,0.6,70.6,0.0,0.0
12659,4.38,1.25,6.5,21.4,9.6,1.63,12.3,1.5,48.7,30.0,0.0
15920,122.0,1.26,1.4,2.1,13.5,0.67,3.0,0.9,79.1,0.0,0.0
2086,21.7,1.59,1.8,2.0,24.4,0.15,1.2,1.0,69.6,94.0,0.0
12582,19.7,1.13,6.3,8.6,17.0,2.97,0.4,3.1,64.5,0.0,0.1
12663,13.6,1.46,2.8,12.7,20.8,0.22,7.4,2.9,53.2,18.0,0.2
6361,3.16,1.6,5.3,10.8,12.4,0.1,4.1,0.5,66.9,79.0,0.0
16126,24.3,1.64,3.7,0.7,54.9,0.48,0.4,18.6,21.0,107.0,0.7
10984,40.8,1.4,1.6,6.9,21.2,1.61,2.0,8.2,59.0,0.0,1.1
4289,39.4,1.63,0.4,1.3,55.3,0.1,0.5,6.7,35.2,58.0,0.6
978,13.8,1.52,2.4,14.5,34.8,0.46,3.6,2.4,42.2,15.0,0.1
4469,1.97,1.62,13.4,8.8,14.1,0.04,3.6,3.9,55.8,99.0,0.4
2012,24.95,1.64,2.6,9.4,15.9,0.16,3.0,1.8,67.2,64.0,0.1
9511,2.41,0.85,6.1,15.2,2.3,7.44,12.4,0.1,63.9,0.0,0.0
13724,14.5,1.6,1.0,29.7,3.7,0.04,2.1,0.2,63.3,84.0,0.0
5452,19.0,1.45,2.4,5.8,37.4,0.98,6.2,3.7,44.5,30.0,0.0
11346,7.76,1.36,4.9,38.6,0.9,0.25,19.6,0.1,35.9,30.0,0.0
