Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
4073,12.73,1.48,3.6,10,4.4,0.17,3.2,0.4,78.4,25,0
1100,33.2,1.56,0.5,6.7,25.2,0.17,1,2.6,64,0,0
16709,4.47,1.69,5.8,7.2,34.7,0.26,10.3,11.6,29.7,28,0.7
8573,0.08,1.11,72.4,3.4,0.6,0.08,20,0.2,3.4,162,0
919,9.5,1.58,1.4,24.2,4.8,0.34,2.5,0.2,66.9,20,0
3893,69.65,1.38,1.8,1.8,17.4,0.11,0.3,1.7,78,132,0
14397,7.45,1.75,5.8,19.8,10.4,0.06,4.7,2,57.1,119,0.2
1380,2.95,1.66,3.1,30,6,0.07,3.2,0.6,57.1,117,0
13011,47.3,0.81,29,4.2,13,11.89,2.8,5.4,45,132,0.6
4037,2.01,1.36,5.5,4.8,3.7,3.32,9.8,3.7,58.1,51,0.1
4735,16.45,1.61,5,17.6,17.6,0.25,6.2,5.2,47.6,33,0.8
4991,0.58,1.25,35.5,14.1,17.6,0.28,8.2,6.6,17,157,1
1089,27.6,1.68,0.6,4.8,28.2,0.02,0.9,4.5,61,53,0
12844,1.01,1.25,40.2,8.4,3,1.86,30.7,0.3,17.5,0,0
1349,71.65,1.55,1.7,0.7,60.5,0.2,0,5.8,31.3,114,0
4902,71,1.6,1.2,2.8,25.9,0.16,1.5,18.4,42.6,140,7.7
1055,29.6,1.53,1.1,22.3,18.4,0.21,1.4,2.4,54.3,127,0.1
7126,20.7,1.67,1.6,4.1,29.8,0.49,3.2,15.4,41,43,4.9
8977,23.7,1.51,3.7,11,25.5,0.46,4.8,7,47.2,94,0.8
6872,6.41,1.71,7.6,7.8,21.5,0.19,0.7,10.8,50.5,145,1.1
3880,2.24,1.33,10.2,6.1,3.1,3.2,2.7,0.1,77.8,43,0
2769,23.65,1.26,9.6,5.2,32.3,2.91,6.3,8.5,37.6,41,0.5
3059,0.73,1.59,25.8,12.3,3.7,0.3,42.3,1.1,14.7,41,0.1
4494,0.63,1.64,24.6,8.4,9,0.08,18.2,7.8,22.6,152,9.4
7009,34.2,1.43,1.9,4.3,23.1,2.67,5.1,13.7,47.5,0,4.4
5054,112,1.51,0.5,0.3,60.6,0.11,1.6,2.1,34.9,10,0
6228,0.59,1.68,22.6,7,29.4,0.01,8.2,12.2,19.4,147,1.2
2896,23.3,1.52,0.9,3.7,2.9,0.44,0.8,0,91.7,140,0
14912,51.3,0.81,11.2,4.4,30.8,7.03,9.8,11.6,31.1,0,1.1
2581,0.28,1.76,19,14.8,18.8,0.19,4.6,4,38.4,61,0.4
7238,5.82,1.67,2.96,12.7,22.9,0.03,5,3.5,52.7,10,0.3
954,0.5,1.38,20.5,5.5,37.7,0.07,4.9,5.4,25.9,38,0.1
14053,11.5,1.26,15,6.6,26.2,4.93,5,21.4,23.2,0,2.6
3254,35.5,1.28,2.7,3.5,24.3,1.9,8,5.6,55.7,0,0.2
12138,0.39,1.78,23.2,1.1,34.6,0.05,1.6,7.2,32.1,152,0.2
131,0.1,1.58,36.7,6.9,9.7,0.14,0.9,0.6,45.2,175,0
823,35.5,1.63,0.4,0.6,52.4,0.14,0,8.6,37.7,10,0.3
6820,24.3,1.63,0.5,14.9,22.8,0.15,2.5,3.9,55.1,53,0.3
818,28.3,1.54,0.4,12.7,2.6,0.09,1,0.1,83.2,43,0
12783,51.3,0.88,2.2,19.4,16.5,5.86,0.5,1.4,60,0,0
5951,59.15,1.52,2.3,1,42.4,0.77,4.8,28,16,0,5.5
2196,0.39,1.62,19.8,22.5,0.9,0.03,1.3,0.2,55.3,190,0
11037,9.99,1.51,5.7,8.1,0.9,0.05,1.2,0.4,83.8,104,0.1
10664,12.8,1.41,2.6,1.3,62.6,1.7,11.6,11,10.4,0,0.5
8020,3.68,1.66,14.9,13.4,20.4,0.5,13.6,11.6,24.2,18,1.9
