"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
43,8.68,1.38,2.71,30.59,5.83,0.07,14.27,0.65,45.88,37,0.07
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
61,3.46,1.02,2.99,32.85,0.37,0.1,51.85,0.03,11.91,23,0
76,48.3,1.54,1.6,8.4,37.5,0.32,1.9,5.6,44.9,41,0.1
96,17.9,1.42,0.5,6.2,31.3,1.09,3.5,1.7,56.8,0,0
102,65.7,1.33,0.5,4.5,39.7,1.26,3.1,1.8,50.4,0,0
146,64.4,1.49,0.5,4.2,11.3,0.05,0.6,0.6,82.3,142,0
172,1.4,1.64,8.7,7.8,13.2,5.7,11.7,2.3,56,8,0.3
208,0.8,1.53,11.7,9,48.2,0.23,3.7,10.7,16.2,122,0.5
212,0.5,1.37,9.9,26.8,13.8,4.2,6.4,2.7,40.2,71,0.2
224,0.2,1.31,51.8,11.2,3.2,0.17,6.7,0.8,26.1,152,0.2
268,9.7,1.61,1.8,9.6,10.5,0.09,1.5,4.4,72.1,41,0.1
294,10.7,1.53,0.7,25.2,7.2,0.44,2.7,1.1,63.1,18,0
301,1.1,1.59,23.3,30.2,5.4,0.14,3.3,1,36.8,173,0
309,1,1.14,19.8,7.7,30.5,4.11,7.6,3.3,31,10,0.1
313,33,1.42,0.2,1.5,13.3,0.58,1.4,0.9,82.7,0,0
327,1.3,1.72,29.1,12.3,8.7,0.23,23.9,2.9,22.8,38,0.3
339,1.5,1.22,43.8,4.8,17.2,0.47,10.6,2.4,21.2,20,0
345,24.1,1.68,2.6,5.5,40.8,0.08,2.3,7.3,41.3,25,0.2
357,0.5,1.63,14.9,3.9,8.9,0.46,2.6,0.6,69.1,142,0
372,1,1.83,24,0.8,18.1,0.11,4.5,6.6,25.8,165,0.2
386,91.3,1.1,0.2,5.4,3.3,0.86,2.1,0.1,88.9,0,0
389,44.7,1.49,0,10.956,0.498,0.02,0.4,0,88.146,137,0
407,2.4,1.6,7,10,11,0.01,2.4,0.5,69.1,147,0
425,0.3,1.72,14.3,15.3,11.6,0.23,6.9,1.1,45.8,127,0
