Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
1764,11.4,1.52,5.6,19,13.6,0.18,5.7,1.7,54.3,20,0.1
7005,24.3,1.07,4.8,8.1,6.6,4.54,1.8,0.4,78.2,0,0
6720,19.7,0.98,16.5,0.4,0.2,1.95,82.5,0,0.4,28,0
4110,10.5,1.42,1.2,8.2,1.9,1.67,4.3,0,84.4,0,0
1603,0.98,1.75,8.4,9.1,26,0.07,6.7,20.3,21.1,135,8.4
6158,2.78,1.74,22.8,6.4,27.2,0.04,7.8,13.4,20.8,109,1.6
4064,1.74,1.56,3,2.7,16.1,0.39,2.4,7.3,68.5,190,0
182,0.07,1.67,18.4,14,1.5,0.03,2.9,0.2,62.7,71,0.3
5113,74.3,1.57,1.9,0.1,57.4,0.05,2.4,5.9,32.4,137,0
14593,2.63,1.14,75.5,2,3,0.53,9.6,0.2,9.6,104,0
6346,0.22,1.83,19.6,4.6,36.7,0.23,0.3,9,29.7,147,0.1
239,1.8,1.69,34.3,10.7,1.1,0.17,44.8,0.5,8.5,15,0.1
5449,2.47,1.54,17,9,22.6,0.32,9,4.2,38.2,23,0
4022,33.3,1.5,1.7,2.6,11.5,0.11,2.5,0.8,80.9,48,0
5244,13.1,1.76,1.2,11,36,0.03,6.8,9.6,34.7,86,0.7
6167,116.25,1.47,2.2,1.8,49.9,0.14,5.1,27.1,11.6,18,2.3
1836,8.44,1.27,1.2,53.5,9.6,2.14,8.8,1.9,25,0,0
4278,3.29,1.63,11.7,1.1,44.6,0.41,3.4,6.9,32.1,52,0.2
2368,5.26,1.65,15.8,27,11.2,0.14,6.2,2.8,36.2,43,0.8
15052,0.04,1.59,50.4,13.8,0.2,0.09,22.6,0,13,185,0
7095,0.07,1.46,46.2,6.4,2.4,0.86,30.6,0.2,14.2,20,0
4169,4.32,1.28,2.4,2.2,55.4,4.28,9.6,11.7,18.6,0,0.1
16506,59.8,1.59,0.7,1.6,45.3,0.07,1,3.7,47.7,13,0
4083,0.44,1.51,7.9,3.6,0.6,0.58,2.2,0,85.7,81,0
3880,2.24,1.33,10.2,6.1,3.1,3.2,2.7,0.1,77.8,43,0
15101,13.8,1.28,2.6,24,1,2.16,6.9,0.2,65.3,0,0
1613,4.18,1.64,16.3,14.7,14.4,0.05,9.7,14,22.9,56,8
2803,16.9,0.99,27.9,11.6,2,2.77,54.5,1.4,2.9,13,0.3
4799,0.29,1.73,13.9,1.8,40.8,0.13,0.7,3.9,38.9,112,0
9128,15.8,1.46,6.6,6.4,27.6,0.42,4.3,5.8,49.1,0,0.2
15379,0.13,1.69,18.6,7.5,27.4,0.46,1.7,2.8,42,119,0
1615,0.58,1.69,22.7,11.5,15.4,0.05,5.9,16.6,17.8,102,10.1
6968,30.2,0.67,17.9,4.1,16.3,11.26,0.1,7.1,54.4,0,0.1
5353,51.3,1.63,0.8,5.3,28.7,0.02,2.1,3.8,59.1,79,0.2
10897,26.3,2.21,4.8,17.2,16.4,0.66,7.9,5.1,47.8,15,0.8
574,106.5,0.62,19.5,3.4,6.4,8.65,10.7,0.5,59.5,0,0
2593,0.41,1.88,29.1,11.1,13.5,0.02,14.3,3.9,27.9,160,0.2
14456,18.4,1.59,0.7,35.2,1.5,0.1,0.6,0.3,61.7,94,0
2914,0.04,1.19,50.9,13.2,0.4,1.7,18.8,0.1,16.6,0,0
7252,1.97,1.76,15.8,4.2,21.5,0.36,2.3,4.9,50.8,107,0.5
2463,1.97,1.4,29.5,11.6,10.7,0.08,9.4,1.1,37.5,137,0.2
906,2.6,1.86,29.8,10.9,17.7,0.03,2.9,1.5,37.2,150,0
5631,0.18,1.76,33.7,7.1,17.7,0.06,6.5,2,33,196,0
15013,34.2,1.46,0.7,2.5,2.2,0.07,0.1,0,94.5,173,0
5971,0.07,1.75,19,12.6,22.8,0.09,2.3,3.2,40,168,0.1
5008,51.95,1.64,1.2,1.7,49.9,0.2,2.1,17.4,24.5,140,3.2
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
5575,25.85,1.57,1.3,13.7,11.8,0.26,4,1,68.2,18,0
1512,0.28,1.63,17.2,10,27.2,0.15,2.8,4,38.8,119,0
293,25.1,1.18,1.2,24.9,7.2,1.22,2.2,1.2,63.3,0,0
4943,25.95,1.61,2,8.2,31.7,0.24,3.9,11.4,41.4,23,1.4
2640,0.55,0.03,35,5,30.7,0.55,4.2,8,16.7,74,0.4
16559,39.4,0.86,8.8,7,1.1,8.26,20.8,0.1,62.2,0,0
283,105.5,1.03,1.9,3.7,14.1,0.22,6,2.1,72,0,0.2
16785,98.6,1.29,1.5,0.3,66.8,0.63,4.4,11.8,14.8,0,0.4
5954,38.8,1.67,1.4,0.6,36,0.06,1.8,31,11.6,96,17.6
11358,2.3,1.72,3.9,2.4,36.2,0.12,9.5,13.2,33.2,114,1.6
5120,20.35,1.59,4.3,1,57.7,0.34,3.5,7.6,25.5,68,0.4
4609,1.71,1.69,14.4,6.6,14.4,0.35,6.6,3.4,54.4,58,0.2
540,4.9,1.63,6.8,30.2,6.1,0.09,4.6,1.2,51.1,56,0
13401,21,1.52,0.3,25,13.3,0.22,2,1.4,58,38,0
14378,0.02,1.7,29.4,21,3.3,0.05,2.5,0.6,43.1,142,0.1
