Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
12799,7.23,1.39,3,18.9,7.9,1.33,2.9,0.9,66.4,0,0
4902,71,1.6,1.2,2.8,25.9,0.16,1.5,18.4,42.6,140,7.7
2753,7.03,1.19,8.2,5.6,34,4.37,0.3,7.2,44.5,8,0.2
7089,7.63,1.5,14.7,4.8,15.8,0.16,14.5,13,33.4,122,3.8
4812,25.65,1.47,9,3.1,12.1,2.87,4.1,1.6,69.6,89,0.5
1455,6.3,1.7,17.4,10.7,20.3,0.11,9.6,7.9,32.8,33,1.3
18064,3.55,1.62,0.5,18,16.6,0.15,5.1,4,55.6,86,0.2
3303,29.6,1.42,5.5,10.7,30.5,1.57,3.7,2.7,50.6,0,0
13140,105,1.59,0.1,0.1,74.3,0.21,0.6,2.2,22.7,0,0
3122,0.66,1.79,23.4,2.6,18.1,0.09,6.4,23.5,12.2,150,13.8
1546,124.5,1.52,0.7,1,63.8,0.03,0.1,16.1,18.2,74,0.1
6628,13.15,1.62,0.5,34.4,11.7,0.18,1.9,1.5,50,38,0
11516,0.01,1.74,26.1,4.7,27.7,0.04,2,2.2,37.3,152,0
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
9656,0.1,1.7,38.7,15.2,6.2,0.02,6.7,0.4,32.8,96,0
1287,0.02,1.22,73.3,7.6,2.8,0.16,4.4,0.1,11.8,71,0
6911,41.4,1.28,2.6,2.5,1.9,0.73,4.9,0.1,88,8,0
1138,0.27,1.6,21.8,7,23,0.04,7.6,4.6,35.4,99,0.6
9170,27.6,1.48,0.8,3.8,1,0.24,1.4,0,93,10,0
11088,0.12,1.73,17.7,2.9,7.6,0.02,1.3,0.5,70,150,0
5126,42.05,1.5,1.8,0.3,54.6,0.18,4.6,23.7,13.8,10,1.2
1925,0.46,1.44,44.2,8,6.86,0.04,11,1.4,28.2,165,0.4
6716,8.81,1.08,10.2,1.8,1.3,2.12,83.7,0.8,1.8,20,0.4
1578,105,1.59,0.9,0.3,65.8,0.08,0.2,3.6,29.1,122,0.1
1439,47.35,1.55,0.4,2.9,37.2,0.01,0.9,2.9,55.7,127,0
5987,61.15,1.61,0.4,5.4,52.8,0.05,3.1,4,34.3,74,0
4992,19.75,1.71,1.1,16.2,30.2,0.15,3.1,17,29.8,107,2.6
17695,19.7,1.64,4.7,19.8,18.6,0.11,12.7,5.6,38.2,28,0.4
42,9.77,1.5,1.74,21.13,16.02,0.5,3.7,3.81,53.22,24,0.38
8255,14.2,1.26,0.3,15.3,2,0.8,2.4,0.2,79.8,0,0
5777,20.7,1.6,2,11.4,16,0.13,4.7,1.3,64.6,18,0
10080,25,1.63,1.3,7.5,42.1,0.04,3.4,3.4,42.2,127,0.1
6463,0.5,1.57,29.3,11.4,9.4,0.17,5.1,0.6,44.2,94,0
1395,0.42,1.57,14.3,26.8,7.6,0.13,9.3,2.4,38,152,1.6
4145,0.13,0.49,24.6,5.5,28.8,5.18,5.6,1.7,33.7,0,0.1
508,6.6,1.28,4.4,1.3,48.9,2.48,7.8,15.3,21.8,64,0.5
3426,4.12,1.63,37.6,2.4,14.8,0.44,9.4,2.4,28.5,81,0.1
744,6.9,1.72,16.4,2.1,52.9,0.41,4,11.6,12.5,117,0.5
670,1.3,1.64,34,14.4,8.6,0.12,5.6,1.4,35.9,79,0.1
7316,5.51,1.5,2.1,18.9,18.6,2.04,6.5,1.4,52.5,10,0
5110,59.85,1.51,1.5,0,56.4,0.07,6,6.6,29.4,46,0.1
4870,5.16,1.26,18,7.5,2.3,2.27,9.3,0.8,61.9,0,0.2
6865,40.1,1.5,0.9,2,0.5,0.14,0.3,0,96.3,157,0
1216,18.2,1.5,2.4,16,15.4,0.6,4.6,0.9,60.7,0,0
2608,18.85,1.51,1.9,18.8,10.3,0.08,2.9,4,61.9,58,0.2
3867,1,1.78,9.5,20.4,24,0.06,6.1,7.2,32.4,165,0.4
1609,8.16,1.75,2.6,17,22.9,0.06,7.1,22.8,19,107,8.6
2880,1.11,1.01,13.7,11.1,0.7,6.72,18.3,0.1,56.1,36,0
5148,0.04,1.8,11,5.6,27,0.05,15.6,18.2,18,99,4.6
4793,53.25,1.5,1.1,1.6,32.5,0.1,1.1,2.4,61.2,114,0.1
4388,8.92,1.68,18,5.3,31.1,0.18,4.2,17,22.5,152,1.8
5956,19.7,1.68,6,0.6,30.4,0.04,2,33.6,7.8,142,19.6
1319,5.7,1.8,29,3.1,11.4,0.1,1.3,0.3,54.9,185,0
