"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
93,10.5,1.38,5.4,4.1,36.4,2.05,14.2,10.9,28.5,0,0.5
95,8.5,1.72,5.7,4.8,36.6,0.08,8.8,13.1,29.6,43,1.4
103,59.4,1.41,0.2,4,45.1,0.45,1.4,2.6,46.7,10,0
105,39.4,1.56,0.4,4.4,41,0.12,0.6,3,50.6,43,0
112,42.4,1.27,1.7,2.9,14.4,1.62,4.8,0.6,75.5,0,0
113,25.6,1.63,0.7,3.2,14.6,0.09,2.3,0.6,78.4,18,0
115,15,1.53,3.4,2.9,13.9,0.18,2.3,0.6,76.7,102,0
126,23,1.57,3.4,11,14,0.43,2.3,0.6,68.7,20,0
128,26.1,1.54,1.8,11.8,13.5,0.2,0.8,0.7,71.4,104,0
133,56.5,1.52,0.7,6.3,21.5,0.16,1.3,0.4,69.8,10,0
134,37.1,1.57,0.9,6.2,20.3,0.06,1.1,0.4,71.1,61,0
136,93.3,1.49,1.9,1.8,53.93,0.6,1.8,5.4,35.1,0,0.1
139,88.1,1.51,3,2,51,0.1,0.6,5.1,38.1,102,0.2
142,56.5,1.42,1,5.6,9.7,0.32,1.1,0.5,82.1,10,0
144,55.2,1.47,0.9,5.3,10.3,0.1,0.3,0.6,82.6,56,0
146,64.4,1.49,0.5,4.2,11.3,0.05,0.6,0.6,82.3,142,0
149,61.1,1.34,1,4.7,14.7,0.18,0.7,1.4,77.5,25,0
150,47.3,1.46,0.6,4,15.3,0.05,0.8,1.6,77.7,66,0
154,25.6,1.5,0.9,8.6,17.4,0.2,1.1,1.7,70.2,8,0.1
161,12.5,1.66,6,1.7,12.5,2.15,4.1,0.9,74.5,107,0.1
162,71,1.46,0.7,1,41.7,0.67,2,5.1,49.3,0,0.2
163,41,1.55,0.5,2.3,35.5,0.03,0.6,5.1,55.7,8,0.3
167,21.9,1.66,5,3.1,24.1,0.5,2.8,3.9,60.8,112,0.3
168,22.8,1.68,1.6,2.9,29.4,0.06,0.8,5.4,59.6,137,0.3
170,13.5,1.53,1.3,8.9,11.8,0.75,1.1,1.7,75.1,74,0.1
175,1,1.64,3.3,5.8,26.6,0.17,2.8,2.6,58.8,28,0.1
178,0.95,1.72,9,4.7,26.4,0.18,3.8,2.8,53.2,61,0.1
181,24.4,1.55,0.4,15.3,2.6,0.04,1.4,0.1,80.2,20,0
182,0.07,1.67,18.4,14,1.5,0.03,2.9,0.2,62.7,71,0.3
187,161,1.54,0.2,0.2,73.1,0.12,0.4,8.9,17,20,0.2
196,11.8,1.54,1.1,18.9,5.2,0.14,7.3,0.5,67,33,0
198,7.3,1.4,5.6,18.2,5,1.25,7.5,0.5,63.2,64,0
199,4.2,1.51,4.3,18.5,5,0.77,7.1,0.5,64.5,74,0.1
206,1.8,1.55,15.5,5.5,47.4,0.98,2.8,9.6,18.8,74,0.4
209,19.1,1.48,1.4,27.5,18.3,3.09,7.8,2.6,42.2,0,0.2
210,15.4,1.49,0.5,32.1,17,0.46,3.2,2.7,44.3,20,0.2
221,34.6,1.48,5.2,9.4,15.9,0.66,3.4,0.9,65.1,64,0.1
222,6.2,1.54,10.4,9.3,13.8,0.36,3.1,0.9,62.5,89,0
223,1.1,1.63,26.8,8.3,11.7,0.18,1.7,0.7,50.7,102,0.1
225,12.7,1.37,1.8,13.6,15.4,1.3,4.8,0.7,63.7,0,0
226,15.6,1.5,1,15.3,14.9,0.48,3,0.7,65,8,0.1
230,13.2,1.46,4.1,14.8,13.1,0.82,4.1,1,62.9,79,0
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
239,1.8,1.69,34.3,10.7,1.1,0.17,44.8,0.5,8.5,15,0.1
241,1.4,1.59,57.1,9.4,0.8,0.07,23.4,0.3,8.9,96,0.1
247,29.6,1.58,6,8,27,0.05,8.7,21,23.2,160,6.2
249,12.1,1.51,3.5,20.4,15.3,1.26,6.7,2.8,51.2,0,0.1
259,0.7,1.28,26.1,3.6,3.6,0.47,29.9,0.4,36.4,56,0
260,0.1,1.48,11.3,3,5.8,0.08,4.5,0.7,74.7,127,0
264,0.1,1.32,46.2,13.7,0.7,0.04,18.2,0.1,21.1,173,0
269,1.3,1.56,14.6,9.8,8.7,0.08,3.5,3.2,60.1,64,0.1
273,9.3,1.54,7,22.6,10.3,0.09,5.1,2.5,52.3,79,0.2
278,7.9,1.63,21.9,4.3,29,0.03,1.9,2.4,40.5,190,0
283,105.5,1.03,1.9,3.7,14.1,0.22,6,2.1,72,0,0.2
288,58.8,1.36,0.5,3.7,5.1,0.09,0.4,0.2,89.9,51,0.2
291,33.8,0.11,2.4,4.7,3.7,0.26,5.3,1,82.8,15,0.2
297,4.4,1.5,2.9,24.8,6.4,1.17,4.2,1.1,60.6,76,0
304,12.3,1.51,3.2,18.9,13.2,0.44,6.6,2.3,55.6,38,0.2
309,1,1.14,19.8,7.7,30.5,4.11,7.6,3.3,31,10,0.1
311,0.6,1.29,22.6,7.1,31.4,1.01,7.1,4.3,27.4,71,0.1
314,27.6,1.53,0.6,1.6,11.9,0.18,1,0.9,84,10,0
319,3.7,1.39,0.3,1,7.4,1.75,6.6,0.7,84,170,0
321,0.2,1.7,12,22.4,14.3,1.34,17.8,5.4,27.2,0,0.9
325,14.5,1.24,7.2,16,16.2,0.98,18.7,5.9,35.5,0,0.4
332,25.9,1.53,1.1,5.6,41,0.28,4.1,3.9,44.3,51,0
344,7.3,1.7,3.5,8.5,32.8,1.28,3.2,2.9,49.1,13,0
345,24.1,1.68,2.6,5.5,40.8,0.08,2.3,7.3,41.3,25,0.2
349,3.5,1.86,9.4,3.7,29.4,0.02,2,2.1,53.3,152,0.1
350,0.7,1.87,21.4,3.2,21.6,0.01,2.8,1.6,49.3,168,0.1
354,31.6,1.37,0.6,4.8,12,0.94,2.5,0.6,79.5,0,0
358,22.3,1.55,0.7,25.7,3.7,0.27,2.7,0.1,67,10,0.1
359,11.5,1.6,2.7,24.5,3.6,0.15,5.4,0.3,63.4,25,0.1
365,7.9,1.63,5.3,1.5,46.6,0.24,1.7,6.3,38.4,10,0.2
367,3.3,1.63,11.7,1.1,44.6,0.41,3.4,6.9,32.1,51,0.2
370,1.6,1.81,18.8,0.9,41.2,0.11,3.7,8.4,26.5,124,0.5
374,32.8,1.17,2.2,6.9,26.1,1.45,11,2.4,51.3,25,0.1
384,41.1,1.61,1,0.9,70.6,0.07,4.6,7.3,15.5,137,0.1
385,74.5,1.57,2.1,0.5,77.7,0.15,5,5.8,8.9,162,0
393,30.9,1.44,7.2,15.9,14.1,0.21,5.5,1.9,55.3,53,0.1
402,25,1.26,4.5,11.5,12,1.49,7.6,2.9,58.8,0,0.1
403,6.3,1.4,3.3,13.3,11.4,0.81,10.5,3.2,58.1,10,0.2
409,2.8,1.67,17.1,19,14.2,1.13,16.1,4.3,28.8,0,0.5
413,18.7,1.61,2.4,9.2,17.9,0.16,3,1.9,65.6,5,0
415,54.5,1.29,2.8,2.6,53.2,2.34,1.7,5.1,34.5,0,0.1
420,1.5,1.3,17.9,11.6,20.2,2.56,15,1.7,33.6,15,0
423,0.7,1.81,17.9,10.6,17.4,0.18,15.8,1.2,37.1,91,0
424,0.5,1.72,12.1,13.9,20.6,0.19,5.8,1.4,46.2,190,0
428,34.5,1.2,1.1,6.4,18.8,0.83,1.2,1.4,71.1,0,0
429,28.6,1.45,0.3,7.4,17.8,0.16,1.2,1.3,72,10,0
430,42.4,1.53,0,7,18.9,0.04,1.4,1.4,71.3,23,0
432,2.8,1.52,10.6,6.7,13.7,1.37,5.9,1,62.1,178,0
454,0.1,1.69,20.5,9.6,18.1,0.29,6.6,2,43.1,74,0.1
459,0.8,0.9,31.4,5.6,8.2,3.05,37.7,1.1,15.9,53,0.1
460,1.4,1.15,54.4,4.8,10,0.4,16.4,1.2,13.2,71,0
462,0.6,1.28,44.5,6.4,12,0.24,17.1,1.6,18.4,130,0
463,1.1,1.19,51.5,4.4,11.2,0.15,17.7,1.2,14,155,0
464,1.4,1.23,52.3,4.8,11.6,0.08,15.7,1.6,14,185,0
466,21,1.46,7,12.3,26.9,0.16,6,2.3,45.5,23,0
476,120.3,1.34,3.2,1.7,48.7,0.89,2.6,21.2,21.9,0,0.7
482,68.3,1.31,1.5,19.1,26.6,0.31,4.9,6.2,41.5,0,0.2
488,218,1.3,0.3,0,75.6,0.13,1.8,5,17.3,8,0
489,143,1.45,3,0.2,70.2,0.3,3.3,3.5,19.8,41,0
490,292,1.31,1.9,0.1,72.4,0.1,3,4,18.6,61,0
491,125,1.48,0.8,0.1,71.8,0.05,3.4,3.6,20.3,99,0
492,106,1.49,0.8,0.1,74.2,0.06,1.4,4.3,19.2,140,0
493,149,0.99,3,5.5,49.7,1.01,2,9.2,30.4,0,0.2
497,61.1,1.54,3.4,7,43.9,0,2,8.8,34.2,104,0.7
501,30.6,1.63,0.5,4,29.9,0.08,0.7,2,62.9,43,0
504,115,1.24,1.1,1.4,56.4,2.55,3.3,17.5,20,0,0.3
505,113.1,1.28,0.5,1.2,55.9,0.7,2.7,17.2,22.2,8,0.3
514,5.3,1.68,8.2,15.4,20.6,0.2,12.2,6.7,36,36,0.9
520,24,1.32,7.9,13.7,19.3,0.51,8.7,5.2,44.7,25,0.5
528,21.7,1.61,3.2,0.2,65.6,0.36,5.2,5,20.8,64,0
530,27.9,1.52,0.9,9.7,26.7,0.71,5.4,2.3,55,0,0
532,20.7,1.59,4.8,9.2,39.5,0.12,4,5,37.4,53,0.1
533,1.7,1.56,15.7,8.1,30.8,0.14,9.5,4.3,31.4,79,0.2
538,7.4,1.56,5.5,29,7.6,0.22,5.8,1.6,50.4,13,0.1
539,11,1.57,6,29.1,6.7,0.18,4.2,1.1,52.8,33,0.1
541,6.4,1.57,16.3,26.9,5.3,0.15,3.9,1,46.5,76,0.1
544,0.4,1.61,19.8,22.5,0.9,0.03,1.3,0.2,55.3,190,0
545,26.9,1.33,1.9,21.4,2.7,0.57,1.9,0.6,71.4,0,0.1
547,26.1,1.38,1.3,36.3,2.4,0.04,3,0.4,56.6,61,0
549,1.3,1.67,14.4,35.4,2.4,0,4.4,0.4,43,150,0
551,12.1,1.46,1.3,4.9,6.7,2.18,6.3,0.7,80.1,0,0
553,30.2,1.45,0.8,4.1,6.9,0.28,2.4,0.6,85.1,33,0.1
558,74.2,1.12,2.6,14.6,24.5,2.81,9.5,1.6,47.2,0,0
580,11.3,1.56,11.9,10.5,28.4,2.04,4.2,3.2,41.7,0,0.1
583,1,1.61,12.8,9.9,30.8,0.29,4.3,3.5,38.4,56,0.3
584,1,1.65,11.3,9.1,32,0.21,5.2,3.3,39,71,0.1
587,43,0.91,3.1,5,32.4,6.35,18.5,3.6,36.5,0,0.1
588,14.8,1.54,1.9,6.3,39.8,0.49,5.4,4.5,42,30,0.1
589,11.7,1.63,3.6,6.5,37.5,0.95,5.1,4.2,43,46,0.1
591,5.3,1.63,2.6,6.5,36.4,0.39,5.3,4.5,44.6,86,0.1
592,0.4,1.66,16.8,5.9,30.1,0.58,5.6,3.5,38,122,0.1
595,3.7,1.69,4.8,3.7,41.2,0.6,3.5,7.4,39.1,0,0.3
598,3.8,1.66,11,5.1,32.3,0.11,5.5,5.2,40.7,53,0.2
599,3.8,1.63,10.2,3.7,35,0.14,4.3,6.2,40.3,68,0.3
602,4.2,1.68,3,7.8,35.5,0.58,5.7,5.3,42.6,20,0.1
603,10.9,1.6,3.1,7.2,36.3,0.34,5.3,5.7,42.2,30,0.2
606,0.4,1.69,14.2,7.7,29.1,0.09,6.3,4.3,38.3,76,0.1
607,13.8,1.57,7.4,6.7,34.9,0.07,6.9,5.2,28.7,199,0.2
608,10.1,1.55,4.1,6.5,36,0.1,10.7,5.4,37,137,0.3
613,1.1,1.48,16.6,4.3,22.2,0.13,5.7,8.3,41.8,68,1.1
617,0.6,1.69,3.5,4,30.1,0.16,1,9.6,50.7,180,1.1
623,39.4,1.63,0.4,1.3,55.3,0.1,0.5,6.7,35.2,28,0.6
627,9.9,1.48,1.7,32.7,1.9,0.73,2.9,0.1,60.7,30,0
628,13.1,1.55,1.3,24,1.7,0.3,2.7,0.1,70.2,46,0
633,28.6,1.69,0.9,5.4,37,0.08,0.3,5.4,50.8,30,0.2
637,0.1,1.77,12.2,5.2,32.2,0.26,1.3,4.8,43.8,157,0.5
638,37.1,1.48,0.7,8.4,30.5,0.68,3.8,2.6,54,0,0
639,49.6,1.51,0.4,6.8,32.2,0.08,3.2,2.8,54.6,18,0
645,9.2,1.46,4.2,7.2,3.1,0.56,5.1,0.1,80.3,30,0
646,3.9,1.46,4.5,7.3,3.1,0.63,5.1,0.2,79.8,56,0
648,0.3,1.63,15.9,5.3,3.7,0.14,3.6,0.2,71.3,114,0
653,0.4,1.75,41.8,11.1,11,0.11,10.8,5.1,19.2,41,1
655,1.1,1.69,21.1,1.6,45.4,0.06,1.1,13.4,16.8,168,0.6
656,12.1,1.6,3.8,3.9,4.9,0.12,1,2.1,84,33,0.3
657,20.2,1.15,9.1,27.3,9,1.49,27.8,2,23.3,0,0.3
662,3.6,1.67,15.3,8.9,12.8,0.34,5.9,1.4,55.7,23,0
670,1.3,1.64,34,14.4,8.6,0.12,5.6,1.4,35.9,79,0.1
671,3.3,1.61,31.4,14.1,11.1,0.06,3.1,1.8,38.4,112,0.1
672,0.1,1.67,37.7,13,10,0.05,2.6,1.5,35,147,0.2
675,3.9,1.65,13.7,10,23.8,0.4,8.2,2.7,41.5,18,0.1
676,1.2,1.58,25,9.1,20.5,0.19,6.8,2.6,35.9,36,0.1
679,5.8,1.32,72.4,3.4,0.6,0.08,20,0.2,3.4,162,0
681,6.8,1.46,2.3,10.9,1,0.68,5.6,0.1,80.1,15,0
687,7,1.58,17,7.6,22.8,0.66,8.4,5.7,38.1,13,0.4
692,16.1,1.55,0.4,13.4,30.3,0.97,0.5,3.9,47.4,10,0.2
701,2.6,1.54,18.3,11.2,26.1,0.13,6.3,2.4,35.6,66,0.1
706,171,1.19,4.4,0.4,66.2,1.32,4.8,7.1,17.1,0,0
712,9.2,1.59,11.7,14,18.6,0.15,13.7,4.6,36.8,30,0.6
715,7,1.67,21.6,13.8,18.3,0.04,10.6,5.5,29.3,66,0.9
723,21.3,1.5,2.7,10.3,17.4,0.42,1.8,2.1,65.7,31,0
724,25.1,1.16,2.5,19.4,0.6,2.56,15.5,0.1,61.9,0,0
728,0.4,1.45,22.4,17.3,0.3,0.08,7,0.1,52.9,112,0
735,8.8,1.65,5.5,0.7,62.1,0.22,0.9,5.5,25.3,157,0
736,14.5,1.68,9.7,0.6,62,0.67,2.3,8,17.4,193,0
740,72.3,1.62,0.4,2.2,64.5,0.16,0.9,14.3,17,30,0.7
742,29.5,1.45,4.9,1.8,60.4,1.37,4.3,14.2,13.7,84,0.7
758,7,1.29,3.1,14.3,18.3,1.08,6.8,2.3,55.1,0,0.1
763,0.2,1.86,15.6,12.1,17.6,0.04,4.5,2.4,47.8,155,0
768,11.8,1.47,3,12.3,24.6,1,4.8,2.8,52.4,53,0.1
770,3.3,1.72,22.2,9.5,20.3,0.13,4.6,1.8,41.6,104,0
771,20.7,1.48,1.2,4.4,41.2,1.02,2,4.2,47,0,0
779,4.6,1.49,3.2,12.8,25.7,1.31,6.4,3.6,48.2,56,0.1
780,9.6,1.51,2.7,13.1,25.7,1.32,4,3.5,50.9,61,0.1
781,17.5,1.64,0.9,13,27.7,0.29,3,3.8,51.5,68,0.1
782,19.3,1.67,0.8,12.6,27.4,0.08,3.3,3.5,52.4,81,0
784,5.4,1.62,8.4,11.2,26.5,0.14,3.1,3,47.7,152,0.1
789,2.4,1.44,4,21.6,3.3,1.38,5.5,0.1,65.4,56,0.1
797,9.5,1.48,4.3,18.9,2.6,2.17,6,0.1,68.1,43,0
798,9.2,1.7,2.6,26.9,2.8,0.78,3.3,0.1,64.3,53,0
800,1.1,1.75,20.6,23.8,2.1,0.39,4.4,0.1,48.9,122,0.1
802,16.4,1.53,0.4,18.9,25.4,0.28,4.5,1.6,49.2,15,0
804,5.9,1.36,5.2,18.1,19.1,2.61,8.9,1.5,47.2,53,0
810,36.8,1.49,0.5,2.6,0.5,0.04,0.2,0.1,96.1,10,0
812,62.4,1.12,1.8,2.3,2.2,1.52,0.8,0.1,92.8,0,0
817,19.9,1.5,0.5,14.2,2.6,0.25,1.4,0.2,81.1,10,0
818,28.3,1.54,0.4,12.7,2.6,0.09,1,0.1,83.2,43,0
820,0.1,1.6,17.1,11.2,1.8,0.25,3.1,0.1,66.7,91,0
827,2.6,1.75,14.4,0.9,43.3,0.14,1.9,9,29.8,114,0.7
828,14.7,1.37,3.6,16,19.2,1.46,9.1,5.6,45.8,13,0.7
829,11.5,1.46,3.6,15.4,20,0.4,7,6.4,46.9,58,0.7
831,2.3,0.66,6.2,1.4,42,7.96,19.2,5,26,64,0.2
834,21.4,1.31,1.6,24,11.1,0.83,7.1,2.6,53.4,0,0.2
835,14.4,1.44,0.7,26.4,11.3,0,6.7,3,51.7,15,0.2
836,8.8,1.33,5.5,24.3,10.8,0.76,8.1,2.4,48.7,36,0.2
839,6.2,1.59,2.6,26.2,11.5,0.11,5.4,3.5,50.3,66,0.5
844,65,1.5,0.2,4.1,17.7,0.01,0.7,0.3,77,76,0
849,26.9,1.08,3.3,4.2,0.5,4.08,1.1,0.1,90.8,0,0
855,0.1,1.74,17.7,2.9,7.6,0.02,1.3,0.5,70,150,0
857,15.3,1.68,0.8,8,34.5,0.08,3.3,3.9,49.4,38,0.1
858,0.5,1.59,23.1,5.7,25.1,0.23,8.2,3.5,34.4,71,0
861,12.6,1.56,1.4,12.1,0.4,0.14,4.2,0.1,81.8,46,0
865,19.5,1.38,0.4,26.2,1.5,0.48,2.5,0.2,69.2,0,0
868,15.4,1.63,1.2,40.1,1.3,0.31,2.7,0.2,54.5,68,0
872,7.7,1.58,6.7,26.3,7.6,0.16,5,1.3,53,48,0.1
889,0.3,1.51,26.2,24.7,2.9,0.42,6.2,0.1,39.9,76,0
891,0.2,1.71,13,25.1,3.4,0.05,5.1,0.1,53.3,112,0
898,1.1,1.61,39.7,11.6,9.8,0.07,3.7,1,34.2,157,0
899,27.1,1.43,0.5,15.3,28.2,1.68,4.3,2.9,48.7,0,0.1
906,2.6,1.86,29.8,10.9,17.7,0.03,2.9,1.5,37.2,150,0
911,8.5,1.55,2.9,8.8,30.3,0.79,5.6,3.1,49.2,46,0.1
915,0.1,1.8,16.8,6.3,26.7,0.09,3.7,2.7,43.7,142,0.1
916,0.1,1.67,29.8,5,25.8,0.08,1.3,2.4,35.8,157,0.1
919,9.5,1.58,1.4,24.2,4.8,0.34,2.5,0.2,66.9,20,0
921,12.7,1.4,3.8,23.6,3.6,2.32,8.3,0.1,60.5,48,0.1
937,21.7,1.68,0.9,3.2,43.6,0.14,2,3.3,46.9,56,0.1
942,34.6,1.33,0.8,5.3,2.1,0.15,1.5,0.1,90.2,28,0
944,51.3,1.32,0.5,4.2,0.7,0.13,0.5,0,94.1,68,0
949,8.3,1.56,2.3,2.1,4.2,0.74,3.2,0.5,87.7,66,0
952,21.3,1.58,1.1,6.2,52.1,0.35,1.2,6.8,32.5,0,0.1
955,0.5,1.84,25.4,3.8,26.1,0.08,21.3,4.3,19,66,0.1
960,1,1.71,9.8,1.1,51.3,0.14,2.3,14.4,20.7,48,0.4
961,1.5,1.78,12.9,1.4,44.3,0.14,8.5,13.9,17.6,64,1.4
962,0.3,1.72,11.8,0.7,46.2,0.14,7.8,17.8,14.6,81,1.1
984,3.4,1.6,5.9,7.9,41.1,0.05,2.3,4.9,37.7,155,0.2
993,0.1,1.52,18.1,23.7,6.1,1.02,18.7,2,31.1,10,0.3
995,0.3,1.56,22.6,19,7.3,0.09,10.8,1.5,38.5,183,0.3
997,1.4,1.65,1.1,19.8,13.2,0.32,11.2,2.8,51.6,13,0.3
1007,52.6,1.55,3.7,5.3,30.3,0.06,1.6,4.4,54.5,102,0.2
1012,35.2,1.3,2,22.5,17.7,1.09,6.8,1.2,49.8,0,0
1013,14.1,1.52,2.8,21.2,19.1,0.44,5.2,1.3,50.4,8,0
1020,0.22,1.69,18.8,18.6,14.4,0.18,4.2,1.1,42.9,112,0
1027,14.5,1.43,0.8,20.4,18.6,0.57,2,1.8,56.4,15,0
1029,6.36,1.4,4.2,23,15.4,1.61,4.3,1.6,51.5,64,0
1030,9.56,1.59,2,21.2,16.4,0.53,3.1,1.5,55.8,76,0
1032,3.47,1.56,4.4,26.6,16.1,0.4,6.8,2.4,43,117,0.7
1033,4.07,1.5,3.1,19.3,16.7,0.45,4.2,2.1,54.5,137,0.1
1034,17.45,1.38,0.9,23.3,16.8,1.44,1.5,1.6,55.9,0,0
1036,19.35,1.51,0.3,25,13.3,0.22,2,1.4,58,38,0
1038,16.55,1.61,0.4,15.5,16.8,0.44,1.7,1.6,64,147,0
1044,0.01,1.64,17.8,19.6,13.5,0.3,2.8,2.6,43.7,51,0
1045,0.25,1.65,11.8,19.9,14.5,0.23,3.2,2.8,47.6,68,0.2
1048,1.07,1.67,8.6,23,12.6,0.2,4.1,2.4,49.3,193,0
1049,0.06,1.63,8.3,24.4,9.9,1.1,14.1,1.4,41.9,64,0
1053,20.05,1.51,1.6,20.9,20,0.64,1.9,2.3,53.2,13,0.1
1055,29.6,1.53,1.1,22.3,18.4,0.21,1.4,2.4,54.3,127,0.1
1062,0.14,1.79,11,13.5,30.1,0.12,4.9,3.3,37,112,0.2
1064,9.34,1.58,1,40,11.6,0.22,2.8,1,43.6,15,0
1068,8.18,1.59,1.2,44.1,10.9,0.33,3.8,1.1,38.9,114,0
1072,85.2,1.48,0.4,2.8,58.2,0.28,1.2,3.9,33.5,0,0
1074,41.4,1.59,0.4,3.5,52.7,0.06,1,4.5,37.9,33,0
1075,2.56,1.61,15.3,4.4,42,0.18,4.9,3.4,30,46,0
1077,18.4,1.53,1.1,12,30.6,0.18,3.8,2.6,49.9,13,0
1080,15.76,1.56,12.1,10.4,29.4,0.35,6.1,3.2,38.8,48,0
1081,2.8,1.69,22,9.6,23.4,0.27,14,1.6,29.4,58,0
1087,24.95,1.61,0.4,5.4,28,0.07,1,3.6,61.6,13,0
1101,36.8,1.56,0.3,5.6,25.7,0.03,0.5,2.8,65.1,8,0
1108,49.95,1.43,0.4,4.4,41.6,0.1,1.8,3.3,48.5,8,0
1109,15.45,1.5,6,4.1,39.3,0.17,2.9,2.8,44.9,38,0
1115,0.05,1.72,25.2,8.2,13.8,0.21,9,3,40,38,0.8
1117,0.04,1.88,8.3,6.4,6,0.07,42.1,3.8,31.2,142,2.2
1121,2.01,1.65,5.8,7.6,22.2,0.3,6.2,2.8,55.2,28,0.2
1122,34.85,1.62,0.6,7.4,24,0.04,1.5,2.4,64.1,43,0
1123,31.25,1.64,0.6,6.8,24.9,0.03,1.3,2.9,63.5,74,0
1128,0.17,1.7,21.1,1.8,27.4,0.17,2.5,4,42.8,84,0.4
1130,22.35,1.38,0.7,6.8,32.8,1.43,8.6,2.3,48.6,0,0.2
1131,14.5,1.52,0.4,6.5,33.4,0.24,3.4,8,48.1,10,0.2
1135,30.25,1.19,16.1,8.7,20.5,2.6,11.5,3.8,39.2,0,0.1
1138,0.27,1.6,21.8,7,23,0.04,7.6,4.6,35.4,99,0.6
1140,88.1,1.13,2.4,6.4,40.2,2.04,0.5,2.2,48.3,0,0
1142,40.8,1.5,0.7,6.7,41.4,0.12,0.6,2.4,48.2,28,0
1143,30.9,1.58,1.1,7.4,38.8,0.23,1.5,2.4,48.8,56,0
1151,38.1,1.46,0.7,8.3,9.8,0.22,1.1,0.7,79.4,10,0
1156,0.37,1.69,11.5,5.3,9.1,0.15,1.3,0.6,72.2,132,0
1158,102,0.97,1.53,5.44,40,2.17,0.5,7.8,44.6,0,0.2
1162,0.67,1.75,6.5,4,39.7,0.2,2.9,8.6,38.1,46,0.2
1163,0.75,1.7,13.9,4,35.2,0.13,2.1,7.5,37.1,84,0.2
1168,7.36,1.65,0.6,4.2,30.7,1.77,5.8,9.3,48.9,107,0.5
1174,30.2,1.57,1.3,3.4,23.2,0.16,0,2.9,69.1,36,0.1
1177,41.4,1.61,1.5,3.5,21.1,0.16,0,2.8,71,48,0.1
1199,12.07,1.65,1,11.6,17.3,0.11,2.7,2.1,65.3,53,0
1200,6.36,1.72,2.7,11.5,16.3,0.23,3.2,1.8,64.5,76,0
1203,54.9,1.41,1.4,6.6,21.4,0.55,1,1.3,68.3,0,0
1211,1.21,1.51,7.1,17.2,14.7,0.22,5.1,1.3,54.5,58,0.1
1214,38.5,1.6,38.9,9.1,12.4,0.15,2.7,1.1,35.6,124,0.2
1218,6.1,1.63,3.9,15.7,14.8,0.12,3.3,1,61.3,56,0
1222,14.9,1.49,3.7,12,12.6,1.43,6.1,0.6,65,0,0
1223,23,1.57,3.4,11,14,0.43,2.3,0.6,68.7,20,0
1224,25.85,1.55,2.5,11,14.4,0.11,1.7,0.6,69.8,36,0
1225,26.05,1.55,1.8,11.8,13.5,0.2,0.8,0.7,71.4,104,0
1234,10.33,1.57,0.4,52,3.8,0.02,4.1,0.1,39.6,160,0
1247,20.15,1.57,2.2,12.9,9.8,0.33,1.7,0.8,72.6,58,0
1253,24.55,1.55,0.7,15.2,18.4,0.13,0.6,1.7,63.3,25,0.1
1255,22.75,1.51,2.7,12.8,17.6,0.74,1.1,1.5,64.2,81,0.1
