Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
10747,18.1,1.35,0.3,9.2,28.6,0.94,2.6,1.9,57.4,13,0
13011,47.3,0.81,29,4.2,13,11.89,2.8,5.4,45,132,0.6
1873,0.14,1.58,48.8,10.4,7.2,0.16,7.2,1.4,24.8,91,0.2
2468,23,1.54,5.8,7,31.1,0.25,9.3,19.5,25.7,79,1.6
4991,0.58,1.25,35.5,14.1,17.6,0.28,8.2,6.6,17,157,1
4283,0.98,1.83,24,0.8,38.1,0.11,4.5,6.6,25.8,166,0.2
5954,38.8,1.67,1.4,0.6,36,0.06,1.8,31,11.6,96,17.6
6225,19.95,1.66,6.1,19.8,18.4,0.06,11.3,6.6,36.6,58,1.2
5150,0.11,1.7,20.7,10.2,13.8,0.01,35.1,8,11.4,185,1
4719,23.05,1.65,1.5,13.4,30.6,0.1,4.2,7.1,42.9,68,0.3
6116,0.05,1.02,17.2,2.8,1.2,2.11,77,0,1.8,28,0
1891,1.2,1.61,4.2,19.4,3.4,0.71,0.8,0.4,71.8,130,0
9475,63.1,1.56,0.3,0.4,61,0.03,0.6,10.4,26.9,142,0.4
5538,14.05,1.51,1.1,29.6,18.2,0.02,5.6,2,43.4,76,0.1
4242,90.7,1.46,1.2,0.6,50.1,0.42,1.3,7.7,38.9,15,0.2
2770,0.24,1.38,9.4,4.7,34.4,1.57,5.4,12.4,32.9,66,0.8
3724,0.04,1.47,30.6,16.4,11.6,0.37,14.2,0.8,26.4,162,0
17005,17.1,1.67,1.5,15.6,23.5,0.22,4,3.5,51.8,64,0.1
4422,2.08,1.5,30.5,30.2,0.5,0.18,4.2,0,34.6,43,0
1545,101,1.63,0.4,1.1,66.6,0.08,0.1,8.9,22.9,8,0
14202,51.3,1.17,1.2,6,22.8,3.14,4.5,4.8,60.6,0,0.1
3056,2.89,1.59,22.2,16,16,0.16,14.4,5.6,25.4,23,0.4
1930,13.1,1.46,1.8,9.5,3.2,0.49,2.1,0.3,83.1,0,0
11465,65.7,1.46,0.2,2,4.7,0.09,2.1,0.1,90.9,81,0
6406,23,1.57,1,9.2,16,0.12,1.5,0.6,71.7,8,0
2548,0.28,1.65,43,10.4,13.4,0.11,8.4,4.4,19.6,102,0.8
5203,41.75,1.53,1.5,2.5,38.4,0.45,1.7,14.2,39.4,185,2.3
4397,1.14,1.59,18,31.9,0.8,0.2,24.7,0.1,24.5,43,0
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
4533,3.86,1.68,19.1,3.2,17.4,0.12,5.1,6.4,46.6,119,2.2
17272,16.4,1.46,0.8,20.3,8.9,0.04,2.3,0.7,67,74,0
479,87.4,1.45,2,2.3,43.5,0.06,1.5,20.3,28.9,104,1.5
4873,16.01,1.43,25.5,7.8,7.4,0.34,6.9,10.4,35.6,51,6.4
4564,0.19,1.02,29.9,8.6,9.6,0.89,32.1,2.8,16.8,36,0.2
2966,1.77,1.52,12.9,9.6,0.6,0.07,4,0,72.9,168,0
460,1.4,1.15,54.4,4.8,10,0.4,16.4,1.2,13.2,71,0
1894,0.87,1.56,5.7,14.4,20.4,1.69,13.3,4.5,41.5,53,0.2
5284,0.44,1.91,23.8,15.2,15.5,0.04,3.7,0.9,40.9,127,0
3424,105.1,0.75,19.6,2.8,21,8.48,16.4,3,37,0,0.2
11135,5.55,1.22,5.7,34.6,7.2,1.57,5.9,1.5,44.9,0,0.2
11981,13.1,0.99,1.4,4.7,40.6,1.5,5.3,5.8,42.2,0,0
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
15895,15.5,0.84,26.6,3.2,3.7,5.9,8,0.4,58.1,8,0
6505,6.36,1.73,3.1,3.5,4.4,1.12,11.4,0.1,77.5,152,0
7171,140.5,1.52,1.9,1.8,40.5,0.37,1.1,0.7,54,15,0
4548,0.24,1.44,37.1,5.4,6.8,0.17,23.1,8.8,7.6,109,11.2
1093,0.05,1.69,14.4,6,13.4,0.21,17.8,1.8,46.4,130,0.2
6171,284,1.41,3.8,1.6,37.4,0.22,2.6,44.6,6.4,168,3.6
8905,8.41,1.66,0.3,20.6,20,0.15,5,4.7,49.3,13,0.1
1647,8.27,1.63,23.4,7.6,22.1,0.08,5.2,18.2,19,112,4.5
15243,0.27,1.61,17.7,17.6,12.9,0.07,6.2,4.2,41.1,76,0.3
1761,2.16,1.71,11.7,15.8,13.6,0.06,2.8,2.4,53.5,168,0.2
5963,0.01,1.67,43.3,9.4,8.2,0.11,19.9,3,15.8,117,0.4
4389,3.87,1.27,11,29.2,0.7,3.28,36.5,0.2,22.3,0,0.1
17425,9.86,1.26,1.4,4.7,40.6,1.5,5.3,5.8,42.2,0,0
3052,23.59,1.58,23.3,7,24.2,0.13,8.1,12.8,22.8,76,1.8
11019,11.2,1.15,9.1,3.5,15.5,3.53,6.2,2,63.5,68,0.2
4749,0.44,1.43,26.2,1.8,29.8,0.09,4.7,3,34.5,160,0
401,21,1.46,8.3,9.6,28.8,0.05,3.6,3.4,46.2,137,0.1
6618,38.1,1.25,2.2,18,19.3,1.12,5.2,3,52.2,0,0.1
2779,0.35,1.63,10,3.24,29.5,0.22,4.8,12.1,39.2,157,1.2
6910,0.02,1.46,31.7,21,0.4,0.04,7.5,0.1,39.3,160,0
1200,6.36,1.72,2.7,11.5,16.3,0.23,3.2,1.8,64.5,76,0
3682,42.4,1.55,2.2,5.6,36.3,0.08,2.7,4.8,48.2,117,0.2
276,6.7,1.55,3.2,11.1,27,0.59,4.9,2.2,51.5,0,0.1
6768,5.04,1.68,4.6,9.1,8.7,0.05,1.6,1.4,74.6,172,0
6822,4.29,1.56,19.5,10.6,19.8,0.59,5.1,3.3,41.4,79,0.3
62,3.91,1.18,4.62,27.26,0.37,0.35,55.88,0.05,11.8,28,0.02
8138,0.1,1.82,27.2,14.2,10.8,0.22,9.2,2,36.4,30,0.2
