,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
5398,2.63,1.86,29.8,10.9,17.7,0.03,2.9,1.5,37.2,150.0,0.0
8057,1.52,1.52,24.4,19.4,11.9,0.3,13.3,4.7,25.0,23.0,1.3
714,3.3,1.68,17.8,13.4,18.5,0.13,13.6,5.5,30.6,48.0,0.6
11579,21.0,1.46,0.5,10.0,27.0,0.21,5.0,2.2,55.3,18.0,0.0
7916,72.3,1.49,0.2,1.0,67.8,0.89,0.0,8.3,22.7,0.0,0.0
11959,51.3,1.52,1.9,1.1,55.4,0.33,3.4,8.7,29.4,13.0,0.1
8022,5.82,1.65,34.6,11.1,15.3,0.12,9.1,8.8,19.7,59.0,1.4
5612,17.9,1.4,1.9,26.1,4.9,0.04,12.3,0.7,54.1,56.0,0.0
4390,1.14,1.36,16.8,28.8,0.4,0.83,32.9,0.1,20.9,10.0,0.1
5255,46.35,1.42,2.6,3.1,2.4,0.5,1.4,0.1,90.4,135.0,0.0
3818,4.7,1.45,1.3,16.1,0.9,0.66,6.2,0.0,75.5,0.0,0.0
4100,2.38,1.6,11.3,6.5,5.0,0.15,3.2,0.2,73.8,94.0,0.0
8622,4.47,1.61,2.4,39.9,1.3,0.66,5.2,0.2,51.0,64.0,0.0
16709,4.47,1.69,5.8,7.2,34.7,0.26,10.3,11.6,29.7,28.0,0.7
5090,11.52,1.47,2.9,2.6,37.5,0.73,14.3,13.0,28.5,15.0,1.2
7909,0.1,1.62,13.0,1.7,49.1,0.11,6.8,13.3,15.3,175.0,0.8
4444,10.18,1.48,4.3,6.3,33.0,1.87,3.3,3.0,50.1,79.0,0.0
1493,20.35,1.39,3.6,12.9,14.1,1.64,3.0,4.8,61.1,0.0,0.5
16769,23.7,1.3,5.9,3.7,28.6,2.02,8.3,4.7,48.7,0.0,0.1
7946,5.52,1.57,3.3,0.4,56.7,1.64,3.3,12.7,23.5,190.0,0.1
2926,40.1,1.33,2.9,2.5,5.3,0.83,3.6,0.3,85.4,48.0,0.0
2938,361.7,0.99,2.0,8.6,6.5,5.34,4.4,0.4,78.1,0.0,0.0
7843,131.0,1.38,0.5,0.6,66.5,1.2,0.1,19.4,12.8,0.0,0.1
7818,0.11,1.88,3.7,9.0,21.7,0.69,8.7,3.9,52.9,66.0,0.1
16866,3.42,1.64,9.2,11.7,24.1,0.07,4.2,2.2,48.6,124.0,0.0
12262,39.4,1.54,21.0,19.6,4.4,0.57,42.6,3.4,8.6,18.0,0.4
14390,5.7,1.52,26.5,7.0,21.3,0.4,5.5,5.0,34.3,25.0,0.4
3965,62.4,1.12,1.8,2.3,2.2,1.52,0.8,0.1,92.8,0.0,0.0
3348,50.5,1.56,0.4,2.3,31.7,0.02,0.2,2.8,62.5,20.0,0.1
5331,12.5,1.65,4.8,11.4,29.0,0.73,5.2,2.4,47.2,0.0,0.0
10268,61.3,1.4,2.8,2.6,5.6,0.4,2.8,0.6,85.5,25.0,0.1
16775,9.2,1.39,9.2,8.5,24.5,2.34,22.3,14.1,20.6,0.0,0.8
6343,15.15,1.57,4.3,7.9,29.8,1.12,18.8,4.0,35.1,68.0,0.1
10928,3.42,1.38,5.6,18.2,5.0,1.25,7.5,0.5,63.2,64.0,0.0
18618,0.77,1.71,21.0,4.5,20.0,0.05,3.6,3.1,47.7,76.0,0.1
17785,23.0,1.56,1.3,3.5,25.3,0.73,3.8,0.5,65.6,8.0,0.0
11896,14.5,1.66,6.2,11.6,15.0,0.05,3.8,0.8,62.6,140.0,0.0
6480,32.85,1.4,1.3,2.3,4.8,0.08,3.6,0.1,87.9,25.0,0.0
8779,50.0,1.5,2.6,8.2,11.4,0.24,0.8,0.3,76.7,45.0,0.0
14516,9.64,1.7,1.6,22.5,16.3,0.11,3.5,2.4,53.7,20.0,0.0
10682,20.2,1.15,9.1,27.3,9.0,1.49,27.8,2.0,23.3,0.0,0.3
6998,9.98,1.33,4.1,5.6,5.1,3.44,2.1,0.2,82.8,58.0,0.0
2942,8.55,1.47,7.4,6.9,6.0,0.72,4.1,0.6,75.0,68.0,0.0
2528,0.48,1.69,31.6,6.9,23.8,0.09,5.6,3.7,28.0,246.0,0.4
3851,34.2,1.31,1.3,3.3,5.4,1.35,4.1,0.1,85.8,71.0,0.0
3938,68.4,1.45,1.6,3.7,53.2,0.48,2.0,4.2,35.3,5.0,0.0
1005,27.2,1.59,3.6,5.2,31.4,0.13,2.0,4.6,53.1,25.0,0.1
