"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
14,31.02,1.37,4.1,10.9,28.3,1.02,8.6,11,35.4,0,1.7
16,7.03,1.8,7.6,10.2,25.8,0.14,7,12.6,34.2,65,2.6
18,0.46,1.81,26.2,5.8,21.7,0.14,2.9,13.3,26.6,136,3.5
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
38,0.24,1.67,30.8,9.1,18,0.14,9.6,8.1,21.8,117,2.6
41,16.76,1.3,2.85,8.63,21.57,0.02,8.42,0.48,58.05,34,0
43,8.68,1.38,2.71,30.59,5.83,0.07,14.27,0.65,45.88,37,0.07
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
65,0.68,1.61,1.54,30.26,2.06,0.07,59.47,0.17,6.37,24,0.13
66,1.44,1.03,11.87,25.34,1.42,2.68,42.42,0.51,18.07,0,0.37
68,6.64,1.11,6.45,26.98,1.65,0.51,45.28,0.09,19.45,24,0.1
71,5.11,1.04,1.64,31.9,0.51,0.66,47.52,0.06,18.36,14,0.01
73,1.56,1.13,3.45,23.77,0.46,0.35,65.42,0.04,6.86,36,0
76,48.3,1.54,1.6,8.4,37.5,0.32,1.9,5.6,44.9,41,0.1
89,11.2,1.66,1.5,11.4,25.7,0.03,5.8,20.4,24.8,91,10.4
92,2.8,1.66,23.2,6.6,24.5,0.04,2.7,19.6,17.9,155,5.5
101,0.2,1.25,6.4,5.1,25.5,4.72,8.1,2.1,52.8,104,0
103,59.4,1.41,0.2,4,45.1,0.45,1.4,2.6,46.7,10,0
105,39.4,1.56,0.4,4.4,41,0.12,0.6,3,50.6,43,0
110,0.3,1.63,16.2,3.3,36.4,0.17,1.8,2.9,39.4,145,0
116,0.3,1.7,16.1,2.6,11,0.1,4.5,0.5,65.1,152,0
119,14.2,1.32,1.8,14.8,10.9,1.58,7.2,1.3,62.6,0,0.1
120,6.13,1.46,1.8,15,14,0.74,5.3,2,61.8,8,0.1
121,6.35,1.6,2.2,14.9,12.2,0.32,3.4,3.4,63.6,13,0.3
130,1,1.67,13.3,10.4,11.9,0.07,0,0.6,62.8,157,0
133,56.5,1.52,0.7,6.3,21.5,0.16,1.3,0.4,69.8,10,0
135,43.4,1.56,0.8,5.9,22.8,0.04,0.7,0.5,69.3,165,0
137,62.4,1.59,2.9,2.3,49.7,0.2,1.1,4.8,39,15,0.2
142,56.5,1.42,1,5.6,9.7,0.32,1.1,0.5,82.1,10,0
143,56.5,1.41,1,5.9,9.4,0.25,1,0.5,82.2,25,0
145,60.5,1.48,0.8,4.4,10.7,0.09,0.6,0.6,82.9,102,0
148,56.5,1.4,0.9,4.6,14.8,0.23,0.9,1.4,77.4,5,0
149,61.1,1.34,1,4.7,14.7,0.18,0.7,1.4,77.5,25,0
152,53.9,1.47,0.6,4.7,12.4,0.05,0.6,0.8,80.9,198,0
154,25.6,1.5,0.9,8.6,17.4,0.2,1.1,1.7,70.2,8,0.1
156,21.5,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,21,0.1
157,25.4,1.62,1.6,7.7,15,0.13,0.6,1.6,73.4,61,0.1
160,9.2,1.65,2.4,14.5,14.5,0.36,1.5,1.6,65.5,64,0
161,12.5,1.66,6,1.7,12.5,2.15,4.1,0.9,74.5,107,0.1
163,41,1.55,0.5,2.3,35.5,0.03,0.6,5.1,55.7,8,0.3
168,22.8,1.68,1.6,2.9,29.4,0.06,0.8,5.4,59.6,137,0.3
170,13.5,1.53,1.3,8.9,11.8,0.75,1.1,1.7,75.1,74,0.1
177,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
179,0.95,1.72,9,4.7,26.4,0.18,3.8,2.8,53.2,61,0.1
188,125,1.48,0.7,0.2,71.9,0.16,0.6,8.4,18,46,0.2
194,17.1,1.42,0.9,17.2,6.2,0.77,8.1,0.5,67.1,8,0
197,2.5,1.42,7.7,17.5,4.6,1.95,9.5,0.5,60.2,51,0
198,7.3,1.4,5.6,18.2,5,1.25,7.5,0.5,63.2,64,0
200,1,1.57,26.4,13.5,4.2,0.5,3.9,0.3,51.7,86,0
204,30.2,1.67,0.7,9.2,49.9,0.1,1.2,11.6,26.9,46,0.5
205,0.9,1.47,10.3,6.1,45,2.78,7,10.2,20.8,66,0.6
213,12,1.52,9.1,27,14.3,2.21,10.3,3.1,35.9,84,0.3
215,3,1.55,20.8,26.9,15.6,2.29,1.1,3,32.3,94,0.3
218,23.2,1.4,1.1,9.6,17.9,0.36,2.1,0.7,68.6,15,0
220,9.5,1.34,6.7,9,15.6,1.14,3.6,0.8,64.3,41,0
223,1.1,1.63,26.8,8.3,11.7,0.18,1.7,0.7,50.7,102,0.1
225,12.7,1.37,1.8,13.6,15.4,1.3,4.8,0.7,63.7,0,0
233,0.6,1.73,23.4,10.7,11.8,0.1,1.4,0.7,52,109,0
240,0.2,1.54,53,10.8,0.9,0.1,27.1,0.3,7.8,46,0.1
243,66.4,1.23,2.3,7.9,34.2,0.38,6,21.6,23.6,0,3.5
246,7.9,1.63,1.8,8.8,30.4,0.03,7.9,20.4,25.8,104,5
249,12.1,1.51,3.5,20.4,15.3,1.26,6.7,2.8,51.2,0,0.1
252,29.6,1.54,4.6,20,15.9,0.07,4.2,3,52.1,76,0.2
253,23,1.54,3.5,21.2,15.5,0.02,4.5,3.4,51.7,99,0.2
259,0.7,1.28,26.1,3.6,3.6,0.47,29.9,0.4,36.4,56,0
267,21.7,1.58,0.5,10.9,11.6,0.09,0.9,4.2,71.8,20,0.1
275,0.3,1.53,41,25.4,3.8,0.09,5.8,0.8,23.2,135,0
280,162.1,1.44,1.4,3.4,11.5,0.15,5.3,3.2,73.2,38,2
283,105.5,1.03,1.9,3.7,14.1,0.22,6,2.1,72,0,0.2
284,73.6,1.36,0.5,3.5,14.3,0.18,0.9,2.4,78.2,8,0.2
302,27.9,1.23,3.2,20.4,12.1,2.02,8.5,2.2,53.4,0,0.2
303,7.9,1.44,3.1,19.6,12.7,0.75,7.5,2.3,54.7,13,0.1
311,0.6,1.29,22.6,7.1,31.4,1.01,7.1,4.3,27.4,71,0.1
312,0.1,1.69,20.2,6.1,29,0.46,13.6,3.6,27.3,102,0.2
324,0.1,1.54,51.2,12.5,9,0.04,6.5,3.5,16.8,58,0.5
329,30.7,1.53,0.4,5.5,42.7,0.16,3.7,3.8,43.9,13,0
330,19,1.45,2.4,5.8,37.4,0.98,6.2,3.7,44.5,30,0
337,2.3,1.18,5.1,14.1,18.4,1.21,40.2,1.5,20.6,0,0.1
339,1.5,1.22,43.8,4.8,17.2,0.47,10.6,2.4,21.2,20,0
342,0.7,1.51,36.2,4.4,17.6,0.04,18.2,2.8,20.4,135,0.4
347,0.7,1.74,26.5,4.9,26.3,0.04,5.9,3.3,33,94,0.1
350,0.7,1.87,21.4,3.2,21.6,0.01,2.8,1.6,49.3,168,0.1
352,1,1.64,42,17.5,5.9,0.06,5.6,0.1,27.8,76,0.2
354,31.6,1.37,0.6,4.8,12,0.94,2.5,0.6,79.5,0,0
356,2.1,1.54,3.2,4.7,10,1.78,3.9,0.6,77.6,86,0
359,11.5,1.6,2.7,24.5,3.6,0.15,5.4,0.3,63.4,25,0.1
360,3.2,1.36,21.7,20.1,3,0.11,5.5,1,48.5,58,0.2
362,6.6,1.7,12.6,23.3,1.8,0.04,3,0.1,59,89,0.2
364,11.8,1.54,4.6,1.7,46.4,0.56,2.2,7,37.9,5,0.2
365,7.9,1.63,5.3,1.5,46.6,0.24,1.7,6.3,38.4,10,0.2
366,9.2,1.57,10.9,1.2,45.3,0.32,2.2,6.6,33.5,25,0.3
381,107.9,1.61,1.7,1,72.3,0.16,4.6,7.3,13,23,0.1
382,90.8,1.52,1.3,1.4,67.4,0.11,4.9,7,17.9,91,0.1
385,74.5,1.57,2.1,0.5,77.7,0.15,5,5.8,8.9,162,0
386,91.3,1.1,0.2,5.4,3.3,0.86,2.1,0.1,88.9,0,0
391,15.7,1.45,4.8,16.4,13.9,0.67,6.5,1.9,56.4,18,0.1
394,2,1.59,24.9,14.8,11.4,0.24,5.1,1.8,41.8,94,0.2
399,32.2,1.43,5.8,8.2,31,0.24,5.4,3.7,45.8,33,0.1
406,2,1.62,13.4,8.8,14.1,0.04,3.6,3.9,55.8,99,0.4
408,9.4,1.46,18.4,7.2,27.3,0.41,6.2,3.1,37.7,61,0.1
409,2.8,1.67,17.1,19,14.2,1.13,16.1,4.3,28.8,0,0.5
412,0.2,1.64,54.8,9.1,6.6,0.06,9.2,2,18,117,0.3
415,54.5,1.29,2.8,2.6,53.2,2.34,1.7,5.1,34.5,0,0.1
417,8.5,1.69,3.7,6.2,45.1,0.21,2.4,5.7,36.8,20,0.1
421,1.7,1.5,26.4,10.5,15,1.04,15.2,1.1,31.7,30,0.1
422,1.4,1.62,16.8,13.1,19.7,0.21,8.3,1.3,40.8,71,0
424,0.5,1.72,12.1,13.9,20.6,0.19,5.8,1.4,46.2,190,0
436,14,1.55,2.8,4.9,2.7,0.5,3.7,0.1,85.8,18,0
438,5.4,1.67,6.5,5.6,2.5,0.11,3.2,0.1,82.1,68,0
443,0.2,1.58,31.7,3.8,13.7,0.05,3.6,1.2,45.8,48,0.1
444,0.8,1.64,19.4,9.5,3.8,0.04,4.5,0.4,62.4,109,0
447,120,1.55,0.3,0.8,63.4,0.12,0.1,10.6,24.7,13,0.1
459,0.8,0.9,31.4,5.6,8.2,3.05,37.7,1.1,15.9,53,0.1
464,1.4,1.23,52.3,4.8,11.6,0.08,15.7,1.6,14,185,0
465,12.5,1.65,4.8,11.4,29,0.73,5.2,2.4,47.2,0,0
466,21,1.46,7,12.3,26.9,0.16,6,2.3,45.5,23,0
468,1.2,1.42,26.5,10.4,19.5,0.13,7.1,1.9,34.6,79,0
476,120.3,1.34,3.2,1.7,48.7,0.89,2.6,21.2,21.9,0,0.7
480,67.7,1.59,3.6,2,44.1,0.05,1.1,21.1,26.7,155,1.4
485,56.5,1.52,1.6,5.5,41.6,0.03,1.6,8.5,41,53,0.2
486,56.5,1.49,1,6,41.1,0,1.1,8.3,42.2,112,0.3
489,143,1.45,3,0.2,70.2,0.3,3.3,3.5,19.8,41,0
