"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
11,0.25,1.62,34,13,15.1,0.18,13.1,5.7,17.8,125,1.3
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
61,3.46,1.02,2.99,32.85,0.37,0.1,51.85,0.03,11.91,23,0
70,8.18,1.3,6.31,35.27,1.03,1.51,42.35,0.76,13.24,0,1.04
98,29.3,1.58,0.2,6.9,30.9,0.29,0.8,2,59.2,15,0
114,20.7,1.61,4,2.9,14.8,0.07,2.9,0.6,74.7,61,0
122,3.94,1.63,3.9,15.1,11.5,0.38,4.2,3.2,61.8,25,0.3
132,78.8,1.29,0.9,6.3,25.7,0.72,1.8,0.5,64.8,0,0
159,6.1,1.48,4.1,13.7,14.9,0.69,3.2,1.8,62.3,48,0
193,17.5,1.25,1.9,16.7,4.7,4.4,11.3,0.4,65,0,0
202,105,1.43,1.8,2.3,63.8,0.8,1.3,15.4,15.1,0,0.3
242,0.2,1.67,61.7,7.6,0.7,0.04,19.6,0.3,9.3,147,0.1
255,0.1,1.75,29.1,18.4,7.1,0.04,2.7,1.3,41.3,157,0.1
265,27.9,1.33,1.3,9.9,8.4,1.13,1.4,2,77,0,0
318,25,1.44,1.8,0.9,10.5,0.39,3.8,1.4,81.6,140,0
330,19,1.45,2.4,5.8,37.4,0.98,6.2,3.7,44.5,30,0
338,3.2,1.65,1.4,15.3,22,0.2,14.9,1.8,44.5,15,0.1
339,1.5,1.22,43.8,4.8,17.2,0.47,10.6,2.4,21.2,20,0
355,31.9,1.46,0.4,4.8,10.5,0.13,2,0.7,81.6,15,0
372,1,1.83,24,0.8,18.1,0.11,4.5,6.6,25.8,165,0.2
387,57.1,1.37,0,1.3,0.8,0.04,2.9,0,95,15,0
393,30.9,1.44,7.2,15.9,14.1,0.21,5.5,1.9,55.3,53,0.1
395,0.3,1.6,34.2,11.8,10.4,0.16,3.8,1.2,38.6,124,0
432,2.8,1.52,10.6,6.7,13.7,1.37,5.9,1,62.1,178,0
484,54.5,1.53,1.6,5.9,41.4,0.08,1.8,7.7,41.4,28,0.2
511,15.4,1.64,3.7,0.7,54.9,0.48,0.4,18.6,21,107,0.7
565,23.3,1.6,0.6,10.2,45.9,0.1,2.6,6.4,34.2,13,0.1
587,43,0.91,3.1,5,32.4,6.35,18.5,3.6,36.5,0,0.1
606,0.4,1.69,14.2,7.7,29.1,0.09,6.3,4.3,38.3,76,0.1
625,20.4,1.35,1,33,1.8,0.81,4,0.1,60.1,8,0
631,30.9,1.44,0.7,3.6,46.1,1.19,2.2,7.9,39.2,0,0.3
642,0.8,1.72,21.7,5.9,24.1,0.05,4.4,2,41.9,150,0
669,10.8,1.48,33.6,14.6,8.8,0.25,5.5,1.6,35.8,38,0.1
728,0.4,1.45,22.4,17.3,0.3,0.08,7,0.1,52.9,112,0
742,29.5,1.45,4.9,1.8,60.4,1.37,4.3,14.2,13.7,84,0.7
747,21.7,1.66,0.5,3.4,47.5,0.08,0.5,5.1,42.8,20,0.2
766,13.1,1.51,2.2,13.2,24,1.34,6.9,2.8,50.8,41,0.1
806,13,1.7,1.2,21.5,21.1,0.1,4.6,1.5,50.1,86,0
808,0.4,1.62,5.6,19.1,24.3,0.2,10,1.9,39.1,185,0
810,36.8,1.49,0.5,2.6,0.5,0.04,0.2,0.1,96.1,10,0
811,49.9,1.56,0.4,2,2.4,0.06,0.3,0,94.9,71,0
814,44.7,1.36,0.4,1.5,1.8,0.14,1.6,0.1,94.6,33,0
841,4.5,1.65,2.4,23.4,11.8,0.4,8.5,3,50.6,99,0.3
843,62.4,1.45,0.3,3.1,24.5,0.08,0,0.4,71.7,8,0
844,65,1.5,0.2,4.1,17.7,0.01,0.7,0.3,77,76,0
896,0.1,1.76,24.4,15.6,11,0.13,6.2,1.4,41.4,109,0
912,5.8,1.65,2,8.7,30.8,0.47,4.4,3.3,50.8,58,0
978,13.8,1.52,2.4,14.5,34.8,0.46,3.6,2.4,42.2,15,0.1
982,1.3,1.63,12.7,13.4,29,0.08,3.9,2,39,84,0
997,1.4,1.65,1.1,19.8,13.2,0.32,11.2,2.8,51.6,13,0.3
1007,52.6,1.55,3.7,5.3,30.3,0.06,1.6,4.4,54.5,102,0.2
1021,2.1,1.65,4.5,11.5,21.6,0.83,9.9,9.7,42.4,122,0.4
1023,0.05,1.7,27.5,13.2,16.5,0.15,2.6,1.1,39.1,127,0
1043,0.6,1.57,17.8,19.6,14.1,0.66,4.1,3.1,41.3,33,0
1061,0.11,1.68,11,13.7,28.3,0.11,4.6,3.2,39,79,0.2
1102,30.9,1.59,0.6,5.2,26.1,0.01,1,2.7,64.4,46,0
1106,2.61,1.63,13.5,7.2,30.9,0.11,2.5,5.1,40.8,173,0
1107,135.9,1.3,1.8,4.2,41.1,1.25,2.7,2.7,47.5,0,0
1150,17.3,1.36,2,9.3,9,1.97,0.8,0.6,78.3,0,0
1168,7.36,1.65,0.6,4.2,30.7,1.77,5.8,9.3,48.9,107,0.5
1177,41.4,1.61,1.5,3.5,21.1,0.16,0,2.8,71,48,0.1
1218,6.1,1.63,3.9,15.7,14.8,0.12,3.3,1,61.3,56,0
1240,36.15,1.46,7.3,13.4,9.7,0.13,2.1,0.8,66.7,58,0
1250,34.2,1.66,2,13,10.2,0.14,1.1,0.8,72.9,94,0
1272,1.8,1.72,15.5,12.3,13.2,0.17,1.9,1,56.1,96,0
1291,6.26,1.64,1.5,33.8,10,0.27,3.7,0.3,50.7,38,0
1312,31.6,1.4,0.8,7.9,13.9,0.42,1.6,0.4,75.4,8,0
1344,75.6,1.44,2.6,0.7,60.8,0.52,0.1,4.8,31,130,0
1348,86.75,1.48,2.8,0.6,61,0.49,0.3,6.9,28.4,91,0
1362,131.4,1.4,0.4,0.4,73.1,0.37,0.1,16.1,9.9,0,0
1383,21.4,1.56,0.6,26.3,14.8,0.08,0.8,3.3,53.9,10,0.3
1427,0.18,1.79,3.7,9,21.7,0.69,8.7,3.9,52.9,66,0.1
1434,0.17,1.6,16.9,6.8,22.4,0.06,4.1,3.3,46.5,91,0
1435,0.68,1.69,7.9,8.4,20.6,0.03,1.4,4.2,57.3,145,0.2
1458,10.99,1.45,4.5,5.8,40.4,1.58,3.5,3.3,42.5,104,0
1486,30.25,1.39,1.7,4.6,48.2,1.4,1.6,3.8,40.1,0,0
1488,25.65,1.47,0.9,5.9,47.8,0.22,1,3.1,41.3,33,0
1496,12.2,1.21,9.8,6.6,42.3,2.84,5,4.2,32,0,0.1
1548,105.4,1.38,0.6,0.8,70.2,0.45,0,7.3,21.1,0,0
1559,8.34,1.4,5.8,4.3,47.5,2.16,2.1,10.5,29.5,0,0.3
1585,32.2,1.62,7.5,4.1,29,0.03,2.9,26,15.6,190,14.9
1590,13.15,1.65,2.8,12.1,26.6,0.07,8.8,19.7,23.8,81,6.2
1592,0.07,1.82,20,15.3,17.9,0.07,7.9,13.6,20.3,142,5
1599,38.45,1.51,2.9,10.6,29.7,1.23,6.1,19.9,25.6,25,5.2
1606,20.4,1.57,2.9,14.4,25,0.26,7.2,25.9,16.4,13,8.2
1628,14.2,1.54,0.6,14.3,1.8,0.16,1.9,0.1,81.3,20,0
1635,43.7,1.58,3.1,2.2,57.1,0.08,3.5,14,18,20,2.1
1646,11.8,1.73,12.8,8.2,24.2,0.07,6.4,21.1,20.6,81,6.7
1662,0.08,1.35,47.1,10,9.2,1.51,12.3,2.6,18.2,5,0.6
1666,4.42,1.63,13.8,17.7,19.9,0.51,9.9,7.1,30.9,0,0.7
1685,0.13,1.61,50.2,12.7,7.1,0.42,15,1.8,18.3,15,0.3
1719,0.04,1.67,22.8,23.1,5.5,0.45,16.5,1.8,29.9,20,0.4
1739,19.4,1.54,1.9,13.2,19.3,0.04,3.5,3.4,58.5,102,0.2
1751,14.45,1.57,7.1,16.3,13.6,0.23,6.8,2.2,53.9,33,0.1
1760,15.55,1.52,1.1,18,14.8,0.02,2.5,2.7,60.7,137,0.2
1788,7.39,1.53,7.1,14,14.4,0.92,6.5,2.8,54.9,0,0.3
1791,2.45,1.49,34.6,10.4,9.4,0.16,6,1.2,38.2,84,0.2
1823,0.69,1.46,15.2,28.8,15,0.46,9.8,3.8,27,30,0.4
1824,10.53,1.55,1.8,11.6,5.9,0.35,2.9,1,76.7,61,0.1
1838,0.31,1.53,3.1,37.1,8.9,0.95,9.7,2.2,38.8,36,0.2
1846,25,1.37,3.3,7.7,34.6,1.96,1.2,3.5,49.7,0,0
1863,6.84,1.42,3.4,12.5,4.9,1.91,4.4,0.7,74.1,46,0
1865,4.41,1.67,1,27.6,14.9,0.38,7.7,4.6,43.9,18,0.3
1900,10.51,1.39,1,13.9,12,0.75,3.3,2.6,67.1,0,0.1
1910,1.07,1.58,19.2,18.4,11.2,0.08,5.1,2.2,43.9,56,0
1961,4.51,1.18,25.3,15.3,6.9,3.68,22.9,1.4,28.2,71,0
1964,4.49,1.51,35.7,15.4,5.6,0.21,13.3,0.8,29.2,127,0
1973,25.3,1.55,1.3,6.4,20.6,0.85,2.5,3.7,65.3,23,0.2
1989,43.35,1.47,5.1,6.6,10.9,0.63,6.2,1.5,69.6,43,0.1
