,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
10167,6.57,1.51,17.9,4.1,7.0,0.4,4.6,1.0,65.4,84.0,0.0
10201,2.58,1.56,8.0,8.8,1.2,0.07,4.8,0.1,77.1,140.0,0.0
4138,134.0,1.47,0.8,0.7,70.8,0.53,1.3,9.1,17.2,13.0,0.1
80,30.2,1.21,2.5,22.3,0.2,0.28,5.7,0.0,69.3,8.0,0.0
17710,7.1,1.47,4.3,26.1,14.0,1.74,11.4,5.7,37.8,0.0,0.7
287,91.9,1.29,1.0,2.0,16.8,0.27,1.1,1.6,77.4,36.0,0.1
13625,1.53,1.38,6.9,7.1,11.2,0.75,2.0,1.2,71.5,84.0,0.1
15199,33.5,1.63,4.0,5.6,38.2,0.28,10.6,13.0,27.6,10.0,1.0
7560,30.2,1.61,1.2,5.1,32.9,0.26,0.9,8.7,50.9,96.0,0.3
11952,15.8,1.62,2.6,15.7,7.9,0.15,1.5,0.1,72.2,79.0,0.0
12476,0.28,1.7,13.3,16.6,9.8,0.1,5.9,0.4,54.0,155.0,0.0
12918,35.5,1.31,0.7,2.4,1.7,0.04,2.6,0.1,92.5,86.0,0.0
17727,4.38,1.64,1.4,20.5,21.1,0.12,3.3,2.1,51.5,53.0,0.1
5101,0.02,1.45,17.5,27.1,3.1,0.93,23.0,2.2,25.4,10.0,1.7
335,8.9,1.69,13.5,4.5,31.7,0.06,3.3,2.9,44.1,150.0,0.0
9639,25.6,1.58,2.0,0.9,38.5,0.71,1.3,5.8,51.3,94.0,0.2
13260,1.21,1.54,6.2,8.4,20.8,0.36,9.2,4.6,50.2,64.0,0.6
13279,104.0,1.55,2.4,5.2,41.9,0.12,5.5,16.2,27.0,66.0,1.8
9913,1.05,1.68,5.4,16.5,19.9,1.34,6.7,2.2,49.2,53.0,0.1
6871,8.05,1.75,2.9,7.7,23.5,0.29,2.4,10.0,52.4,99.0,1.1
15580,44.7,1.43,4.7,6.2,14.3,0.22,4.0,1.0,69.8,79.0,0.0
3995,42.5,1.43,1.7,5.4,1.6,0.04,2.0,0.1,89.2,76.0,0.0
515,3.0,1.78,8.8,13.7,20.9,0.06,11.4,7.2,37.0,56.0,1.0
760,8.7,1.78,5.2,12.6,21.2,0.14,6.3,2.7,52.0,43.0,0.0
5633,2.14,1.69,8.69,17.0,10.9,0.17,15.9,5.1,41.6,56.0,0.9
13685,30.2,1.32,4.0,11.0,13.3,1.6,4.7,0.9,66.1,0.0,0.0
14997,23.0,1.59,2.7,3.3,11.0,0.24,1.2,1.2,80.5,102.0,0.1
18366,3.7,1.54,2.4,9.2,5.2,2.26,2.7,0.3,76.5,109.0,0.0
12304,7.36,1.58,1.6,21.9,4.6,0.26,1.1,0.2,70.5,20.0,0.1
5461,44.7,1.47,2.3,5.7,37.0,0.43,4.3,3.3,47.2,41.0,0.2
11989,28.3,1.61,1.8,4.3,36.2,0.18,2.7,6.6,48.3,43.0,0.1
13304,0.14,1.58,31.8,2.4,6.4,0.13,5.0,0.6,53.8,150.0,0.0
11769,0.12,1.49,35.3,4.8,6.0,0.08,5.5,0.6,47.8,117.0,0.0
