Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
5538,14.05,1.51,1.1,29.6,18.2,0.02,5.6,2,43.4,76,0.1
1962,9.51,1.34,15.2,19.3,8.5,1.49,12.6,1.2,43.2,94,0
4400,0.34,1.34,12.6,28.7,2.1,4.45,40.8,1.2,14.4,0,0.2
7096,0.07,1.38,50.2,5.4,2.2,0.5,29.8,0.2,12.2,53,0
13984,0.26,1.71,18.4,13.6,20,0.04,9.1,6.2,31.9,135,0.8
3288,3.15,1.63,2.8,10.2,21.7,0.54,3.8,2.2,59.3,142,0
1640,49.75,1.6,3.8,2.5,49.2,0.04,2.4,13.7,26.5,119,1.9
8757,6.84,1.29,4.8,12.2,12.3,3.9,4.9,0.5,65.3,0,0
1133,24.25,1.54,14.9,5.4,17.8,0.41,22.9,11.8,21,102,6.2
11451,12.7,0.8,4.9,2.3,10.1,3.44,4.1,0.7,77.8,33,0
8980,13.1,0.56,7,7.6,25.2,7.08,30.1,3.9,26.2,2,0
6182,171.5,1.31,1,1.6,59.8,0.77,3.3,9.9,24.3,0,0.1
2792,4.28,1.31,8.7,17.7,0.7,2.26,69,0.4,3.5,0,0
4243,69.7,1.54,2.4,1,49.2,0.07,0.6,8.4,38.2,30,0.2
6654,0.05,1.59,50.6,20,2.8,0.04,5.8,0.4,20.4,173,0
3887,0.91,1.66,23,36.2,8.8,0.13,8.4,1.8,21.8,91,0
5721,7.25,1.39,2.8,2.9,56.6,2.31,5.3,7,25.4,53,0
1959,0.72,1.21,34.4,19.7,2,3.53,33.4,0.4,10.1,23,0
7180,8.05,1.76,2.4,1.3,45,0.15,3.5,0.9,46.9,165,0
3811,0.7,1.34,4,27.8,0.5,3.49,11.6,0,56.1,51,0
4158,5.59,1.57,5.3,4.5,47.5,1.28,3.4,1.6,37.7,122,0
8732,23,0.88,22,10.6,16.5,5.62,8.7,1.1,41.1,0,0
15267,19.7,1.5,0.1,16.6,8,0.2,1.4,0.3,73.6,23,0
7009,34.2,1.43,1.9,4.3,23.1,2.67,5.1,13.7,47.5,0,4.4
14399,4.3,1.68,8.8,10.2,27.1,0.95,6.3,4.3,43,0,0.3
5750,6.95,1.61,3.6,17.2,11,0.77,10.3,1.2,56.6,10,0.1
4152,25.3,1.7,0,4.7,49.6,0.08,1,5.2,39.5,38,0
24,0.96,1.73,28.7,9.3,20.9,0.18,6.3,8.3,23.9,128,2.6
13155,12.2,1.65,3,13.3,24.9,0.06,8.3,12.1,36.3,64,2.1
2307,2.88,1.69,14.6,7.4,13,0.16,17,2.8,45,74,0.2
2381,1.93,1.29,8,34.2,4.2,0.52,43.2,2.8,7.4,38,0.2
460,1.4,1.15,54.4,4.8,10,0.4,16.4,1.2,13.2,71,0
18623,42.1,1.67,1.1,6,26.2,0.02,0.1,4.8,61.7,56,0.1
14652,22.4,1.62,3.8,8.6,32.4,0.31,6.4,12.4,35,20,1.4
6607,0.23,1.87,19.4,27.2,7,0.1,6,0.9,39.5,170,0
1649,3.01,1.63,31,7,18.1,0.03,5.2,16.4,16.2,178,6.1
6504,16.75,1.55,1.2,3.4,5.2,0.18,5.7,0.1,84.4,127,0
6121,67.7,1.33,0.8,1.2,32.1,0.67,1.3,4.8,59.7,0,0.1
14530,0.15,1.53,33,10.6,10.4,0.25,7.1,1.2,37.6,20,0.1
9320,14.5,1.41,3.3,17.2,2,1.65,4.8,0.1,72.6,0,0
1680,0.03,1.56,38.6,17.1,7.1,0.09,9.6,3.1,23.3,51,1.2
5857,6.36,1.75,1.9,3.2,45.3,0.18,3.2,8.6,37.7,117,0.1
427,0.1,1.73,13.3,21.1,15.5,0.05,5.5,0.9,43.7,188,0
7296,26.7,1.67,4,7.9,30.9,0.09,5.6,9,41.7,76,0.9
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
3195,1.36,1.48,7.3,10.4,8.3,1.14,5.1,0.6,68.3,135,0
9209,20.4,1.57,2.7,3.3,11,0.24,1.2,1.2,80.5,102,0.1
5956,19.7,1.68,6,0.6,30.4,0.04,2,33.6,7.8,142,19.6
2390,7.55,1.25,22.6,10.8,18.1,1.46,7.7,2.3,38.2,5,0.3
7748,85.5,1.47,0.1,0.6,60.4,0.19,0.8,6.7,31.4,18,0
7256,19.6,1.57,0.9,16.4,4.1,0.02,1.1,1.8,75.3,140,0.4
8419,0.17,1.74,0.6,10,8.4,0.06,1.5,0.5,79,91,0
738,140,1.41,1,1.1,66.9,0.82,2.9,16,11.7,5,0.4
6626,3.43,1.06,6.9,20.7,9.1,5.98,21.6,1,40.7,0,0
2797,154.5,0.19,31,1.9,0.9,11.52,64.7,0.1,1.4,38,0
6001,27.25,1.66,1.7,14.3,45.5,0.06,1.7,3.9,32.9,142,0
5651,0.51,1.91,31,5.1,29.4,0.04,6,5.6,22.7,155,0.2
3091,0.41,1.61,7.7,17.4,5.7,0.44,43,1.5,24.5,20,0.2
421,1.7,1.5,26.4,10.5,15,1.04,15.2,1.1,31.7,30,0.1
171,0.3,1.49,10.1,8.5,8.3,17.16,21.8,0.9,50.3,0,0.1
1138,0.27,1.6,21.8,7,23,0.04,7.6,4.6,35.4,99,0.6
1558,0.35,1.76,20.2,7.2,31.7,0.12,9.4,7.9,22.9,157,0.7
15811,5.92,1.24,10.9,3.4,7.4,1.81,9.6,0.6,68.1,20,0
11465,65.7,1.46,0.2,2,4.7,0.09,2.1,0.1,90.9,81,0
6174,189,1.42,2.5,2.4,55.4,0.07,3.6,10.4,25.4,94,0.3
1467,22.9,1.57,7.3,8.3,28.5,0.12,5.9,19.1,23.3,25,7.6
247,29.6,1.58,6,8,27,0.05,8.7,21,23.2,160,6.2
546,28,1.45,1.6,41.2,2.4,18,3.6,0.5,50.7,18,0
1799,52.6,1.25,2.1,9.6,28.5,1.39,3,3.3,53.3,0,0.2
