"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
3,0.39,1.7,36.8,10.7,15.7,0.2,5.4,7.6,21.1,76,2.7
6,0.04,2.02,20.1,7.2,29,0.09,3.6,10.7,28.6,184,0.8
13,0.13,1.74,30.3,7.7,22,0.15,13.8,5.7,19.2,180,1.3
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
19,0.66,1.85,23,4.3,23.3,0.13,3.6,16.9,25,170,3.9
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
35,0.97,2,18.3,12.8,18.7,0.36,11,8.4,29.2,29,1.6
39,0.34,1.7,37.7,11.6,13.2,0.11,12,5.7,18.5,138,1.3
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
55,0.4,1,7.55,11.94,0.32,3.5,76.66,0.16,3.35,0,0.02
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
60,12,1.02,3.57,34.21,0.47,0.7,48.26,0.02,13.44,17,0.03
70,8.18,1.3,6.31,35.27,1.03,1.51,42.35,0.76,13.24,0,1.04
71,5.11,1.04,1.64,31.9,0.51,0.66,47.52,0.06,18.36,14,0.01
74,46.7,1.47,2.3,9.1,34.6,0.78,3.3,4.8,45.8,0,0.1
77,42.7,1.61,1.8,8.3,36.8,0.05,0.1,6.2,46.7,84,0.1
78,38.8,1.64,1.9,9.8,35.2,0.05,0.2,5.5,47.3,140,0.1
82,13.1,1.43,1.9,17.5,0.3,0.04,4.6,0,75.7,74,0
