,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
9638,53.9,1.56,0.5,1.0,39.1,0.95,0.0,5.3,53.9,46.0,0.2
8936,0.41,1.92,29.1,11.1,13.5,0.02,14.3,3.9,27.9,160.0,0.2
11876,0.05,1.71,29.7,15.8,2.2,0.02,6.1,0.2,46.0,104.0,0.0
2813,0.04,1.62,18.6,6.6,2.6,0.1,2.0,0.2,70.0,157.0,0.0
1460,129.5,1.35,0.5,0.6,66.5,1.2,0.1,19.4,12.8,0.0,0.1
11354,52.6,1.31,8.5,3.0,40.2,1.02,0.8,11.5,35.2,0.0,0.8
10422,162.0,1.52,0.2,0.6,73.5,0.04,0.4,9.0,16.3,20.0,0.0
652,0.4,1.76,9.5,17.3,18.6,0.19,13.9,9.0,30.6,36.0,1.1
467,6.4,1.56,16.2,11.3,23.4,0.15,6.6,2.5,40.0,66.0,0.0
4210,17.1,1.22,10.8,5.4,40.2,1.97,5.5,1.5,36.6,91.0,0.0
2884,33.2,1.43,0.6,2.2,4.1,0.11,1.0,0.1,91.6,15.0,0.0
1164,71.0,1.24,1.0,3.4,38.7,3.51,0.5,9.3,47.0,0.0,0.1
2371,7.45,1.72,2.1,21.8,17.0,0.5,4.1,2.6,52.3,0.0,0.1
1362,131.4,1.4,0.4,0.4,73.1,0.37,0.1,16.1,9.9,0.0,0.0
4072,83.55,1.18,3.8,10.1,3.7,0.96,5.2,0.3,76.7,0.0,0.2
12719,12.7,1.09,10.2,1.8,1.3,2.12,83.7,0.8,1.8,20.0,0.4
2693,62.45,1.52,0.4,1.7,54.5,0.24,0.8,9.6,32.8,96.0,0.2
13656,0.01,1.66,27.8,26.1,8.0,0.1,2.4,0.2,35.5,56.0,0.0
733,69.7,1.58,0.4,2.5,58.8,0.12,1.3,6.8,30.2,91.0,0.0
4229,33.5,1.5,0.6,6.5,17.8,0.05,0.9,1.2,73.0,61.0,0.0
15548,4.82,1.44,2.7,13.1,9.7,0.43,2.6,3.4,68.1,30.0,0.4
17565,50.0,1.59,2.4,7.6,44.2,0.44,7.5,3.0,35.3,91.0,0.0
17526,27.0,1.54,1.8,15.4,45.7,0.25,2.0,3.6,31.5,13.0,0.0
145,60.5,1.48,0.8,4.4,10.7,0.09,0.6,0.6,82.9,102.0,0.0
14042,32.2,1.56,0.7,10.8,25.3,0.06,2.2,3.0,57.6,162.0,0.4
5673,3.16,1.62,2.7,8.3,3.6,0.61,3.1,0.4,81.9,68.0,0.0
3451,9.85,1.49,1.9,22.4,1.9,0.87,2.9,0.1,70.8,23.0,0.0
11835,30.2,1.49,1.4,8.4,16.8,0.05,0.5,0.0,72.9,71.0,0.0
486,56.5,1.49,1.0,6.0,41.1,0.0,1.1,8.3,42.2,112.0,0.3
18720,12.5,1.29,0.9,17.9,24.7,2.53,3.4,1.2,51.9,0.0,0.0
11244,0.02,1.65,25.2,1.5,22.8,0.06,2.9,4.0,43.1,81.0,0.5
3363,64.45,1.6,0.2,0.5,36.4,0.09,0.1,5.2,57.6,58.0,0.0
