,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
10455,1.75,1.55,15.5,5.5,47.4,0.98,2.8,9.6,18.8,74.0,0.4
10583,3.43,1.61,5.9,7.9,41.1,0.05,2.3,4.9,37.7,155.0,0.2
3623,1.17,1.16,15.4,19.5,9.1,7.2,7.7,0.5,47.8,0.0,0.0
464,1.4,1.23,52.3,4.8,11.6,0.08,15.7,1.6,14.0,185.0,0.0
7307,14.3,1.57,10.2,6.6,14.0,0.14,6.6,2.6,59.8,86.0,0.2
10696,106.0,1.49,0.8,0.1,74.2,0.06,1.4,4.3,19.2,140.0,0.0
5966,10.3,1.62,0.8,31.3,10.6,0.08,5.3,1.6,50.4,43.0,0.0
1140,88.1,1.13,2.4,6.4,40.2,2.04,0.5,2.2,48.3,0.0,0.0
9818,22.8,1.59,1.6,17.1,32.1,0.34,3.3,1.7,44.2,8.0,0.0
18453,0.64,1.26,43.1,14.2,1.2,0.18,33.1,0.0,8.4,168.0,0.0
1944,7.14,1.57,3.5,19.8,12.0,0.4,4.9,3.7,55.8,46.0,0.3
10493,1.31,1.77,12.9,1.4,44.3,0.14,8.5,13.9,17.6,64.0,1.4
9139,2.5,1.21,8.7,17.7,0.7,2.26,69.0,0.4,3.5,0.0,0.0
11287,4.86,1.79,14.0,5.2,31.6,0.27,16.4,10.6,21.2,20.0,1.0
18410,6.18,1.45,4.7,1.1,38.8,1.21,2.5,12.6,39.6,81.0,0.7
469,0.1,1.6,20.0,10.8,21.8,0.08,5.6,2.1,39.7,130.0,0.0
9197,23.7,1.35,1.3,3.3,4.0,0.91,1.1,0.0,90.3,0.0,0.0
1674,0.42,1.76,9.5,17.3,18.6,0.19,13.9,9.0,30.6,36.0,1.1
6004,10.52,1.43,4.4,12.0,22.7,2.96,4.2,6.6,49.9,20.0,0.2
6135,26.0,1.49,4.6,10.8,26.9,0.73,10.9,11.3,34.3,0.0,1.2
5760,0.94,1.61,17.7,13.6,7.8,0.17,5.2,0.7,55.0,124.0,0.0
4609,1.71,1.69,14.4,6.6,14.4,0.35,6.6,3.4,54.4,58.0,0.2
603,10.9,1.6,3.1,7.2,36.3,0.34,5.3,5.7,42.2,30.0,0.2
17609,0.81,1.76,27.5,3.0,27.4,0.04,7.9,16.6,15.4,150.0,2.2
10398,0.05,1.56,6.6,4.5,43.8,2.36,3.3,4.7,37.1,71.0,0.0
17287,61.8,1.55,1.4,5.5,43.6,0.04,1.1,3.1,45.2,203.0,0.1
800,1.1,1.75,20.6,23.8,2.1,0.39,4.4,0.1,48.9,122.0,0.1
2945,3.57,1.62,10.6,5.0,3.5,0.13,2.1,0.2,78.6,175.0,0.0
15211,71.7,1.19,2.5,1.5,60.9,1.59,5.6,11.2,18.3,0.0,0.0
13191,17.4,1.58,0.1,4.8,30.0,0.45,3.3,2.4,59.4,38.0,0.0
18524,130.0,1.55,1.9,1.8,40.5,0.37,1.1,0.7,54.0,15.0,0.0
8585,2.63,1.68,18.1,16.9,11.3,0.16,7.4,1.3,44.9,79.0,0.1
4055,99.1,1.01,2.6,1.0,13.4,1.79,5.5,1.4,76.1,0.0,0.0
14512,2.82,1.65,15.8,27.0,11.2,0.14,6.2,2.8,36.2,43.0,0.8
9228,5.84,1.52,4.2,12.2,0.8,0.34,11.2,0.1,71.5,56.0,0.0
16689,38.1,1.47,0.3,3.9,36.4,3.12,0.3,11.9,46.6,0.0,0.6
9245,3.29,1.55,1.2,4.8,3.1,0.38,5.1,0.1,85.7,18.0,0.0
216,0.1,1.72,9.2,26.6,14.8,0.19,11.0,2.4,32.8,137.0,0.2
16050,25.4,1.58,1.0,6.4,28.4,0.26,0.5,2.3,61.4,96.0,0.0
11830,16.4,1.46,0.5,21.6,8.9,0.03,1.9,0.6,66.5,107.0,0.0
6997,38.45,1.41,2.1,3.7,6.7,0.22,0.2,0.2,87.1,36.0,0.0
14485,8.76,1.57,0.0,10.3,32.1,0.18,5.5,6.6,45.3,33.0,0.2
12318,13.5,1.38,2.6,7.4,6.5,0.97,2.5,1.7,79.1,33.0,0.2
17417,13.1,1.72,2.4,3.1,55.2,0.02,2.8,8.3,28.2,160.0,0.0
7990,35.5,1.56,1.4,11.5,28.8,0.1,7.4,14.2,34.2,66.0,2.4
14607,21.0,1.3,8.2,4.5,34.1,1.72,6.0,24.3,20.0,28.0,2.9
12428,25.0,1.5,2.0,10.5,4.2,0.32,0.0,0.2,83.0,10.0,0.1
2640,0.55,0.03,35.0,5.0,30.7,0.55,4.2,8.0,16.7,74.0,0.4
7315,0.41,1.04,5.7,24.4,11.1,7.77,11.4,0.5,46.9,0.0,0.0
7070,50.85,1.44,0.1,2.7,13.0,0.15,2.0,0.3,81.9,13.0,0.0
17156,14.9,1.65,1.0,15.0,10.7,0.06,2.9,1.4,69.0,107.0,0.0
12330,1.75,1.78,6.0,10.0,43.9,0.14,2.0,4.6,33.5,74.0,0.0
1133,24.25,1.54,14.9,5.4,17.8,0.41,22.9,11.8,21.0,102.0,6.2
2167,2.47,1.93,3.8,19.9,29.6,0.01,14.1,8.7,23.5,91.0,0.4
2694,1.84,1.56,7.5,1.2,52.8,3.21,5.8,8.3,24.2,142.0,0.2
9412,7.89,1.68,4.0,5.59,38.8,0.7,9.1,15.3,26.1,0.0,1.2
17948,0.88,1.05,8.2,0.1,0.0,1.08,91.6,0.0,0.1,68.0,0.0
3976,58.85,1.37,0.5,3.7,5.1,0.09,0.4,0.2,89.9,51.0,0.2
14308,41.4,1.49,1.2,5.3,54.5,2.08,1.2,7.7,30.1,0.0,0.0
18133,6.57,1.1,12.3,1.0,1.5,2.11,82.0,0.9,2.0,0.0,0.3
10594,18.8,1.63,10.6,4.9,30.0,0.15,9.6,18.5,21.6,66.0,4.7
13122,39.4,1.51,1.3,7.3,22.8,0.16,1.4,4.4,64.0,20.0,0.2
10463,51.3,1.31,2.3,0.6,54.6,1.8,4.4,9.4,28.6,0.0,0.1
12236,85.5,1.39,1.0,2.5,55.5,0.72,3.7,14.3,22.7,0.0,0.3
289,53.9,1.4,0.6,5.9,7.6,0.07,0.9,0.4,84.6,64.0,0.0
12768,22.4,1.59,0.7,13.1,8.8,0.01,1.2,1.0,75.2,51.0,0.0
5679,23.7,1.47,1.3,16.2,10.0,0.13,2.6,1.0,68.9,58.0,0.0
10470,0.2,1.77,17.4,1.2,41.9,0.34,5.6,7.8,25.6,122.0,0.5
832,15.1,1.5,1.2,1.2,58.6,0.62,0.0,9.8,28.8,74.0,0.4
15830,68.4,1.3,0.4,1.8,14.3,0.38,0.8,0.6,82.1,0.0,0.0
6055,28.9,1.63,0.5,3.3,26.2,0.06,2.1,4.2,63.6,25.0,0.1
3398,91.35,1.5,1.5,0.6,61.1,0.19,0.4,6.2,30.1,53.0,0.1
16657,25.0,1.36,1.3,25.5,10.4,0.99,2.5,1.1,59.2,0.0,0.0
574,106.5,0.62,19.5,3.4,6.4,8.65,10.7,0.5,59.5,0.0,0.0
18368,2.06,1.6,1.5,9.4,5.5,1.85,1.5,0.4,81.7,137.0,0.0
8811,24.3,1.55,5.8,7.0,31.1,0.25,9.3,19.5,25.7,79.0,1.6
946,38.4,1.44,1.0,3.9,0.6,0.17,4.8,0.0,89.7,152.0,0.0
8172,7.62,1.64,2.3,14.5,22.9,0.29,4.1,6.6,49.0,198.0,0.6
5128,87.6,1.7,3.7,0.4,68.0,0.67,5.2,4.2,18.5,94.0,0.0
9353,12.2,1.52,0.8,21.0,0.5,0.11,2.4,0.0,75.3,96.0,0.0
3842,59.15,1.58,1.4,1.8,51.2,0.27,1.6,7.1,36.7,15.0,0.2
16083,2.14,1.54,26.4,10.5,15.0,1.04,15.2,1.1,31.7,30.0,0.1
12639,2.89,1.68,16.8,16.8,17.0,0.12,6.3,4.3,38.5,132.0,0.3
7979,0.04,1.69,50.5,16.4,4.9,0.03,14.1,3.2,10.3,178.0,0.6
11632,3.94,1.62,8.4,11.2,26.5,0.14,3.1,3.0,47.7,152.0,0.1
8106,19.1,1.52,1.9,13.2,19.3,0.04,3.5,3.4,58.5,102.0,0.2
12681,14.9,1.61,1.1,12.6,11.2,0.21,4.2,1.2,69.7,64.0,0.0
16627,0.59,1.71,11.5,1.4,34.1,0.14,2.5,2.7,47.8,119.0,0.0
2593,0.41,1.88,29.1,11.1,13.5,0.02,14.3,3.9,27.9,160.0,0.2
8499,0.27,1.59,0.6,3.6,47.6,0.08,1.6,3.2,43.4,102.0,0.0
17314,1.12,1.72,9.0,22.5,2.3,0.08,5.6,0.2,60.4,56.0,0.0
1707,0.08,1.57,24.3,12.0,1.2,0.72,51.5,0.5,10.4,10.0,0.1
5305,14.06,1.5,0.6,1.5,13.6,0.33,2.3,0.3,81.7,168.0,0.0
6416,12.15,1.4,0.6,14.2,3.4,0.67,4.4,0.1,77.3,18.0,0.0
12931,39.4,1.33,2.6,5.1,2.2,0.29,6.4,0.0,83.7,23.0,0.0
8107,0.26,1.58,22.9,11.0,20.3,0.05,10.5,7.4,26.8,109.0,1.1
12589,36.8,0.86,16.8,4.8,11.7,4.61,15.9,3.9,46.7,0.0,0.2
5581,248.5,1.1,3.3,3.7,44.1,1.68,1.5,4.6,42.7,0.0,0.1
2184,7.73,1.58,6.7,26.3,7.6,0.16,5.0,1.3,53.0,48.0,0.1
15910,101.0,1.26,1.0,2.0,16.8,0.27,1.1,1.6,77.4,36.0,0.1
12553,10.5,1.64,1.4,3.3,8.2,0.26,4.7,0.0,82.4,71.0,0.0
3353,40.8,1.57,0.5,2.8,31.6,0.12,0.5,4.2,60.2,20.0,0.2
11822,0.08,1.67,22.5,28.6,4.4,0.07,11.1,0.4,33.0,162.0,0.0
14478,0.02,1.67,38.5,11.0,9.2,0.15,4.3,1.0,36.0,162.0,0.0
3794,51.9,1.38,1.3,2.9,4.0,0.41,2.6,0.1,89.1,84.0,0.0
3321,3.68,1.36,2.2,11.7,2.4,0.76,4.1,0.1,79.5,20.0,0.0
12551,31.6,1.34,1.0,3.8,7.6,0.49,4.9,0.1,82.6,0.0,0.0
12497,26.3,1.43,0.8,4.0,4.6,0.04,0.7,0.3,89.6,122.0,0.0
15985,12.8,1.5,4.2,6.7,3.4,0.38,0.8,0.1,84.8,15.0,0.0
1716,44.7,1.36,55.5,4.3,0.7,0.5,37.5,0.1,1.9,114.0,0.0
12469,7.07,1.22,38.7,9.0,9.2,0.13,4.1,1.4,37.6,127.0,0.0
10980,51.3,1.38,0.8,0.8,70.6,0.02,0.0,1.1,26.6,162.0,0.1
8958,1.46,1.21,4.5,37.4,2.9,2.29,14.4,0.8,40.0,0.0,0.0
10404,18.4,1.38,0.5,6.2,31.3,1.09,3.5,1.7,56.8,0.0,0.0
5590,0.01,1.39,43.8,5.2,15.2,0.16,14.6,1.6,19.6,160.0,0.0
10180,86.8,1.37,1.6,3.7,53.2,0.48,2.0,4.2,35.3,5.0,0.0
10586,5.26,1.72,3.6,2.8,47.1,0.1,2.3,6.8,37.2,30.0,0.2
