Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
3520,11.8,1.53,7.6,8.8,8.5,0.16,2.1,0.6,72.4,147,0
5977,5.42,1.52,6.2,11.9,24.2,1.66,5.3,7.3,44.7,48,0.4
13698,90.7,1.54,1.6,1,57.4,0.2,0.2,4.3,35.5,150,0
14031,0.1,1.58,34.9,9.8,9.8,0.09,8.3,2.2,34.4,157,0.6
1608,3.72,1.84,3.1,13.6,22.5,0.08,7.2,26.6,15.6,63,11.4
17607,8.91,1.68,11.9,9.4,23.2,0.15,11.5,13.6,28,25,2.4
17719,21,1.35,2.5,10.3,10.6,1.45,1.3,1,73.8,0,0.2
5143,1.42,1.55,7.5,9,23.2,0.6,23.9,13.6,20.8,23,2
2889,37.5,1.51,1.6,2.3,3.8,0.14,1.9,0.1,90.3,137,0
16822,4.86,1.38,4.9,38.6,0.9,0.25,19.6,0.1,35.9,30,0
6940,0.34,1.49,10.1,8.5,8.3,8.65,21.8,0.9,50.3,0,0.1
17707,0.17,1.42,48.2,7,4.4,0.51,30.6,2.2,7.2,36,0.4
7009,34.2,1.43,1.9,4.3,23.1,2.67,5.1,13.7,47.5,0,4.4
446,88.9,1.49,0.6,1,65.9,0.63,0.9,9.7,21.8,0,0.1
7161,45.2,1.61,2,4.2,32.9,0.16,1.6,5.3,53.9,43,0.1
3889,0.8,1.64,20.8,56.4,5,0.04,5,0.8,12,157,0
717,27.7,0.61,17.6,14.3,0.6,11.55,23.1,0,44.4,0,0
7800,11.8,1.69,2.5,29.4,17.4,0.2,2.6,4.7,43,89,0.4
8834,2.52,1.33,67.9,6.4,7,0.16,5.9,1.8,10.8,61,0.2
2803,16.9,0.99,27.9,11.6,2,2.77,54.5,1.4,2.9,13,0.3
3144,34.3,1.43,1,9.8,6.2,0.06,1,0.3,81.7,46,0
7315,0.41,1.04,5.7,24.4,11.1,7.77,11.4,0.5,46.9,0,0
4123,9.52,1.48,6.2,0,8.5,0.6,8.9,3.8,71.5,10,1.1
1003,0.1,1.52,28.9,31.8,0.1,0.09,15.4,0,23.8,168,0
1531,266,1.84,22.5,2.1,35.7,0.18,13.8,7.4,17.6,124,0.9
4671,16.1,1.39,3.6,6.6,7.1,1.34,5.2,4.9,70.6,66,2
480,67.7,1.59,3.6,2,44.1,0.05,1.1,21.1,26.7,155,1.4
4586,44.7,1.6,2.5,5.1,42.2,0.07,3.2,3.6,43.3,104,0.1
16765,0.87,1.7,21,4.6,27.2,0.18,15.6,13,17,28,1.6
6195,27.85,1.54,3,12.8,32.2,0.14,8,19.8,21,64,3.2
7679,0.1,1.19,62.3,9.8,2.6,0.04,7.6,0.2,17.5,119,0
17622,10.5,1.71,3.7,14.6,25,0.04,11.1,9.2,35.8,30,0.6
14242,65.7,1.11,0.8,22,12.2,1.13,2.8,2.1,60,0,0.1
9788,44.3,1.21,0.8,19.5,19.5,1.98,6.2,0.5,53.5,8,0
3045,34.85,1.59,3,1.4,57.9,0.07,4.8,11.6,21.2,64,0.1
11861,5.92,1.52,1.9,26.9,2,1.32,10.7,0.2,58.3,10,0
16537,35.5,1.52,3,1.7,43.5,0.53,2.1,3.7,45.9,96,0.1
4755,10.52,1.67,22,3.6,27.8,0.05,4.8,2.9,38.8,155,0.1
14234,1.39,1.64,20,8.8,14.6,0.02,17.2,5.4,31.4,130,2.6
17705,32,1.49,13.7,19.8,12.6,2.01,22.5,6.7,23.8,0,0.9
4410,17.47,1.02,21.8,26.5,0.8,4.02,36.7,0.3,13.8,0,0.1
16264,2.1,1.64,20.6,14.2,16,0.03,13,1,35.2,127,0
15468,0.24,1.67,32.5,19.4,3,0.22,2.9,0.1,42,91,0
640,26.9,1.59,0.4,8,30.7,0.04,2.3,3.2,55.3,74,0.1
7347,5.68,1.62,1.1,27.4,6.5,0.35,3.8,0.6,60.6,173,0
5315,0.19,1.9,17.6,1.1,49.5,0.03,0.9,8.6,21.9,218,0.4
14366,8.55,1.53,4.6,29.9,6.8,0.31,5.7,1.1,51.8,20,0.1
12036,17.7,1.45,0.9,1,33.4,0.43,3.1,1.7,59.9,20,0
7122,13.15,1.56,3.5,9.7,18.2,0.69,3.3,1.2,64,0,0.1
2167,2.47,1.93,3.8,19.9,29.6,0.01,14.1,8.7,23.5,91,0.4
3092,0.55,1.63,30.9,8.7,6.2,0.24,32.2,0.9,21.1,61,0
1367,101.1,1.53,0.4,1.3,69.5,0.05,0,2.7,26.1,10,0
16552,1.31,1.29,18,7.5,2.3,2.27,9.3,0.8,61.9,0,0.2
8023,1.38,1.62,35.3,11.3,15.4,0.06,9.1,9.2,18.1,150,1.6
16228,0.51,1.77,27.2,12.7,14.9,0.08,8.3,5.5,30.6,109,0.8
780,9.6,1.51,2.7,13.1,25.7,1.32,4,3.5,50.9,61,0.1
738,140,1.41,1,1.1,66.9,0.82,2.9,16,11.7,5,0.4
13027,1.04,1.65,10.6,1.3,7.9,0.11,2.8,0.9,76.5,135,0
846,127,0.02,0.3,0.5,72.2,0.09,0.2,4.6,22.2,13,0
6171,284,1.41,3.8,1.6,37.4,0.22,2.6,44.6,6.4,168,3.6
5217,0.69,1.18,43.9,22.6,0.6,0.11,13.7,0.2,18.8,175,0.2
13910,12.5,1.59,2.3,10.3,28.4,0.34,5.7,20.8,24.8,48,7.7
11573,39.4,1.16,2.2,6.9,26.1,1.45,11,2.4,51.3,25,0.1
9143,14,1.32,11.2,10.5,3.4,0.97,65.4,1.2,8.2,0,0.1
8300,82.8,0.66,3.1,12.1,5.1,3.42,4.7,0.3,74.7,2,0
2078,0.29,1.63,4.8,4.7,7.2,1.89,1.5,0.6,81.2,112,0
15148,0.05,1.69,29,14.8,0.2,0.16,5.2,0,50.8,137,0
17187,9.2,1.46,1.8,24,6.2,0.54,12,1,55,15,0
7091,62.42,1.4,2.9,1.6,27.9,0.25,3.6,25.5,23.5,117,15
6874,1.27,1.43,3.8,1.8,1.7,2.1,2.2,0,90.4,287,0
4231,32.2,1.68,16.5,3.8,11.2,0.33,1.6,0.6,66.3,152,0
15664,0.06,1.85,22.6,18.6,5.2,0.05,3.6,0.2,49.8,165,0
10575,16.4,1.12,6.3,12.5,31.5,5.62,8,2.3,39.2,0,0.2
5366,82.2,0.65,22.2,4.3,14.7,14.32,0.8,6.7,50.3,23,1
12006,11.4,1.59,7.2,1,47.8,0.63,5.5,17.7,20.4,130,0.4
6031,3.08,1.08,3.7,4.9,5,3.81,3.1,1,82.2,38,0.1
2775,17.85,1.24,6.6,4.1,39.6,3.39,2.1,12.1,35,18,0.5
2797,154.5,0.19,31,1.9,0.9,11.52,64.7,0.1,1.4,38,0
11880,0.45,1.61,25.3,13.8,6.8,0.51,18.1,0.8,35.2,25,0
11137,0.02,1.51,26,24.1,5.6,0.26,12,2.3,29.2,51,0.8
14499,20.4,1.59,0.3,5.1,10.4,0.08,0.5,0.1,83.6,20,0
13451,0.34,1.76,25.7,7.8,20.4,0.26,14.1,2,29.8,91,0.2
2488,0.79,1.44,51.5,1,4,0.27,2.5,0.2,40.8,119,0
16337,39.4,1.58,1.8,5.7,41.9,0.06,3.6,3.9,43,183,0.1
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
5491,0.09,1.67,29.6,5,25.8,0.08,1.3,2.4,35.8,157,0.1
7322,10.86,1.56,0.5,26.3,17.6,0.27,3.4,1.6,50.5,8,0.1
998,0.3,1.28,40,14.7,0.1,1.16,16.5,0,28.7,18,0
17548,5.7,1.24,6.1,23.5,13.9,4.74,18.1,2,36.2,0,0.2
